as_of_date,product_id,product_name,product_image_url,contribution_status,contributor_status,reconstructed_product_signal,confidence,numeric_display_policy,reconstruction_level,parity_level,parity_score,status_label,status_reason,limitation_reason,limitation_reason_detail,entry_axis,expansion_axis,convergence_axis,return_axis,basket_axis,entry_primary_type,expansion_primary_type,basket_type,attach_rate,first_customer_cnt,structural_active_order_cnt,structural_active_member_cnt,basket_pair_rows,top_pair_product_id,basket_top_pair_product_id,basket_top1_share,basket_top3_share,basket_parity_score,basket_parity_level,event_freshness_gap_days,basket_freshness_gap_days,role_alignment_note,contribution_share,contributor_rank
2026-04-18,1000000156,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000156/image/list/1000000156_list_085.jpg,limited,limited,0.016680568528598855,Medium,hide,reconstructed_with_limitations,high,0.8405797101449275,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.012934400326602926,0.18521217740072787,0.07383125731099405,0.14084507042253522,0.21153846153846154,None,None,None,0.21153846153846154,71,52,30,2,1000000153,1000000153,0.7272727272727273,1,0.36231884057971014,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.0053271257220848245,33
2026-04-18,1000000071,마스코바도 호박설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000071/image/list/1000000071_list_020.jpg,limited,limited,0.01620107118156199,Medium,hide,reconstructed_with_limitations,high,0.8356401384083045,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.008023637265913586,0.11863899551637731,0.033592521059507705,0.30265049876626865,0.9,None,None,None,0.9,37,10,8,8,1000000064,1000000064,0.23809523809523808,0.5714285714285714,0.34256055363321797,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.005173992892907444,34
2026-04-18,1000000143,"경기참기름, 경기들기름",https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000143/image/list/1000000143_list_079.jpg,limited,limited,0.015311749050078052,Medium,hide,reconstructed_with_limitations,medium,0.754149377593361,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.00839022366002394,0.11933617996700802,0.015200660281865012,0.12177161221123269,0.8888888888888888,None,None,None,0.8888888888888888,26,9,7,12,1000000043,1000000043,0.15789473684210525,0.42105263157894735,0.016597510373443997,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.004889977944992157,35
2026-04-18,1000000153,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000153/image/list/1000000153_list_092.jpg,limited,limited,0.01367355656442284,Medium,hide,reconstructed_with_limitations,high,0.8397435897435896,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.008944770091401405,0.12474474732117659,0.08137758836035486,0.05454545454545454,0.5185185185185185,None,None,None,0.5185185185185185,55,27,20,2,1000000156,1000000156,0.5714285714285714,1,0.35897435897435886,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.004366802891749952,36
2026-04-18,1000000154,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000154/image/list/1000000154_list_031.jpg,limited,limited,0.010938650208789846,Medium,hide,reconstructed_with_limitations,high,0.8405797101449275,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.005914762253137116,0.11684975506033066,0.009286984067250375,0.10526315789473684,0.6,None,None,None,0.6,38,15,11,2,1000000153,1000000153,0.6666666666666666,1,0.36231884057971014,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.0034933800243214888,37
2026-04-18,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,limited,limited,0.010278750939820898,Low,hide,reconstructed_with_limitations,medium,0.7521847690387016,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.002602149189876151,0.11500782761547278,0.04417658936191286,0.11764705882352941,1,None,None,None,1,17,6,5,7,1000000071,1000000071,0.21428571428571427,0.5714285714285714,0.008739076154806513,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.0032826338280103526,38
2026-04-18,1000000070,마스코바도 쑥설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000070/image/list/1000000070_list_027.jpg,limited,limited,0.010218351882383854,Low,hide,reconstructed_with_limitations,medium,0.753934191702432,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.003659877245882678,0.10126468336408205,0.012836562375736413,0.1291641369439822,0.8461538461538461,None,None,None,0.8461538461538461,23,13,8,11,1000000064,1000000064,0.20689655172413793,0.5517241379310345,0.015736766809728204,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.003263344714937803,39
2026-04-18,1000000028,마스코바도 딸기설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000028/image/list/1000000028_list_04.jpg,limited,limited,0.009703865178148684,Low,hide,reconstructed_with_limitations,medium,0.750805152979066,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.00222072661125578,0.060067608117438574,0.03166773224298391,0.15323369417713925,1,None,None,None,1,15,1,1,2,1000000045,1000000045,0.5,1,0.0032206119162641045,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.003099037644042538,40
2026-04-18,1000000142,경기 미숫가루,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000142/image/list/1000000142_list_011.jpg,limited,limited,0.006143603922087015,Medium,hide,reconstructed_with_limitations,medium,0.7539808917197452,제한 반영,제한 반영: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음,raw basket detail과의 유사도가 낮습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0.009827090661355396,0.14280735956123078,0.01415667964905933,0,0.8571428571428571,None,None,None,0.8571428571428571,35,14,13,15,1000000045,1000000045,0.16,0.32,0.015923566878980926,low,27,0,관측 약함 / 관측 약함 / 관측 약함,0.001962028477838701,41
2026-04-18,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,unavailable,unavailable,,Low,hide,insufficient_reconstruction,low,0.5,산출 불가,산출 보류: 이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음 외 1건,이벤트 최신성 지연 / 동시구매 재구성 안정성 낮음 외 1건,상품 단위 핵심 축이 모두 재구성되지 않았습니다. | event freshness가 7일을 초과합니다. | basket parity가 낮습니다.,0,0,0,0,0,None,None,,0,3,0,0,0,,,0,0,0,,27,0,관측 약함 / 관측 약함 / 관측 약함,0,42
