analysis_end_date,bhi,confidence_index,baseline_days,baseline_start_date,avg_clv_baseline,active_customers_baseline,bii_1d,bii_7d,bii_30d,bii_90d,bii_365d,bii_90_over_365,bii_30_over_365,bii_7_over_365,stage,scope
2026-02-28,0.7419708609669201,High,365,2025-03-01,113435.11579682174,73059,0.007366560362222257,0.02682086585908812,0.106458206361605,0.1898361796347946,0.43706747171020865,0.4343406726013753,0.24357384901018347,0.06136550440173528,Stable,candidate
