order_id,order_at,order_date,member_id,product_id,product_name,quantity,payment_amount,source_line_count,valid_member_flag,reconstruction_level
2601190919075253,2026-01-19 00:19:07.000 UTC,2026-01-19,0,1000000094,매화 3송이 1호,35,227500,1,true,same_universe_reconstructed
2601190937408554,2026-01-19 00:37:40.000 UTC,2026-01-19,62852,1000000083,백설기,1,45000,1,true,same_universe_reconstructed
2601190937415365,2026-01-19 00:37:41.000 UTC,2026-01-19,62852,1000000083,백설기,1,45000,1,true,same_universe_reconstructed
2601190949387496,2026-01-19 00:49:38.000 UTC,2026-01-19,0,1000000087,백리향 1단 (1호 2호 3호),1,65000,1,true,same_universe_reconstructed
2601190951162417,2026-01-19 00:51:16.000 UTC,2026-01-19,62855,1000000144,경기 미숫가루 쫀드기,7,63000,1,true,same_universe_reconstructed
2601191008372581,2026-01-19 01:08:37.000 UTC,2026-01-19,0,1000000064,2색 이티,2,65000,2,true,same_universe_reconstructed
2601191022552812,2026-01-19 01:22:55.000 UTC,2026-01-19,62857,1000000094,매화 3송이 1호,10,66000,1,true,same_universe_reconstructed
2601191028361563,2026-01-19 01:28:36.000 UTC,2026-01-19,0,1000000093,매화 2송이 1호,30,144000,1,true,same_universe_reconstructed
2601191041221354,2026-01-19 01:41:22.000 UTC,2026-01-19,52664,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601191055392405,2026-01-19 01:55:39.000 UTC,2026-01-19,62859,1000000093,매화 2송이 1호,10,47000,1,true,same_universe_reconstructed
2601191111544196,2026-01-19 02:11:54.000 UTC,2026-01-19,62860,1000000085,십리향 2단 (1호 2호 3호),1,50000,1,true,same_universe_reconstructed
2601191111544196,2026-01-19 02:11:54.000 UTC,2026-01-19,62860,1000000092,일리향 3단,1,38000,1,true,same_universe_reconstructed
2601191113303247,2026-01-19 02:13:30.000 UTC,2026-01-19,62258,1000000042,약식,1,45000,1,true,same_universe_reconstructed
2601191113482978,2026-01-19 02:13:48.000 UTC,2026-01-19,62858,1000000063,쑥이티,1,90000,1,true,same_universe_reconstructed
2601191115437909,2026-01-19 02:15:43.000 UTC,2026-01-19,62862,1000000093,매화 2송이 1호,220,1056000,1,true,same_universe_reconstructed
2601191121552210,2026-01-19 02:21:55.000 UTC,2026-01-19,52664,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601191129414501,2026-01-19 02:29:41.000 UTC,2026-01-19,62862,1000000093,매화 2송이 1호,60,288000,1,true,same_universe_reconstructed
2601191133483752,2026-01-19 02:33:48.000 UTC,2026-01-19,62862,1000000093,매화 2송이 1호,40,192000,1,true,same_universe_reconstructed
2601191134526883,2026-01-19 02:34:52.000 UTC,2026-01-19,62864,1000000088,백리향 2단 (1호 2호),1,116000,1,true,same_universe_reconstructed
2601191137477204,2026-01-19 02:37:47.000 UTC,2026-01-19,62864,1000000087,백리향 1단 (1호 2호 3호),1,65000,1,true,same_universe_reconstructed
2601191140451195,2026-01-19 02:40:45.000 UTC,2026-01-19,62864,1000000087,백리향 1단 (1호 2호 3호),1,65000,1,true,same_universe_reconstructed
2601191215276956,2026-01-19 03:15:27.000 UTC,2026-01-19,0,1000000090,일리향 1단 (1호 2호 3호),2,26000,1,true,same_universe_reconstructed
2601191227282207,2026-01-19 03:27:28.000 UTC,2026-01-19,62829,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601191227298968,2026-01-19 03:27:29.000 UTC,2026-01-19,62829,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601191323379799,2026-01-19 04:23:38.000 UTC,2026-01-19,62869,1000000062,흰이티,1,80000,1,true,same_universe_reconstructed
2601191327592570,2026-01-19 04:27:59.000 UTC,2026-01-19,62870,1000000064,2색 이티,2,65000,2,true,same_universe_reconstructed
2601191335496351,2026-01-19 04:35:49.000 UTC,2026-01-19,61521,1000000088,백리향 2단 (1호 2호),1,116000,1,true,same_universe_reconstructed
2601191350220602,2026-01-19 04:50:22.000 UTC,2026-01-19,15859,1000000086,십리향 3단,1,77000,1,true,same_universe_reconstructed
2601191354406763,2026-01-19 04:54:40.000 UTC,2026-01-19,62872,1000000064,2색 이티,2,128000,2,true,same_universe_reconstructed
2601191411446544,2026-01-19 05:11:44.000 UTC,2026-01-19,20405,1000000043,모듬영양찰떡,2,67500,2,true,same_universe_reconstructed
2601191423339206,2026-01-19 05:23:33.000 UTC,2026-01-19,47111,1000000094,매화 3송이 1호,75,487500,1,true,same_universe_reconstructed
2601191424310587,2026-01-19 05:24:31.000 UTC,2026-01-19,62873,1000000113,매화 5송이 3호,26,299000,1,true,same_universe_reconstructed
2601191428049458,2026-01-19 05:28:05.000 UTC,2026-01-19,47111,1000000094,매화 3송이 1호,75,487500,1,true,same_universe_reconstructed
2601191450452959,2026-01-19 05:50:45.000 UTC,2026-01-19,0,1000000088,백리향 2단 (1호 2호),1,116000,1,true,same_universe_reconstructed
2601191454319730,2026-01-19 05:54:32.000 UTC,2026-01-19,62874,1000000093,매화 2송이 1호,30,141000,1,true,same_universe_reconstructed
2601191456323491,2026-01-19 05:56:32.000 UTC,2026-01-19,20405,1000000043,모듬영양찰떡,2,110000,2,true,same_universe_reconstructed
2601191540158792,2026-01-19 06:40:15.000 UTC,2026-01-19,0,1000000088,백리향 2단 (1호 2호),1,116000,1,true,same_universe_reconstructed
2601191559140483,2026-01-19 06:59:14.000 UTC,2026-01-19,44569,1000000088,백리향 2단 (1호 2호),1,116000,1,true,same_universe_reconstructed
2601191620005496,2026-01-19 07:20:00.000 UTC,2026-01-19,0,1000000088,백리향 2단 (1호 2호),1,115000,1,true,same_universe_reconstructed
2601191620015257,2026-01-19 07:20:01.000 UTC,2026-01-19,0,1000000088,백리향 2단 (1호 2호),1,115000,1,true,same_universe_reconstructed
2601191631210878,2026-01-19 07:31:21.000 UTC,2026-01-19,62453,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601191635593089,2026-01-19 07:35:59.000 UTC,2026-01-19,62453,1000000108,매화 2송이 2호,10,46000,1,true,same_universe_reconstructed
2601191642258090,2026-01-19 07:42:25.000 UTC,2026-01-19,62879,1000000084,십리향 1단 (1호 2호 3호),5,145500,2,true,same_universe_reconstructed
2601191644172241,2026-01-19 07:44:17.000 UTC,2026-01-19,62879,1000000084,십리향 1단 (1호 2호 3호),5,145500,2,true,same_universe_reconstructed
2601191744242714,2026-01-19 08:44:24.000 UTC,2026-01-19,62884,1000000087,백리향 1단 (1호 2호 3호),1,57000,1,true,same_universe_reconstructed
2601191745488235,2026-01-19 08:45:48.000 UTC,2026-01-19,38660,1000000087,백리향 1단 (1호 2호 3호),2,114000,1,true,same_universe_reconstructed
2601191745492996,2026-01-19 08:45:49.000 UTC,2026-01-19,38660,1000000087,백리향 1단 (1호 2호 3호),2,114000,1,true,same_universe_reconstructed
2601191747065937,2026-01-19 08:47:06.000 UTC,2026-01-19,38660,1000000087,백리향 1단 (1호 2호 3호),4,228000,1,true,same_universe_reconstructed
2601191752394838,2026-01-19 08:52:39.000 UTC,2026-01-19,62885,1000000087,백리향 1단 (1호 2호 3호),1,61000,1,true,same_universe_reconstructed
2601191757355039,2026-01-19 08:57:35.000 UTC,2026-01-19,62886,1000000093,매화 2송이 1호,15,72000,1,true,same_universe_reconstructed
2601191824599860,2026-01-19 09:25:00.000 UTC,2026-01-19,0,1000000086,십리향 3단,1,81000,1,true,same_universe_reconstructed
2601191825011081,2026-01-19 09:25:01.000 UTC,2026-01-19,0,1000000086,십리향 3단,1,81000,1,true,same_universe_reconstructed
2601191844514982,2026-01-19 09:44:51.000 UTC,2026-01-19,62890,1000000094,매화 3송이 1호,50,325000,1,true,same_universe_reconstructed
2601191846093353,2026-01-19 09:46:09.000 UTC,2026-01-19,62891,1000000111,매화 3송이 3호,10,70000,1,true,same_universe_reconstructed
2601191905590714,2026-01-19 10:05:59.000 UTC,2026-01-19,62890,1000000094,매화 3송이 1호,50,325000,1,true,same_universe_reconstructed
2601191912481255,2026-01-19 10:12:48.000 UTC,2026-01-19,62894,1000000064,2색 이티,1,44500,1,true,same_universe_reconstructed
2601191943092127,2026-01-19 10:43:09.000 UTC,2026-01-19,62581,1000000063,쑥이티,1,47500,1,true,same_universe_reconstructed
2601192000530578,2026-01-19 11:00:53.000 UTC,2026-01-19,62872,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601192003244299,2026-01-19 11:03:24.000 UTC,2026-01-19,62518,1000000064,2색 이티,2,44000,1,true,same_universe_reconstructed
2601192034373001,2026-01-19 11:34:37.000 UTC,2026-01-19,62893,1000000085,십리향 2단 (1호 2호 3호),1,50000,1,true,same_universe_reconstructed
2601192038140832,2026-01-19 11:38:14.000 UTC,2026-01-19,61517,1000000128,흑임자인절미,1,45000,1,true,same_universe_reconstructed
2601192038140832,2026-01-19 11:38:14.000 UTC,2026-01-19,61517,1000000144,경기 미숫가루 쫀드기,5,45000,1,true,same_universe_reconstructed
2601192040174973,2026-01-19 11:40:17.000 UTC,2026-01-19,62893,1000000087,백리향 1단 (1호 2호 3호),1,57000,1,true,same_universe_reconstructed
2601192040520734,2026-01-19 11:40:52.000 UTC,2026-01-19,62899,1000000087,백리향 1단 (1호 2호 3호),1,65000,1,true,same_universe_reconstructed
2601192046368545,2026-01-19 11:46:36.000 UTC,2026-01-19,62893,1000000087,백리향 1단 (1호 2호 3호),1,57000,1,true,same_universe_reconstructed
2601192051064276,2026-01-19 11:51:06.000 UTC,2026-01-19,62900,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601192054157617,2026-01-19 11:54:15.000 UTC,2026-01-19,62893,1000000085,십리향 2단 (1호 2호 3호),2,100000,1,true,same_universe_reconstructed
2601192058284129,2026-01-19 11:58:28.000 UTC,2026-01-19,62893,1000000086,십리향 3단,1,77000,1,true,same_universe_reconstructed
2601192100043460,2026-01-19 12:00:04.000 UTC,2026-01-19,62899,1000000093,매화 2송이 1호,16,76800,1,true,same_universe_reconstructed
2601192102033831,2026-01-19 12:02:03.000 UTC,2026-01-19,62893,1000000087,백리향 1단 (1호 2호 3호),1,57000,1,true,same_universe_reconstructed
2601192202585414,2026-01-19 13:02:58.000 UTC,2026-01-19,62904,1000000087,백리향 1단 (1호 2호 3호),1,57000,1,true,same_universe_reconstructed
2601192220091305,2026-01-19 13:20:09.000 UTC,2026-01-19,62866,1000000093,매화 2송이 1호,15,72000,1,true,same_universe_reconstructed
2601192248402926,2026-01-19 13:48:40.000 UTC,2026-01-19,22907,1000000042,약식,1,22500,1,true,same_universe_reconstructed
2601192248402926,2026-01-19 13:48:40.000 UTC,2026-01-19,22907,1000000043,모듬영양찰떡,1,22500,1,true,same_universe_reconstructed
2601192248402926,2026-01-19 13:48:40.000 UTC,2026-01-19,22907,1000000045,완두시루떡,1,20000,1,true,same_universe_reconstructed
2601192248402926,2026-01-19 13:48:40.000 UTC,2026-01-19,22907,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601192248402926,2026-01-19 13:48:40.000 UTC,2026-01-19,22907,1000000065,흰인절미,1,20000,1,true,same_universe_reconstructed
2601192248402926,2026-01-19 13:48:40.000 UTC,2026-01-19,22907,1000000066,쑥인절미,1,22500,1,true,same_universe_reconstructed
2601192248402926,2026-01-19 13:48:40.000 UTC,2026-01-19,22907,1000000143,"경기참기름, 경기들기름",1,13000,1,true,same_universe_reconstructed
2601200810287771,2026-01-19 23:10:28.000 UTC,2026-01-19,0,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601200814303782,2026-01-19 23:14:30.000 UTC,2026-01-19,0,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601200824200913,2026-01-19 23:24:20.000 UTC,2026-01-19,62914,1000000064,2색 이티,1,86500,1,true,same_universe_reconstructed
2601200839455444,2026-01-19 23:39:45.000 UTC,2026-01-19,62915,1000000153,유밀상,1,23600,1,true,same_universe_reconstructed
2601200839455444,2026-01-19 23:39:45.000 UTC,2026-01-19,62915,1000000154,화연상,1,27800,1,true,same_universe_reconstructed
2601200849030315,2026-01-19 23:49:03.000 UTC,2026-01-19,38660,1000000087,백리향 1단 (1호 2호 3호),10,570000,1,true,same_universe_reconstructed
2601200913099936,2026-01-20 00:13:10.000 UTC,2026-01-20,54126,1000000088,백리향 2단 (1호 2호),1,111000,1,true,same_universe_reconstructed
2601200913118047,2026-01-20 00:13:11.000 UTC,2026-01-20,54126,1000000088,백리향 2단 (1호 2호),1,111000,1,true,same_universe_reconstructed
2601200937160218,2026-01-20 00:37:16.000 UTC,2026-01-20,62913,1000000093,매화 2송이 1호,15,70500,1,true,same_universe_reconstructed
2601200953060009,2026-01-20 00:53:06.000 UTC,2026-01-20,0,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601200955507680,2026-01-20 00:55:50.000 UTC,2026-01-20,62861,1000000092,일리향 3단,1,38000,1,true,same_universe_reconstructed
2601201000021151,2026-01-20 01:00:02.000 UTC,2026-01-20,61760,1000000086,십리향 3단,2,162000,1,true,same_universe_reconstructed
2601201043291422,2026-01-20 01:43:29.000 UTC,2026-01-20,0,1000000064,2색 이티,2,128000,2,true,same_universe_reconstructed
2601201049091333,2026-01-20 01:49:09.000 UTC,2026-01-20,0,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601201052501084,2026-01-20 01:52:50.000 UTC,2026-01-20,43192,1000000083,백설기,1,45000,1,true,same_universe_reconstructed
2601201102317275,2026-01-20 02:02:31.000 UTC,2026-01-20,62831,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601201102557066,2026-01-20 02:02:55.000 UTC,2026-01-20,62921,1000000090,일리향 1단 (1호 2호 3호),30,390000,1,true,same_universe_reconstructed
2601201114190837,2026-01-20 02:14:19.000 UTC,2026-01-20,62920,1000000063,쑥이티,1,23500,1,true,same_universe_reconstructed
2601201114190837,2026-01-20 02:14:19.000 UTC,2026-01-20,62920,1000000064,2색 이티,1,22000,1,true,same_universe_reconstructed
2601201114190837,2026-01-20 02:14:19.000 UTC,2026-01-20,62920,1000000127,흑임자이티,1,23500,1,true,same_universe_reconstructed
2601201114222948,2026-01-20 02:14:22.000 UTC,2026-01-20,62920,1000000063,쑥이티,1,23500,1,true,same_universe_reconstructed
2601201114222948,2026-01-20 02:14:22.000 UTC,2026-01-20,62920,1000000064,2색 이티,1,22000,1,true,same_universe_reconstructed
2601201114222948,2026-01-20 02:14:22.000 UTC,2026-01-20,62920,1000000127,흑임자이티,1,23500,1,true,same_universe_reconstructed
2601201143009260,2026-01-20 02:43:00.000 UTC,2026-01-20,0,1000000064,2색 이티,2,128000,2,true,same_universe_reconstructed
2601201150214721,2026-01-20 02:50:21.000 UTC,2026-01-20,58173,1000000088,백리향 2단 (1호 2호),1,115000,1,true,same_universe_reconstructed
2601201154444522,2026-01-20 02:54:44.000 UTC,2026-01-20,0,1000000088,백리향 2단 (1호 2호),1,120000,1,true,same_universe_reconstructed
2601201209359924,2026-01-20 03:09:36.000 UTC,2026-01-20,57564,1000000084,십리향 1단 (1호 2호 3호),1,27000,1,true,same_universe_reconstructed
2601201215388325,2026-01-20 03:15:38.000 UTC,2026-01-20,62924,1000000087,백리향 1단 (1호 2호 3호),1,61000,1,true,same_universe_reconstructed
2601201231189696,2026-01-20 03:31:19.000 UTC,2026-01-20,58173,1000000088,백리향 2단 (1호 2호),1,115000,1,true,same_universe_reconstructed
2601201316553157,2026-01-20 04:16:55.000 UTC,2026-01-20,62925,1000000093,매화 2송이 1호,50,235000,1,true,same_universe_reconstructed
2601201337243498,2026-01-20 04:37:24.000 UTC,2026-01-20,62926,1000000064,2색 이티,2,86000,1,true,same_universe_reconstructed
2601201339216149,2026-01-20 04:39:21.000 UTC,2026-01-20,0,1000000087,백리향 1단 (1호 2호 3호),1,65000,1,true,same_universe_reconstructed
2601201340289660,2026-01-20 04:40:29.000 UTC,2026-01-20,62926,1000000064,2색 이티,2,86000,1,true,same_universe_reconstructed
2601201342446021,2026-01-20 04:42:44.000 UTC,2026-01-20,62926,1000000064,2색 이티,2,86000,1,true,same_universe_reconstructed
2601201413429292,2026-01-20 05:13:43.000 UTC,2026-01-20,62929,1000000064,2색 이티,8,176000,1,true,same_universe_reconstructed
2601201453336037,2026-01-20 05:53:33.000 UTC,2026-01-20,62931,1000000064,2색 이티,2,128000,2,true,same_universe_reconstructed
2601201455387339,2026-01-20 05:55:38.000 UTC,2026-01-20,62930,1000000093,매화 2송이 1호,150,705000,1,true,same_universe_reconstructed
2601201537047672,2026-01-20 06:37:04.000 UTC,2026-01-20,50643,1000000086,십리향 3단,1,81000,1,true,same_universe_reconstructed
2601201549095623,2026-01-20 06:49:09.000 UTC,2026-01-20,62935,1000000064,2색 이티,2,86000,1,true,same_universe_reconstructed
2601201630434244,2026-01-20 07:30:43.000 UTC,2026-01-20,62936,1000000111,매화 3송이 3호,50,355000,1,true,same_universe_reconstructed
2601201636205815,2026-01-20 07:36:20.000 UTC,2026-01-20,58355,1000000086,십리향 3단,1,81000,1,true,same_universe_reconstructed
2601201637071206,2026-01-20 07:37:07.000 UTC,2026-01-20,62940,1000000092,일리향 3단,1,37000,1,true,same_universe_reconstructed
2601201637198627,2026-01-20 07:37:19.000 UTC,2026-01-20,62941,1000000093,매화 2송이 1호,15,70500,1,true,same_universe_reconstructed
2601201637595668,2026-01-20 07:37:59.000 UTC,2026-01-20,0,1000000088,백리향 2단 (1호 2호),1,111000,1,true,same_universe_reconstructed
2601201639127829,2026-01-20 07:39:12.000 UTC,2026-01-20,62941,1000000093,매화 2송이 1호,15,70500,1,true,same_universe_reconstructed
2601201641123700,2026-01-20 07:41:12.000 UTC,2026-01-20,62941,1000000093,매화 2송이 1호,15,70500,1,true,same_universe_reconstructed
2601201744011701,2026-01-20 08:44:01.000 UTC,2026-01-20,62823,1000000062,흰이티,1,21000,1,true,same_universe_reconstructed
2601201744011701,2026-01-20 08:44:01.000 UTC,2026-01-20,62823,1000000064,2색 이티,2,66500,2,true,same_universe_reconstructed
2601201807291663,2026-01-20 09:07:29.000 UTC,2026-01-20,62946,1000000088,백리향 2단 (1호 2호),1,120000,1,true,same_universe_reconstructed
2601202004172775,2026-01-20 11:04:17.000 UTC,2026-01-20,0,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601202005020826,2026-01-20 11:05:02.000 UTC,2026-01-20,62950,1000000064,2색 이티,2,65000,2,true,same_universe_reconstructed
2601202018242697,2026-01-20 11:18:24.000 UTC,2026-01-20,47372,1000000088,백리향 2단 (1호 2호),1,111000,1,true,same_universe_reconstructed
2601202021467838,2026-01-20 11:21:46.000 UTC,2026-01-20,58846,1000000088,백리향 2단 (1호 2호),2,240000,1,true,same_universe_reconstructed
2601202111047139,2026-01-20 12:11:04.000 UTC,2026-01-20,62952,1000000088,백리향 2단 (1호 2호),1,120000,1,true,same_universe_reconstructed
2601202124394780,2026-01-20 12:24:39.000 UTC,2026-01-20,62721,1000000062,흰이티,1,80000,1,true,same_universe_reconstructed
2601202156513401,2026-01-20 12:56:51.000 UTC,2026-01-20,61899,1000000033,가래떡(40개) 4kg,1,45000,1,true,same_universe_reconstructed
2601202156513401,2026-01-20 12:56:51.000 UTC,2026-01-20,61899,1000000042,약식,1,22500,1,true,same_universe_reconstructed
2601202156513401,2026-01-20 12:56:51.000 UTC,2026-01-20,61899,1000000127,흑임자이티,1,23500,1,true,same_universe_reconstructed
2601202206042262,2026-01-20 13:06:04.000 UTC,2026-01-20,0,1000000064,2색 이티,2,128000,2,true,same_universe_reconstructed
2601202258536043,2026-01-20 13:58:53.000 UTC,2026-01-20,62794,1000000043,모듬영양찰떡,1,22500,1,true,same_universe_reconstructed
2601202258536043,2026-01-20 13:58:53.000 UTC,2026-01-20,62794,1000000088,백리향 2단 (1호 2호),1,120000,1,true,same_universe_reconstructed
2601202302596554,2026-01-20 14:02:59.000 UTC,2026-01-20,26531,1000000062,흰이티,1,21000,1,true,same_universe_reconstructed
2601202302596554,2026-01-20 14:02:59.000 UTC,2026-01-20,26531,1000000064,2색 이티,1,22000,1,true,same_universe_reconstructed
2601202334166305,2026-01-20 14:34:16.000 UTC,2026-01-20,62958,1000000086,십리향 3단,1,81000,1,true,same_universe_reconstructed
2601210820155474,2026-01-20 23:20:15.000 UTC,2026-01-20,62964,1000000093,매화 2송이 1호,18,86400,1,true,same_universe_reconstructed
2601210820170335,2026-01-20 23:20:17.000 UTC,2026-01-20,62964,1000000093,매화 2송이 1호,18,86400,1,true,same_universe_reconstructed
2601210834572036,2026-01-20 23:34:57.000 UTC,2026-01-20,62964,1000000093,매화 2송이 1호,25,120000,1,true,same_universe_reconstructed
2601210834593557,2026-01-20 23:34:59.000 UTC,2026-01-20,62964,1000000093,매화 2송이 1호,25,120000,1,true,same_universe_reconstructed
2601210847029238,2026-01-20 23:47:02.000 UTC,2026-01-20,62922,1000000064,2색 이티,2,65000,2,true,same_universe_reconstructed
2601210857517049,2026-01-20 23:57:51.000 UTC,2026-01-20,62922,1000000062,흰이티,2,62000,2,true,same_universe_reconstructed
2601210911231740,2026-01-21 00:11:23.000 UTC,2026-01-21,62968,1000000064,2색 이티,1,44500,1,true,same_universe_reconstructed
2601210911331561,2026-01-21 00:11:33.000 UTC,2026-01-21,62947,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601210912487842,2026-01-21 00:12:48.000 UTC,2026-01-21,62967,1000000088,백리향 2단 (1호 2호),1,120000,1,true,same_universe_reconstructed
2601210913288263,2026-01-21 00:13:28.000 UTC,2026-01-21,62947,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601210913303454,2026-01-21 00:13:30.000 UTC,2026-01-21,62947,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601210915317235,2026-01-21 00:15:31.000 UTC,2026-01-21,62853,1000000085,십리향 2단 (1호 2호 3호),2,102000,1,true,same_universe_reconstructed
2601210915317235,2026-01-21 00:15:31.000 UTC,2026-01-21,62853,1000000090,일리향 1단 (1호 2호 3호),2,26000,1,true,same_universe_reconstructed
2601210924357509,2026-01-21 00:24:35.000 UTC,2026-01-21,34596,1000000093,매화 2송이 1호,12,57600,1,true,same_universe_reconstructed
2601210930264200,2026-01-21 00:30:26.000 UTC,2026-01-21,62969,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601210935196861,2026-01-21 00:35:19.000 UTC,2026-01-21,62971,1000000063,쑥이티,1,46000,1,true,same_universe_reconstructed
2601210942429852,2026-01-21 00:42:43.000 UTC,2026-01-21,62972,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601210953533196,2026-01-21 00:53:53.000 UTC,2026-01-21,61760,1000000088,백리향 2단 (1호 2호),2,240000,1,true,same_universe_reconstructed
2601210957538818,2026-01-21 00:57:53.000 UTC,2026-01-21,61760,1000000088,백리향 2단 (1호 2호),2,240000,1,true,same_universe_reconstructed
2601210958459199,2026-01-21 00:58:45.000 UTC,2026-01-21,0,1000000087,백리향 1단 (1호 2호 3호),1,65000,1,true,same_universe_reconstructed
2601211001549030,2026-01-21 01:01:54.000 UTC,2026-01-21,62955,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601211006046032,2026-01-21 01:06:04.000 UTC,2026-01-21,62977,1000000062,흰이티,8,640000,1,true,same_universe_reconstructed
2601211006172533,2026-01-21 01:06:17.000 UTC,2026-01-21,0,1000000087,백리향 1단 (1호 2호 3호),1,61000,1,true,same_universe_reconstructed
2601211007105685,2026-01-21 01:07:10.000 UTC,2026-01-21,62955,1000000064,2색 이티,1,85000,1,true,same_universe_reconstructed
2601211016071137,2026-01-21 01:16:07.000 UTC,2026-01-21,52585,1000000088,백리향 2단 (1호 2호),1,111000,1,true,same_universe_reconstructed
2601211025232149,2026-01-21 01:25:23.000 UTC,2026-01-21,0,1000000064,2색 이티,2,86000,1,true,same_universe_reconstructed
2601211026256260,2026-01-21 01:26:25.000 UTC,2026-01-21,0,1000000064,2색 이티,2,86000,1,true,same_universe_reconstructed
2601211035254181,2026-01-21 01:35:25.000 UTC,2026-01-21,58393,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601211037211072,2026-01-21 01:37:21.000 UTC,2026-01-21,62980,1000000093,매화 2송이 1호,18,86400,1,true,same_universe_reconstructed
2601211040528413,2026-01-21 01:40:52.000 UTC,2026-01-21,62979,1000000085,십리향 2단 (1호 2호 3호),1,49000,1,true,same_universe_reconstructed
2601211045115245,2026-01-21 01:45:11.000 UTC,2026-01-21,0,1000000064,2색 이티,2,86000,1,true,same_universe_reconstructed
2601211045232386,2026-01-21 01:45:23.000 UTC,2026-01-21,62981,1000000093,매화 2송이 1호,70,336000,1,true,same_universe_reconstructed
2601211050176887,2026-01-21 01:50:17.000 UTC,2026-01-21,0,1000000045,완두시루떡,1,41500,1,true,same_universe_reconstructed
2601211050176887,2026-01-21 01:50:17.000 UTC,2026-01-21,0,1000000064,2색 이티,1,44500,1,true,same_universe_reconstructed
2601211102060108,2026-01-21 02:02:06.000 UTC,2026-01-21,61877,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601211118379799,2026-01-21 02:18:38.000 UTC,2026-01-21,0,1000000088,백리향 2단 (1호 2호),1,111000,1,true,same_universe_reconstructed
2601211127216940,2026-01-21 02:27:21.000 UTC,2026-01-21,62979,1000000086,십리향 3단,1,77000,1,true,same_universe_reconstructed
2601211143586011,2026-01-21 02:43:58.000 UTC,2026-01-21,62987,1000000069,설기세트,4,303680,1,true,same_universe_reconstructed
2601211144332822,2026-01-21 02:44:33.000 UTC,2026-01-21,62966,1000000093,매화 2송이 1호,62,297600,1,true,same_universe_reconstructed
2601211146015263,2026-01-21 02:46:01.000 UTC,2026-01-21,62966,1000000093,매화 2송이 1호,62,297600,1,true,same_universe_reconstructed
2601211239522996,2026-01-21 03:39:52.000 UTC,2026-01-21,34596,1000000093,매화 2송이 1호,12,57600,1,true,same_universe_reconstructed
2601211239562497,2026-01-21 03:39:56.000 UTC,2026-01-21,62990,1000000111,매화 3송이 3호,90,639000,1,true,same_universe_reconstructed
2601211240142968,2026-01-21 03:40:14.000 UTC,2026-01-21,47597,1000000083,백설기,1,45000,1,true,same_universe_reconstructed
2601211246173449,2026-01-21 03:46:17.000 UTC,2026-01-21,62993,1000000088,백리향 2단 (1호 2호),2,240000,1,true,same_universe_reconstructed
2601211247443180,2026-01-21 03:47:44.000 UTC,2026-01-21,47597,1000000064,2색 이티,2,65000,2,true,same_universe_reconstructed
2601211251544991,2026-01-21 03:51:54.000 UTC,2026-01-21,62989,1000000093,매화 2송이 1호,15,70500,1,true,same_universe_reconstructed
2601211255556782,2026-01-21 03:55:55.000 UTC,2026-01-21,62658,1000000062,흰이티,3,201000,2,true,same_universe_reconstructed
2601211255556782,2026-01-21 03:55:55.000 UTC,2026-01-21,62658,1000000069,설기세트,3,190760,2,true,same_universe_reconstructed
2601211258171343,2026-01-21 03:58:17.000 UTC,2026-01-21,62989,1000000093,매화 2송이 1호,15,70500,1,true,same_universe_reconstructed
2601211315082704,2026-01-21 04:15:08.000 UTC,2026-01-21,0,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601211315093965,2026-01-21 04:15:09.000 UTC,2026-01-21,0,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601211315107436,2026-01-21 04:15:10.000 UTC,2026-01-21,0,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601211317217487,2026-01-21 04:17:21.000 UTC,2026-01-21,62947,1000000064,2색 이티,1,43000,1,true,same_universe_reconstructed
2601211319108998,2026-01-21 04:19:10.000 UTC,2026-01-21,62856,1000000111,매화 3송이 3호,70,490000,1,true,same_universe_reconstructed
2601211323405579,2026-01-21 04:23:40.000 UTC,2026-01-21,0,1000000064,2색 이티,5,425000,1,true,same_universe_reconstructed
