date,product_id,product_name,first_customer_cnt,entry_gravity_score,entry_gravity_primary_type,expansion_gravity_score,expansion_gravity_primary_type,revenue_90d,convergence_gravity_score,return_gravity_score,return_customer_rate_90d,return_loop_rate_90d,simple_repeat_rate_90d,distinct_source_product_cnt_90d,scored_observed_flag,demand_observed_flag
2026-04-06,1000000110,매화 3송이 2호,71,0.04043636004284884,None,0.07876222008653454,None,35632400,0.045334132737870333,0.05799919474781847,0.014084507042253521,0.014084507042253521,0.08450704225352113,5,true,true
2026-04-06,1000000111,매화 3송이 3호,336,0.3064779683976517,Broad,0.22000556023343537,None,149154500,0.29260287865837675,0.08345889939270612,0.011904761904761904,0.011904761904761904,0.10119047619047619,18,true,true
2026-04-06,1000000112,매화 5송이 2호,93,0.06695977109235784,None,0.09210614206279766,None,52769100,0.1078241825350095,0.1489563445800268,0.03225806451612903,0.03225806451612903,0.03225806451612903,11,true,true
2026-04-06,1000000113,매화 5송이 3호,102,0.07430097655597764,Heavy,0.1266845322053535,None,56058000,0.0624129287714217,0.11346507535424663,0.0196078431372549,0.029411764705882353,0.0784313725490196,7,true,true
2026-04-06,1000000121,깨송편 1kg,183,0.05966277826246557,None,0.10431491739448423,None,25815100,0.15845344684166368,0.20872483926746987,0.02185792349726776,0.0546448087431694,0.09289617486338798,11,true,true
2026-04-06,1000000127,흑임자이티,246,0.09970985309352366,Broad,0.033978196202693094,None,41649980,0.03782795234182498,0.19380585858350655,0.028455284552845527,0.032520325203252036,0.008130081300813009,3,true,true
2026-04-06,1000000128,흑임자인절미,61,0.014823899879600056,None,0.05109359843172883,None,12027760,0.028949964796032488,0.06291306473560783,0.01639344262295082,0.01639344262295082,0,3,true,true
2026-04-06,1000000142,경기 미숫가루,35,0.006769374506764733,None,0.0775608031212259,None,8590840,0.010448732550721908,0,0,0,0,2,true,true
2026-04-06,1000000143,"경기참기름, 경기들기름",25,0.005032579947808037,None,0.06077973667780719,None,9081420,0.009987663149832387,0.0883593591273068,0.04,0.04,0,2,true,true
2026-04-06,1000000144,경기 미숫가루 쫀드기,61,0.01877828277174198,None,0,None,16283740,0,0.06291306473560783,0.01639344262295082,0.01639344262295082,0,0,true,true
2026-04-06,1000000153,유밀상,55,0.006307856166826636,None,0.04649407414145859,None,3817000,0.04992369009928218,0,0,0,0.05454545454545454,6,true,true
2026-04-06,1000000154,화연상,36,0.0033876714286969044,None,0.053073714263937616,None,3447000,0.006575302554347784,0,0,0,0.1111111111111111,1,true,true
2026-04-06,1000000156,기원상,68,0.008936910494414295,None,0.10146400237966263,None,4514600,0.05814347079368195,0.05938499186896273,0.014705882352941176,0.014705882352941176,0.14705882352941177,6,true,true
2026-04-07,1000000027,마스코바도 설기,15,0.0007952468232457556,Qualified,0.11106334517535661,Core,3216920,0.021502395751350788,0,0,0,0.13333333333333333,7,true,true
2026-04-07,1000000028,마스코바도 딸기설기,14,0.0006894167582924601,None,0.014179933031051563,None,3204840,0.015215190427661354,0.08408451516658647,0.07142857142857142,0.07142857142857142,0.07142857142857142,6,true,true
2026-04-07,1000000033,가래떡(40개) 4kg,46,0.0073774267336936825,None,0.06782077720094955,None,6815500,0.06569786091001259,0,0,0,0.06521739130434782,9,true,true
2026-04-07,1000000035,떡국떡 500g,77,0.028207555006417195,None,0.12633528384579776,None,21966100,0.11968953531314987,0.16615301922132156,0.03896103896103896,0.03896103896103896,0.012987012987012988,12,true,true
2026-04-07,1000000042,약식,189,0.0761975834851012,Qualified,0.48715212467494895,Scale,36658140,0.40529566319803867,0.1386195418694617,0.021164021164021163,0.026455026455026454,0.1164021164021164,21,true,true
2026-04-07,1000000043,모듬영양찰떡,194,0.07638757960802821,None,0.18291223109057778,None,35854580,0.34447791607035266,0.3416702583082287,0.04639175257731959,0.07216494845360824,0.061855670103092786,19,true,true
2026-04-07,1000000044,고구마찰떡,142,0.0520860178254798,None,0.14445382268511733,None,28061540,0.22725128526004593,0.351740558119174,0.056338028169014086,0.07746478873239436,0.028169014084507043,17,true,true
2026-04-07,1000000045,완두시루떡,311,0.2147049639792353,Broad,0.19354771278479158,None,101168540,0.4134082209867414,0.4926748163574878,0.06109324758842444,0.08681672025723473,0.06430868167202572,23,true,true
2026-04-07,1000000062,흰이티,240,0.10139022578671639,Broad,0.0244095518457628,None,44247400,0.228659297354279,0.10628571367301548,0.016666666666666666,0.016666666666666666,0.025,11,true,true
2026-04-07,1000000063,쑥이티,296,0.1498265582097515,Broad,0.14166254331923372,None,64577180,0.17740701020256064,0.25152881378267,0.037162162162162164,0.037162162162162164,0.037162162162162164,12,true,true
2026-04-07,1000000064,2색 이티,1667,1,Broad,0.10885692683948416,None,251030740,1,0.17346530693861228,0.015596880623875225,0.01979604079184163,0.08098380323935213,31,true,true
2026-04-07,1000000065,흰인절미,50,0.010911565222950934,None,0.07666526561667728,None,10244100,0.034417591709892816,0.335329287628144,0.08,0.12,0.02,4,true,true
2026-04-07,1000000066,쑥인절미,86,0.022630857477144464,None,0.07794923634671388,None,14615040,0.03426434149502379,0.27282232721349853,0.046511627906976744,0.08139534883720931,0.011627906976744186,4,true,true
2026-04-07,1000000069,설기세트,103,0.03400242226158163,None,0.03621745075151477,None,21292540,0.028880621004202096,0.20596806754369382,0.038834951456310676,0.04854368932038835,0,3,true,true
2026-04-07,1000000070,마스코바도 쑥설기,23,0.0018778884098421462,None,0.042078547615471217,None,3663420,0.008430430569950246,0.08944999430207091,0.043478260869565216,0.043478260869565216,0.043478260869565216,2,true,true
2026-04-07,1000000071,마스코바도 호박설기,35,0.004810505079457745,None,0.05571408445852474,None,5767840,0.023938991848980268,0.24142769932027391,0.08571428571428572,0.08571428571428572,0,2,true,true
2026-04-07,1000000072,마스코바도 흑임자설기,13,0.00015151541256300217,None,0.015741189311563607,None,1470500,0.0024777547608375943,0,0,0,0,1,true,true
2026-04-07,1000000083,백설기,78,0.02656206228928265,None,0.12394929137554106,None,20116880,0.053884933399590725,0.2749006593499532,0.0641025641025641,0.0641025641025641,0.01282051282051282,6,true,true
2026-04-07,1000000084,십리향 1단 (1호 2호 3호),147,0.06766205275431397,None,0.025568413809627637,None,38944600,0.1516567120061398,0.0371704252372221,0.006802721088435374,0.006802721088435374,0.027210884353741496,13,true,true
2026-04-07,1000000085,십리향 2단 (1호 2호 3호),318,0.16634285703499133,Broad,0.1981395871142221,None,70540000,0.21034080691235907,0.17364104474375516,0.025157232704402517,0.025157232704402517,0.059748427672955975,12,true,true
2026-04-07,1000000086,십리향 3단,200,0.10034626908027526,Qualified,0.5546961623910128,Deep,51260020,0.21268962642242673,0.26664592532261594,0.04,0.05,0.105,15,true,true
2026-04-07,1000000087,백리향 1단 (1호 2호 3호),464,0.24852152899868585,Broad,0.16583195707637083,None,91536820,0.38271054042116437,0.31289857007520966,0.036637931034482756,0.04741379310344827,0.07327586206896551,19,true,true
2026-04-07,1000000088,백리향 2단 (1호 2호),355,0.2137531609112833,Broad,0.2768694985626578,None,91677200,0.3655306926642491,0.08008719770147911,0.011267605633802818,0.011267605633802818,0.11267605633802817,18,true,true
2026-04-07,1000000089,백리향 3단,50,0.019125983399799422,Qualified,0.3468923665118731,Deep,20093420,0.05346213307644682,0.13875694660474924,0.04,0.04,0.08,7,true,true
2026-04-07,1000000090,일리향 1단 (1호 2호 3호),128,0.05515779787043716,None,0.004513059165564536,None,33405320,0.12106429815490075,0,0,0,0.0234375,11,true,true
2026-04-07,1000000091,일리향 2단 (1호 2호 3호),180,0.17156077695432387,None,0.16949828891217067,None,106298980,0.17955413480367394,0.12979987913296787,0.022222222222222223,0.022222222222222223,0.06111111111111111,13,true,true
2026-04-07,1000000092,일리향 3단,156,0.07352369275513616,None,0.12242813690267587,None,41394660,0.13444814218804152,0.07146927508308193,0.01282051282051282,0.01282051282051282,0.057692307692307696,12,true,true
2026-04-07,1000000093,매화 2송이 1호,706,0.6225901287510982,Broad,0.18844171417511477,None,239966840,0.34033931753490787,0.09510011107307023,0.0113314447592068,0.0113314447592068,0.11189801699716714,17,true,true
2026-04-07,1000000094,매화 3송이 1호,190,0.15782130303011296,None,0.171950335032846,None,93608140,0.21048894342169153,0.12508843312585838,0.021052631578947368,0.021052631578947368,0.08421052631578947,12,true,true
2026-04-07,1000000095,매화 5송이 1호,7,0,None,0,None,5727000,0,0,0,0,0,1,true,true
2026-04-07,1000000108,매화 2송이 2호,248,0.22000878816337824,Broad,0.1940152968146593,None,119448700,0.21878834731347047,0.20768700023231934,0.03225806451612903,0.03225806451612903,0.0967741935483871,14,true,true
2026-04-07,1000000110,매화 3송이 2호,71,0.040676034091955915,None,0.09438879097055343,None,36173400,0.04573472804510567,0.05795351743514452,0.014084507042253521,0.014084507042253521,0.09859154929577464,5,true,true
2026-04-07,1000000111,매화 3송이 3호,337,0.30498340319073847,Broad,0.2187996627684222,None,149341300,0.29267112870493833,0.08321157357606382,0.011869436201780416,0.011869436201780416,0.10089020771513353,18,true,true
2026-04-07,1000000112,매화 5송이 2호,93,0.06646780445737249,None,0.09203360379621504,None,52769100,0.1077600038788019,0.14883903389052958,0.03225806451612903,0.03225806451612903,0.03225806451612903,11,true,true
2026-04-07,1000000113,매화 5송이 3호,102,0.07375601868834221,Heavy,0.12658476169968258,None,56058000,0.06234994997233284,0.11337571584249714,0.0196078431372549,0.029411764705882353,0.0784313725490196,7,true,true
2026-04-07,1000000121,깨송편 1kg,184,0.05961694434243251,None,0.10299428847600807,None,25888100,0.15859519323079146,0.2077855388262532,0.021739130434782608,0.05434782608695652,0.09239130434782608,11,true,true
2026-04-07,1000000127,흑임자이티,247,0.09944681266031899,Broad,0.033160561483142524,None,41737480,0.03784928541850705,0.1930964015748923,0.02834008097165992,0.032388663967611336,0.008097165991902834,3,true,true
2026-04-07,1000000128,흑임자인절미,61,0.014722894857694397,None,0.05105335962701179,None,12027760,0.02893403988096917,0.06286351750065569,0.01639344262295082,0.01639344262295082,0,3,true,true
2026-04-07,1000000142,경기 미숫가루,35,0.0067222092738164485,None,0.07749972004807609,None,8590840,0.010431043218236707,0,0,0,0,2,true,true
2026-04-07,1000000143,"경기참기름, 경기들기름",25,0.0049962624217349955,None,0.06073186954709023,None,9081420,0.009981161620339752,0.0882897716426516,0.04,0.04,0,2,true,true
2026-04-07,1000000144,경기 미숫가루 쫀드기,61,0.0186466688557461,None,0,None,16283740,0,0.06286351750065569,0.01639344262295082,0.01639344262295082,0,0,true,true
2026-04-07,1000000153,유밀상,55,0.006270635510355465,None,0.04645745769581173,None,3817000,0.04988866090925219,0,0,0,0.05454545454545454,6,true,true
2026-04-07,1000000154,화연상,36,0.0033669662384110256,None,0.05303191601739743,None,3447000,0.006571539951991028,0,0,0,0.1111111111111111,1,true,true
2026-04-07,1000000156,기원상,68,0.008884063946306805,None,0.10138409432262843,None,4514600,0.05810692046685066,0.05933822317064661,0.014705882352941176,0.014705882352941176,0.14705882352941177,6,true,true
2026-04-08,1000000027,마스코바도 설기,15,0.0007966422973715449,Qualified,0.11105088111591688,Core,3216920,0.021437623515661138,0,0,0,0.13333333333333333,7,true,true
2026-04-08,1000000028,마스코바도 딸기설기,14,0.0006906923499338096,None,0.014178341691191672,None,3204840,0.015179185031307236,0.08407507880039974,0.07142857142857142,0.07142857142857142,0.07142857142857142,6,true,true
2026-04-08,1000000033,가래떡(40개) 4kg,46,0.007387506516346854,None,0.06781316602917235,None,6815500,0.06556135265967403,0,0,0,0.06521739130434782,9,true,true
2026-04-08,1000000035,떡국떡 500g,77,0.028263099891134714,None,0.12632110589640588,None,21966100,0.1188937159173168,0.16613437273535092,0.03896103896103896,0.03896103896103896,0.012987012987012988,12,true,true
2026-04-08,1000000042,약식,188,0.07589852692881786,Qualified,0.48845140362646117,Scale,36549140,0.40702518250110836,0.13910910401220877,0.02127659574468085,0.026595744680851064,0.11702127659574468,21,true,true
2026-04-08,1000000043,모듬영양찰떡,194,0.07651109794114166,None,0.18289170380574798,None,35854580,0.34750960104514733,0.34163191443877644,0.04639175257731959,0.07216494845360824,0.061855670103092786,19,true,true
2026-04-08,1000000044,고구마찰떡,141,0.051432674309265854,None,0.14612508085886186,None,27689040,0.22665136925240964,0.31513518018169867,0.04964539007092199,0.07092198581560284,0.028368794326241134,17,true,true
2026-04-08,1000000045,완두시루떡,310,0.21410363316993497,Broad,0.19456885152413722,None,100753040,0.4112732459825162,0.48456332961804943,0.06129032258064516,0.08387096774193549,0.06451612903225806,23,true,true
2026-04-08,1000000062,흰이티,237,0.0998574755061197,Broad,0.01950953905685238,None,43683400,0.2275609156331276,0.10722315774335121,0.016877637130801686,0.016877637130801686,0.02531645569620253,11,true,true
2026-04-08,1000000063,쑥이티,299,0.1513759409449555,Broad,0.1449466450882509,None,64808680,0.17759235806539253,0.24966950495164092,0.03678929765886288,0.03678929765886288,0.04013377926421405,12,true,true
2026-04-08,1000000064,2색 이티,1668,1,Broad,0.11187795325869479,None,250284240,1,0.17336131095123902,0.015587529976019185,0.019784172661870502,0.0815347721822542,31,true,true
2026-04-08,1000000065,흰인절미,50,0.010930128636821796,None,0.07665666187413647,None,10244100,0.03432768515942441,0.3352916553727291,0.08,0.12,0.02,4,true,true
2026-04-08,1000000066,쑥인절미,86,0.02285629586535651,None,0.09200667134859611,None,14792040,0.008125894449663136,0.2727917097879428,0.046511627906976744,0.08139534883720931,0.011627906976744186,1,true,true
2026-04-08,1000000069,설기세트,104,0.03437989782735461,None,0.03476473733421732,None,21358040,0.028924084830430682,0.20472567541261313,0.038461538461538464,0.04807692307692308,0,3,true,true
2026-04-08,1000000070,마스코바도 쑥설기,22,0.0016875052224205856,None,0.04467560481266495,None,3511420,0.008094662814844214,0.08988306206357592,0.045454545454545456,0.045454545454545456,0.045454545454545456,2,true,true
2026-04-08,1000000071,마스코바도 호박설기,35,0.004817550751791643,None,0.055707831957672864,None,5767840,0.0237998631471788,0.2414006051499158,0.08571428571428572,0.08571428571428572,0,2,true,true
2026-04-08,1000000072,마스코바도 흑임자설기,13,0.00015140719962281415,None,0.01573942276006166,None,1470500,0.0024622736693791134,0,0,0,0,1,true,true
2026-04-08,1000000083,백설기,78,0.026735904311461643,None,0.13881738562829637,None,20236380,0.05368893004759573,0.2748698086840315,0.0641025641025641,0.0641025641025641,0.01282051282051282,6,true,true
2026-04-08,1000000084,십리향 1단 (1호 2호 3호),148,0.07025558767072186,None,0.02446619339614834,None,40592600,0.15171062896758075,0.037000328268000614,0.006756756756756757,0.006756756756756757,0.02702702702702703,13,true,true
2026-04-08,1000000085,십리향 2단 (1호 2호 3호),318,0.1667550532364311,Broad,0.19811735094271787,None,70611000,0.20871896264865933,0.17362155791577022,0.025157232704402517,0.025157232704402517,0.059748427672955975,12,true,true
2026-04-08,1000000086,십리향 3단,200,0.10053490888802043,Qualified,0.5546339117364146,Deep,51260020,0.2120041035688012,0.26661600104240146,0.04,0.05,0.105,15,true,true
2026-04-08,1000000087,백리향 1단 (1호 2호 3호),462,0.24317091527954432,Broad,0.15832507129353235,None,88733820,0.37994252514777876,0.313884462073203,0.0367965367965368,0.047619047619047616,0.07142857142857142,19,true,true
2026-04-08,1000000088,백리향 2단 (1호 2호),355,0.2141557290544126,Broad,0.2768384269441892,None,91677200,0.3636480479823111,0.0800782099333641,0.011267605633802818,0.011267605633802818,0.11267605633802817,18,true,true
2026-04-08,1000000089,백리향 3단,50,0.019168267501656566,Qualified,0.34685343659247836,Deep,20093420,0.05333693526812451,0.13874137463699135,0.04,0.04,0.08,7,true,true
2026-04-08,1000000090,일리향 1단 (1호 2호 3호),127,0.054839975860224315,None,0.005623839831727092,None,33291320,0.12037458467329537,0,0,0,0.023622047244094488,11,true,true
2026-04-08,1000000091,일리향 2단 (1호 2호 3호),181,0.17261843240842692,None,0.16797994016258813,None,106444480,0.17936567318121766,0.12929625909468784,0.022099447513812154,0.022099447513812154,0.06077348066298342,13,true,true
2026-04-08,1000000092,일리향 3단,156,0.07362224586769757,None,0.12241439743198876,None,41363660,0.13417323753855392,0.07146125445943384,0.01282051282051282,0.01282051282051282,0.057692307692307696,12,true,true
2026-04-08,1000000093,매화 2송이 1호,709,0.6279513128611162,Broad,0.19326844858666,None,241386840,0.3376314307630122,0.09477654787419816,0.011283497884344146,0.011283497884344146,0.11142454160789844,17,true,true
2026-04-08,1000000094,매화 3송이 1호,188,0.15589052280412594,None,0.1748609358126,None,92570140,0.20880940997466405,0.1259856036336985,0.02127659574468085,0.02127659574468085,0.0851063829787234,12,true,true
2026-04-08,1000000095,매화 5송이 1호,7,0,None,0,None,5727000,0,0,0,0,0,1,true,true
2026-04-08,1000000108,매화 2송이 2호,250,0.2217083185772214,Broad,0.20548903737702648,None,119689700,0.21817985822366145,0.2064817380406836,0.032,0.032,0.1,14,true,true
2026-04-08,1000000110,매화 3송이 2호,72,0.042771565776148955,None,0.09212054147983145,None,37821400,0.04587550287259204,0.057500910471252144,0.013888888888888888,0.013888888888888888,0.09722222222222222,5,true,true
2026-04-08,1000000111,매화 3송이 3호,337,0.3051064932395818,Broad,0.21314418752258418,None,149011900,0.2920564891162392,0.08320223517555474,0.011869436201780416,0.011869436201780416,0.10089020771513353,18,true,true
2026-04-08,1000000112,매화 5송이 2호,94,0.06732023361793806,None,0.0901228655170393,None,53035100,0.1079326914628985,0.14787149779009362,0.031914893617021274,0.031914893617021274,0.031914893617021274,11,true,true
2026-04-08,1000000113,매화 5송이 3호,101,0.07339594782154339,Heavy,0.1285922964421301,None,55939200,0.06204458134074,0.11404828897265284,0.019801980198019802,0.0297029702970297,0.07920792079207921,7,true,true
2026-04-08,1000000121,깨송편 1kg,184,0.05969873890908571,None,0.10298272996467843,None,25888100,0.15816883606810894,0.20776222013994353,0.021739130434782608,0.05434782608695652,0.09239130434782608,11,true,true
2026-04-08,1000000127,흑임자이티,248,0.10005651165414227,Broad,0.03939773458065795,None,41856480,0.07817780055543937,0.19252154835207155,0.028225806451612902,0.03225806451612903,0.008064516129032258,6,true,true
2026-04-08,1000000128,흑임자인절미,61,0.014747437425864457,None,0.05104763017497714,None,12027760,0.02883975005044625,0.06285646265625602,0.01639344262295082,0.01639344262295082,0,3,true,true
2026-04-08,1000000142,경기 미숫가루,36,0.006951412833314162,None,0.0745898567613797,None,8626840,0.010607724424657926,0,0,0,0,2,true,true
2026-04-08,1000000143,"경기참기름, 경기들기름",25,0.0050072418181559865,None,0.06072505392641244,None,9081420,0.009956398160152426,0.08827986334248346,0.04,0.04,0,2,true,true
2026-04-08,1000000144,경기 미숫가루 쫀드기,61,0.0186825429758543,None,0,None,16283740,0,0.06285646265625602,0.01639344262295082,0.01639344262295082,0,0,true,true
2026-04-08,1000000153,유밀상,55,0.006273561808873662,None,0.04645224401785862,None,3817000,0.049773290185302126,0,0,0,0.05454545454545454,6,true,true
2026-04-08,1000000154,화연상,36,0.003369470055437157,None,0.05302596452230785,None,3447000,0.0065352090716373126,0,0,0,0.1111111111111111,1,true,true
2026-04-08,1000000156,기원상,68,0.00888835405993753,None,0.10137271651498285,None,4514600,0.05795285331929347,0.05933156395162634,0.014705882352941176,0.014705882352941176,0.14705882352941177,6,true,true
2026-04-09,1000000027,마스코바도 설기,16,0.0036250738855266467,None,0.1491142616034675,None,3347920,0.05239183477099374,0,0,0,0.125,7,true,true
2026-04-09,1000000028,마스코바도 딸기설기,15,0.0034393196768415938,None,0.07727471740807358,None,3335840,0.0397906729441036,0.20606591308819627,0.06666666666666667,0.06666666666666667,0.06666666666666667,6,true,true
2026-04-09,1000000033,가래떡,47,0.01285641523682975,None,0.1507666730084433,None,6851500,0.0931864853040893,0,0,0,0.06382978723404255,9,true,true
2026-04-09,1000000035,떡국떡 500g,77,0.038437795816084884,None,0.21217037031199243,None,21966100,0.15147735248716584,0.21217037031199246,0.03896103896103896,0.03896103896103896,0.012987012987012988,12,true,true
2026-04-09,1000000042,약식,189,0.08954579667509904,Qualified,0.5931035386691705,Scale,36524640,0.46017100515937387,0.15818482059916483,0.021164021164021163,0.026455026455026454,0.1111111111111111,21,true,true
2026-04-09,1000000043,모듬영양찰떡,196,0.09050351268437203,None,0.2676072002986551,None,35974080,0.39285834056890306,0.3510078182779107,0.04081632653061224,0.0663265306122449,0.061224489795918366,19,true,true
2026-04-09,1000000044,고구마찰떡,141,0.06312718524877485,None,0.23592480819403353,None,27689040,0.26482538474327866,0.37073898430490987,0.04964539007092199,0.07092198581560284,0.028368794326241134,17,true,true
2026-04-09,1000000045,완두시루떡,309,0.23570359991867476,Broad,0.28658906801249123,None,100595040,0.447163293544583,0.5317313925028938,0.061488673139158574,0.08414239482200647,0.06796116504854369,23,true,true
2026-04-09,1000000062,흰이티,238,0.1147186315573367,Broad,0.14563892693166122,None,43756400,0.2490050818020299,0.11949860671315794,0.01680672268907563,0.01680672268907563,0.025210084033613446,11,true,true
2026-04-09,1000000063,쑥이티,297,0.16781986854283396,Broad,0.24887658239914678,None,64701180,0.1784163031657035,0.2754860283160367,0.037037037037037035,0.037037037037037035,0.04040404040404041,11,true,true
2026-04-09,1000000064,2색 이티,1669,1,Broad,0.26288196524865187,None,250784640,1,0.1732574395845816,0.015578190533253445,0.019772318753744758,0.08268424206111444,31,true,true
