date,product_id,product_name,revenue,order_count,cart_count,role_observed_flag,first_customer_cnt,entry_gravity_score,expansion_gravity_score,convergence_gravity_score,return_gravity_score
2026-03-25,1000000063,,46000,1,3,false,0,0,0,0,0
2026-03-25,1000000064,,1555000,9,7,false,0,0,0,0,0
2026-03-25,1000000066,,45000,1,1,false,0,0,0,0,0
2026-03-25,1000000083,,0,0,1,false,0,0,0,0,0
2026-03-25,1000000084,,540000,1,0,false,0,0,0,0,0
2026-03-25,1000000085,,0,0,0,false,0,0,0,0,0
2026-03-25,1000000086,,243000,3,0,false,0,0,0,0,0
2026-03-25,1000000087,,460000,3,1,false,0,0,0,0,0
2026-03-25,1000000088,,715000,5,0,false,0,0,0,0,0
2026-03-25,1000000089,,504000,1,0,false,0,0,0,0,0
2026-03-25,1000000090,,260000,1,1,false,0,0,0,0,0
2026-03-25,1000000092,,37000,1,0,false,0,0,0,0,0
2026-03-25,1000000093,,636100,4,1,false,0,0,0,0,0
2026-03-25,1000000094,,330000,1,3,false,0,0,0,0,0
2026-03-25,1000000108,,817000,3,1,false,0,0,0,0,0
2026-03-25,1000000110,,0,0,1,false,0,0,0,0,0
2026-03-25,1000000111,,823600,3,2,false,0,0,0,0,0
2026-03-25,1000000121,,0,0,1,false,0,0,0,0,0
2026-03-25,1000000127,,0,0,3,false,0,0,0,0,0
2026-03-25,1000000128,,0,0,1,false,0,0,0,0,0
2026-03-25,1000000142,,0,0,2,false,0,0,0,0,0
2026-03-25,1000000143,,0,0,1,false,0,0,0,0,0
2026-03-25,1000000153,,0,0,1,false,0,0,0,0,0
2026-03-26,1000000042,,90000,3,2,false,0,0,0,0,0
2026-03-26,1000000043,,45000,2,2,false,0,0,0,0,0
2026-03-26,1000000044,,45000,2,1,false,0,0,0,0,0
2026-03-26,1000000045,,0,0,4,false,0,0,0,0,0
2026-03-26,1000000062,,124000,3,0,false,0,0,0,0,0
2026-03-26,1000000063,,23500,1,3,false,0,0,0,0,0
2026-03-26,1000000064,,582500,5,11,false,0,0,0,0,0
2026-03-26,1000000066,,22500,1,2,false,0,0,0,0,0
2026-03-26,1000000069,,18920,1,1,false,0,0,0,0,0
2026-03-26,1000000083,,45000,1,0,false,0,0,0,0,0
2026-03-26,1000000084,,165500,2,2,false,0,0,0,0,0
2026-03-26,1000000085,,105500,2,0,false,0,0,0,0,0
2026-03-26,1000000088,,1060000,5,1,false,0,0,0,0,0
2026-03-26,1000000090,,0,0,1,false,0,0,0,0,0
2026-03-26,1000000091,,0,0,2,false,0,0,0,0,0
2026-03-26,1000000092,,114000,2,0,false,0,0,0,0,0
2026-03-26,1000000093,,771900,4,3,false,0,0,0,0,0
2026-03-26,1000000094,,132000,1,2,false,0,0,0,0,0
2026-03-26,1000000108,,588500,2,3,false,0,0,0,0,0
2026-03-26,1000000111,,497000,1,0,false,0,0,0,0,0
2026-03-26,1000000127,,93000,2,5,false,0,0,0,0,0
2026-03-26,1000000142,,19000,1,0,false,0,0,0,0,0
2026-03-27,1000000035,,6000,1,0,false,0,0,0,0,0
2026-03-27,1000000042,,22500,1,2,false,0,0,0,0,0
2026-03-27,1000000043,,22500,1,1,false,0,0,0,0,0
2026-03-27,1000000044,,22500,1,1,false,0,0,0,0,0
2026-03-27,1000000045,,0,0,3,false,0,0,0,0,0
2026-03-27,1000000063,,90000,1,3,false,0,0,0,0,0
2026-03-27,1000000064,,950000,9,19,false,0,0,0,0,0
2026-03-27,1000000065,,0,0,1,false,0,0,0,0,0
2026-03-27,1000000066,,0,0,2,false,0,0,0,0,0
2026-03-27,1000000083,,45000,1,0,false,0,0,0,0,0
2026-03-27,1000000084,,28000,1,1,false,0,0,0,0,0
2026-03-27,1000000085,,215000,3,1,false,0,0,0,0,0
2026-03-27,1000000086,,81000,1,0,false,0,0,0,0,0
2026-03-27,1000000087,,0,0,1,false,0,0,0,0,0
2026-03-27,1000000090,,221000,3,0,false,0,0,0,0,0
2026-03-27,1000000091,,105500,2,0,false,0,0,0,0,0
2026-03-27,1000000092,,0,0,1,false,0,0,0,0,0
2026-03-27,1000000093,,2356600,8,0,false,0,0,0,0,0
2026-03-27,1000000094,,71500,1,0,false,0,0,0,0,0
2026-03-27,1000000108,,17572500,4,2,false,0,0,0,0,0
2026-03-27,1000000111,,1273000,2,1,false,0,0,0,0,0
2026-03-27,1000000121,,19500,1,0,false,0,0,0,0,0
2026-03-27,1000000127,,23500,1,3,false,0,0,0,0,0
2026-03-27,1000000156,,29000,1,1,false,0,0,0,0,0
2026-03-28,1000000035,,0,0,1,false,0,0,0,0,0
2026-03-28,1000000042,,0,0,3,false,0,0,0,0,0
2026-03-28,1000000043,,0,0,1,false,0,0,0,0,0
2026-03-28,1000000044,,22500,1,2,false,0,0,0,0,0
2026-03-28,1000000045,,0,0,4,false,0,0,0,0,0
2026-03-28,1000000062,,83000,2,1,false,0,0,0,0,0
2026-03-28,1000000063,,90000,1,4,false,0,0,0,0,0
2026-03-28,1000000064,,304500,6,2,false,0,0,0,0,0
2026-03-28,1000000065,,20000,1,0,false,0,0,0,0,0
2026-03-28,1000000066,,22500,1,0,false,0,0,0,0,0
2026-03-28,1000000069,,0,0,3,false,0,0,0,0,0
2026-03-28,1000000085,,51000,1,1,false,0,0,0,0,0
2026-03-28,1000000088,,120000,1,0,false,0,0,0,0,0
2026-03-28,1000000092,,76000,1,0,false,0,0,0,0,0
2026-03-28,1000000093,,376000,1,1,false,0,0,0,0,0
2026-03-28,1000000108,,276000,1,0,false,0,0,0,0,0
2026-03-28,1000000110,,340000,1,0,false,0,0,0,0,0
2026-03-28,1000000111,,154000,1,0,false,0,0,0,0,0
2026-03-28,1000000127,,47000,2,0,false,0,0,0,0,0
2026-03-28,1000000142,,0,0,1,false,0,0,0,0,0
2026-03-28,1000000153,,57200,1,1,false,0,0,0,0,0
2026-03-29,1000000042,,22500,1,2,false,0,0,0,0,0
2026-03-29,1000000044,,0,0,1,false,0,0,0,0,0
2026-03-29,1000000062,,41000,1,2,false,0,0,0,0,0
2026-03-29,1000000063,,92000,1,1,false,0,0,0,0,0
2026-03-29,1000000064,,432000,6,3,false,0,0,0,0,0
2026-03-29,1000000066,,22500,1,0,false,0,0,0,0,0
2026-03-29,1000000071,,40000,1,0,false,0,0,0,0,0
2026-03-29,1000000083,,45000,1,0,false,0,0,0,0,0
2026-03-29,1000000084,,54000,1,0,false,0,0,0,0,0
2026-03-29,1000000086,,0,0,1,false,0,0,0,0,0
2026-03-29,1000000090,,26000,1,0,false,0,0,0,0,0
2026-03-29,1000000093,,218200,2,1,false,0,0,0,0,0
2026-03-29,1000000094,,228500,2,1,false,0,0,0,0,0
2026-03-29,1000000108,,680800,2,0,false,0,0,0,0,0
2026-03-29,1000000127,,46000,1,2,false,0,0,0,0,0
2026-03-30,1000000042,,110000,2,1,false,0,0,0,0,0
2026-03-30,1000000043,,22500,1,2,false,0,0,0,0,0
2026-03-30,1000000044,,22500,1,2,false,0,0,0,0,0
2026-03-30,1000000045,,0,0,3,false,0,0,0,0,0
2026-03-30,1000000062,,0,0,1,false,0,0,0,0,0
2026-03-30,1000000063,,93500,2,2,false,0,0,0,0,0
2026-03-30,1000000064,,516500,9,10,false,0,0,0,0,0
2026-03-30,1000000069,,75920,1,1,false,0,0,0,0,0
2026-03-30,1000000070,,20000,1,0,false,0,0,0,0,0
2026-03-30,1000000084,,0,0,1,false,0,0,0,0,0
2026-03-30,1000000085,,51000,1,0,false,0,0,0,0,0
2026-03-30,1000000086,,81000,1,0,false,0,0,0,0,0
2026-03-30,1000000087,,183000,3,0,false,0,0,0,0,0
2026-03-30,1000000088,,120000,1,0,false,0,0,0,0,0
2026-03-30,1000000089,,168000,1,0,false,0,0,0,0,0
2026-03-30,1000000090,,52000,2,0,false,0,0,0,0,0
2026-03-30,1000000093,,1343400,7,2,false,0,0,0,0,0
2026-03-30,1000000094,,297000,1,0,false,0,0,0,0,0
2026-03-30,1000000108,,625600,2,1,false,0,0,0,0,0
2026-03-30,1000000110,,204000,1,0,false,0,0,0,0,0
2026-03-30,1000000111,,723200,5,1,false,0,0,0,0,0
2026-03-30,1000000121,,20000,1,1,false,0,0,0,0,0
2026-03-30,1000000127,,23500,1,1,false,0,0,0,0,0
2026-03-30,1000000142,,0,0,1,false,0,0,0,0,0
2026-03-30,1000000143,,0,0,1,false,0,0,0,0,0
2026-03-30,1000000154,,0,0,1,false,0,0,0,0,0
2026-03-30,1000000156,,87000,2,1,false,0,0,0,0,0
2026-03-31,1000000035,,6000,1,0,false,0,0,0,0,0
2026-03-31,1000000042,,112500,3,0,false,0,0,0,0,0
2026-03-31,1000000043,,45000,2,2,false,0,0,0,0,0
2026-03-31,1000000044,,45000,2,1,false,0,0,0,0,0
2026-03-31,1000000045,,314000,4,4,false,0,0,0,0,0
2026-03-31,1000000062,,400000,2,1,false,0,0,0,0,0
2026-03-31,1000000063,,69500,2,2,false,0,0,0,0,0
2026-03-31,1000000064,,862000,13,9,false,0,0,0,0,0
2026-03-31,1000000066,,0,0,2,false,0,0,0,0,0
2026-03-31,1000000069,,0,0,1,false,0,0,0,0,0
2026-03-31,1000000083,,90000,2,0,false,0,0,0,0,0
2026-03-31,1000000084,,141500,1,1,false,0,0,0,0,0
2026-03-31,1000000085,,54500,1,0,false,0,0,0,0,0
2026-03-31,1000000086,,243000,2,0,false,0,0,0,0,0
2026-03-31,1000000087,,122000,2,2,false,0,0,0,0,0
2026-03-31,1000000088,,116000,1,0,false,0,0,0,0,0
2026-03-31,1000000089,,173000,1,0,false,0,0,0,0,0
2026-03-31,1000000090,,26000,1,1,false,0,0,0,0,0
2026-03-31,1000000091,,0,0,2,false,0,0,0,0,0
2026-03-31,1000000093,,381500,3,2,false,0,0,0,0,0
2026-03-31,1000000094,,231000,1,0,false,0,0,0,0,0
2026-03-31,1000000108,,157500,1,1,false,0,0,0,0,0
2026-03-31,1000000111,,70000,1,0,false,0,0,0,0,0
2026-03-31,1000000127,,187000,7,0,false,0,0,0,0,0
2026-03-31,1000000143,,0,0,2,false,0,0,0,0,0
2026-03-31,1000000156,,58000,1,0,false,0,0,0,0,0
2026-04-01,1000000027,,20000,1,0,false,0,0,0,0,0
2026-04-01,1000000042,,22500,1,0,false,0,0,0,0,0
2026-04-01,1000000043,,22500,1,0,false,0,0,0,0,0
2026-04-01,1000000044,,45000,2,0,false,0,0,0,0,0
2026-04-01,1000000045,,572500,5,1,false,0,0,0,0,0
2026-04-01,1000000062,,82000,2,1,false,0,0,0,0,0
2026-04-01,1000000063,,115500,3,0,false,0,0,0,0,0
2026-04-01,1000000064,,1081000,12,1,false,0,0,0,0,0
2026-04-01,1000000065,,80000,3,0,false,0,0,0,0,0
2026-04-01,1000000066,,90000,2,0,false,0,0,0,0,0
2026-04-01,1000000069,,59340,2,0,false,0,0,0,0,0
2026-04-01,1000000071,,40000,1,0,false,0,0,0,0,0
2026-04-01,1000000085,,51000,1,1,false,0,0,0,0,0
2026-04-01,1000000086,,701000,9,0,false,0,0,0,0,0
2026-04-01,1000000087,,234000,2,1,false,0,0,0,0,0
2026-04-01,1000000088,,240000,2,0,false,0,0,0,0,0
2026-04-01,1000000089,,168000,1,0,false,0,0,0,0,0
2026-04-01,1000000090,,234000,3,2,false,0,0,0,0,0
2026-04-01,1000000091,,0,0,1,false,0,0,0,0,0
2026-04-01,1000000092,,76000,1,0,false,0,0,0,0,0
2026-04-01,1000000093,,1374600,9,4,false,0,0,0,0,0
2026-04-01,1000000094,,785000,2,0,false,0,0,0,0,0
2026-04-01,1000000108,,225000,1,2,false,0,0,0,0,0
2026-04-01,1000000111,,1129600,3,1,false,0,0,0,0,0
2026-04-01,1000000113,,150800,1,0,false,0,0,0,0,0
2026-04-01,1000000121,,38000,1,0,false,0,0,0,0,0
2026-04-01,1000000127,,113500,2,0,false,0,0,0,0,0
2026-04-01,1000000128,,22500,1,0,false,0,0,0,0,0
2026-04-01,1000000143,,0,0,1,false,0,0,0,0,0
2026-04-01,1000000154,,27800,1,0,false,0,0,0,0,0
2026-04-01,1000000156,,87000,2,0,false,0,0,0,0,0
2026-04-02,1000000042,,22500,1,2,false,0,0,0,0,0
2026-04-02,1000000043,,0,0,2,false,0,0,0,0,0
2026-04-02,1000000044,,0,0,1,false,0,0,0,0,0
2026-04-02,1000000045,,60000,2,1,false,0,0,0,0,0
2026-04-02,1000000062,,42000,2,0,false,0,0,0,0,0
2026-04-02,1000000063,,138000,3,0,false,0,0,0,0,0
2026-04-02,1000000064,,649500,8,6,false,0,0,0,0,0
2026-04-02,1000000066,,0,0,1,false,0,0,0,0,0
2026-04-02,1000000069,,0,0,2,false,0,0,0,0,0
2026-04-02,1000000084,,145500,4,0,false,0,0,0,0,0
2026-04-02,1000000085,,161500,2,2,false,0,0,0,0,0
2026-04-02,1000000086,,81000,1,0,false,0,0,0,0,0
2026-04-02,1000000087,,122000,2,1,false,0,0,0,0,0
2026-04-02,1000000088,,467000,4,0,false,0,0,0,0,0
2026-04-02,1000000091,,270000,1,0,false,0,0,0,0,0
2026-04-02,1000000092,,113000,3,0,false,0,0,0,0,0
2026-04-02,1000000108,,67500,1,0,false,0,0,0,0,0
2026-04-02,1000000111,,175000,2,0,false,0,0,0,0,0
2026-04-02,1000000112,,638000,1,0,false,0,0,0,0,0
2026-04-02,1000000127,,69500,2,2,false,0,0,0,0,0
2026-04-02,1000000154,,0,0,1,false,0,0,0,0,0
2026-04-03,1000000028,,60000,2,0,false,0,0,0,0,0
2026-04-03,1000000042,,87500,1,1,false,0,0,0,0,0
2026-04-03,1000000043,,180500,4,1,false,0,0,0,0,0
2026-04-03,1000000044,,45000,2,1,false,0,0,0,0,0
2026-04-03,1000000045,,140000,4,3,false,0,0,0,0,0
2026-04-03,1000000062,,442000,3,1,false,0,0,0,0,0
2026-04-03,1000000063,,69500,2,4,false,0,0,0,0,0
2026-04-03,1000000064,,1025000,11,4,false,0,0,0,0,0
2026-04-03,1000000069,,0,0,1,false,0,0,0,0,0
2026-04-03,1000000070,,0,0,1,false,0,0,0,0,0
2026-04-03,1000000071,,40000,2,0,false,0,0,0,0,0
2026-04-03,1000000083,,45000,1,0,false,0,0,0,0,0
2026-04-03,1000000084,,61000,1,0,false,0,0,0,0,0
2026-04-03,1000000085,,365500,6,1,false,0,0,0,0,0
2026-04-03,1000000086,,77000,1,0,false,0,0,0,0,0
2026-04-03,1000000087,,301000,3,0,false,0,0,0,0,0
2026-04-03,1000000088,,240000,2,0,false,0,0,0,0,0
2026-04-03,1000000089,,173000,1,0,false,0,0,0,0,0
2026-04-03,1000000091,,54000,1,0,false,0,0,0,0,0
2026-04-03,1000000093,,1744000,5,2,false,0,0,0,0,0
2026-04-03,1000000094,,347500,2,0,false,0,0,0,0,0
2026-04-03,1000000108,,508500,3,0,false,0,0,0,0,0
2026-04-03,1000000127,,69500,2,1,false,0,0,0,0,0
2026-04-03,1000000154,,27800,1,0,false,0,0,0,0,0
2026-04-03,1000000156,,87000,3,0,false,0,0,0,0,0
2026-04-04,1000000033,,45000,1,0,false,0,0,0,0,0
2026-04-04,1000000042,,22500,1,1,false,0,0,0,0,0
2026-04-04,1000000043,,0,0,1,false,0,0,0,0,0
2026-04-04,1000000044,,0,0,1,false,0,0,0,0,0
2026-04-04,1000000045,,22500,1,1,false,0,0,0,0,0
2026-04-04,1000000063,,46000,1,1,false,0,0,0,0,0
2026-04-04,1000000064,,205500,4,4,false,0,0,0,0,0
2026-04-04,1000000066,,45000,1,0,false,0,0,0,0,0
2026-04-04,1000000069,,254000,3,0,false,0,0,0,0,0
2026-04-04,1000000083,,50000,1,0,false,0,0,0,0,0
2026-04-04,1000000085,,54500,1,1,false,0,0,0,0,0
2026-04-04,1000000086,,0,0,1,false,0,0,0,0,0
2026-04-04,1000000087,,240000,3,0,false,0,0,0,0,0
2026-04-04,1000000088,,120000,1,0,false,0,0,0,0,0
2026-04-04,1000000091,,0,0,1,false,0,0,0,0,0
2026-04-04,1000000094,,0,0,1,false,0,0,0,0,0
2026-04-04,1000000108,,315000,1,0,false,0,0,0,0,0
2026-04-04,1000000112,,116000,1,0,false,0,0,0,0,0
2026-04-04,1000000127,,46000,1,1,false,0,0,0,0,0
2026-04-04,1000000128,,0,0,1,false,0,0,0,0,0
2026-04-04,1000000154,,27800,1,0,false,0,0,0,0,0
2026-04-05,1000000042,,0,0,3,true,188,0.07668865338053574,0.49650854127257493,0,0
2026-04-05,1000000043,,0,0,3,true,194,0.07727193198691498,0.18849612581230568,0,0
2026-04-05,1000000044,,0,0,3,true,141,0.05234607165579076,0.15060284885945555,0,0
2026-04-05,1000000045,,0,0,3,true,312,0.21772828170156652,0.19838674482444682,0,0
2026-04-05,1000000062,,0,0,2,true,240,0.10238234417495859,0.025154719989514778,0,0
2026-04-05,1000000063,,332500,4,4,true,296,0.15124948078703063,0.1459871788189511,0,0
2026-04-05,1000000064,,148000,3,9,true,1655,1,0.11482761419488655,0,0
2026-04-05,1000000066,,0,0,1,true,86,0.022889862631939387,0.0803288493819056,0,0
2026-04-05,1000000070,,77000,1,0,true,23,0.0018989881579461981,0.04336311004482376,0,0
2026-04-05,1000000084,,0,0,1,true,147,0.0685809717805855,0.02634895937546153,0,0
2026-04-05,1000000085,,596000,2,1,true,315,0.16696590656969434,0.20740370571239916,0,0
2026-04-05,1000000086,,162000,2,0,true,199,0.100525937373643,0.5492608909456661,0,0
2026-04-05,1000000087,,61000,1,2,true,457,0.2470207911099425,0.17142307189037947,0,0
2026-04-05,1000000088,,255000,2,1,true,350,0.2132909840131832,0.2910950908039243,0,0
2026-04-05,1000000090,,91000,1,0,true,128,0.055892358602135664,0.004650832605335015,0,0
2026-04-05,1000000091,,26500,1,0,true,179,0.17287487688949071,0.16714322297740364,0,0
2026-04-05,1000000092,,37000,1,0,true,154,0.07308551773390348,0.12923170536736317,0,0
2026-04-05,1000000093,,681500,2,0,true,697,0.6187229896434655,0.19240572839236536,0,0
2026-04-05,1000000111,,0,0,1,true,337,0.30903555801438143,0.22547911922009836,0,0
2026-04-05,1000000121,,0,0,1,true,183,0.05993609312461938,0.10741475350146615,0,0
2026-04-05,1000000127,,126500,2,3,true,245,0.09944218325097523,0.03580770264791278,0,0
2026-04-05,1000000156,,29000,1,0,true,68,0.008974116324695837,0.10447912031285295,0,0
2026-04-06,1000000028,,744000,1,0,true,14,0.0006942440914142006,0.014191109250605101,0.015214510743606895,0.08415078818779867
2026-04-06,1000000033,,0,0,1,true,46,0.00742633125536641,0.06787423160687867,0.06574965208350997,0
2026-04-06,1000000042,,0,0,1,true,188,0.07632876274664893,0.48889125283112866,0.3935904810416066,0.13923437139460854
2026-04-06,1000000043,,0,0,2,true,194,0.07690868679029218,0.18305639730414305,0.3446964091852257,0.3419395530794667
2026-04-06,1000000044,,25000,1,0,true,142,0.0524435917678477,0.14456767707597667,0.22739311330083953,0.35201779001405076
2026-04-06,1000000045,,0,0,2,true,311,0.21622292169405913,0.1937002615822669,0.4137526354004412,0.49306312862271867
2026-04-06,1000000063,,155000,1,0,true,297,0.1511098176712658,0.14082039399662422,0.17767638783249476,0.22828437971635004
2026-04-06,1000000064,,1169500,9,13,true,1660,1,0.1104387966065445,1,0.17419678714859438
2026-04-06,1000000066,,0,0,1,true,86,0.022783789196818508,0.07801067371581386,0.03429015077713736,0.2730373580053484
2026-04-06,1000000069,,0,0,2,true,103,0.03423683651385458,0.03624599631519141,0.02889630862354472,0.20613040571121868
2026-04-06,1000000070,,0,0,1,true,23,0.0018903363707075149,0.04211171272884761,0.008440038922683421,0.0895204962411981
2026-04-06,1000000084,,30000,1,0,true,148,0.06858121526947349,0.02448822513897196,0.15220343029354108,0.03703364696632001
2026-04-06,1000000085,,117500,2,0,true,316,0.16666201167645037,0.20037242056919496,0.21029300166262013,0.1745793540258106
2026-04-06,1000000086,,170500,2,2,true,199,0.10027560688375299,0.5566544318890125,0.21270246686747105,0.23746719302484
2026-04-06,1000000087,,616000,7,3,true,463,0.24955999645750673,0.16667062193503362,0.3830055363765513,0.3136552268177844
2026-04-06,1000000088,,262000,2,0,true,352,0.2135503482633896,0.2804368612789878,0.36505147438025315,0.08065318792792842
