priority_rank,priority,entity_type,entity_id,label,reason,suggested_check,evidence,rule_source
1,medium,product,1000000064,2색 이티 복귀/반복 루프 점검,"왜: 반복 구매율 중심으로만 신호가 올라오면 익숙한 재구매 흐름인지, 특정 상황에만 반복된 구매인지 먼저 구분해야 합니다.","다음 확인: 반복 구매가 몰린 기간, 함께 팔린 상품, 프로모션 영향 여부를 순서대로 확인하세요.",근거: 재방문율=0; 반복 연결 비중=0; 반복 구매율=1; 함께 확인할 전환 상품=2색 이티,product_return_loop_summary.return_loop_rate + product_return_loop_summary.simple_repeat_rate + product_transition_summary.transition_rate
