date,product_id,product_name_latest,first_customer_cnt,revenue_90d,entry_gravity_primary_type,entry_gravity_score,expansion_gravity_primary_type,expansion_gravity_score
2026-04-13,1000000064,2색 이티,1664,251179220,Broad,1,None,2.8365384615384615E-1
2026-04-13,1000000065,흰인절미,50,10244100,None,1.5807807132865007E-2,None,1.6141192446301467E-1
2026-04-13,1000000066,쑥인절미,86,14755620,None,2.9155244463592533E-2,None,1.8589080670821934E-1
2026-04-13,1000000069,설기세트,102,21136700,None,4.1313087231112225E-2,None,1.426440304896526E-1
2026-04-13,1000000070,마스코바도 쑥설기,23,3642420,None,4.26737045454409E-3,None,1.1446236180934113E-1
2026-04-13,1000000071,마스코바도 호박설기,36,5911840,None,8.557793502594717E-3,None,1.3252720901855186E-1
2026-04-13,1000000072,마스코바도 흑임자설기,13,1470500,None,1.3080857230110864E-3,None,7.500957133983406E-2
2026-04-13,1000000074,경기 콩약과(10ea),2,334000,None,0,None,0
2026-04-13,1000000083,백설기,78,19991380,None,3.3805859932201414E-2,None,2.3890236299451814E-1
2026-04-13,1000000084,십리향 1단 (1호 2호 3호),148,40791100,None,8.152372407225685E-2,None,1.4198067028407965E-1
2026-04-13,1000000085,십리향 2단 (1호 2호 3호),319,70944000,Broad,1.8119256915362408E-1,None,3.0115931166095095E-1
2026-04-13,1000000086,십리향 3단,201,51273020,Qualified,1.1307689896959075E-1,Deep,6.575760598713032E-1
2026-04-13,1000000087,백리향 1단 (1호 2호 3호),454,87493820,Broad,2.5212921985432696E-1,None,2.9057319547050936E-1
2026-04-13,1000000088,백리향 2단 (1호 2호),355,91082700,Broad,2.2828853538363708E-1,None,3.6622433910517743E-1
2026-04-13,1000000089,백리향 3단,50,19265920,Qualified,2.548329252876534E-2,Deep,4.4836645684170745E-1
2026-04-13,1000000090,일리향 1단 (1호 2호 3호),128,33415820,None,6.51494751677948E-2,None,1.2090483125531913E-1
2026-04-13,1000000091,일리향 2단 (1호 2호 3호),182,106292980,None,1.930643599047456E-1,None,2.645137906098793E-1
2026-04-13,1000000092,일리향 3단,153,40275160,None,8.219358515628651E-2,None,2.1997301436781186E-1
2026-04-13,1000000093,매화 2송이 1호,710,240656640,Broad,6.448761118347881E-1,None,3.1201015934583237E-1
2026-04-13,1000000094,매화 3송이 1호,187,90111640,None,1.6977366596877083E-1,None,2.731363126252373E-1
2026-04-13,1000000108,매화 2송이 2호,249,119179700,Broad,2.4057719719853177E-1,None,3.0358500774416686E-1
2026-04-13,1000000110,매화 3송이 2호,71,37480400,None,5.303864264456867E-2,None,1.8417474806960346E-1
2026-04-13,1000000111,매화 3송이 3호,340,149814900,Broad,3.287561598642283E-1,None,3.128416439690303E-1
2026-04-13,1000000112,매화 5송이 2호,94,53045100,None,8.104923329574712E-2,None,1.8614752744219612E-1
2026-04-13,1000000113,매화 5송이 3호,104,56522200,None,8.943050074704137E-2,None,2.1640266852060036E-1
2026-04-13,1000000121,깨송편 1kg,184,25888100,None,6.844114040932509E-2,None,2.127003620143747E-1
2026-04-13,1000000127,흑임자이티,248,41607480,Broad,1.1043895751559464E-1,None,1.7482445425637402E-1
2026-04-13,1000000128,흑임자인절미,61,12027760,None,2.0211121924056268E-2,None,1.4142534696499132E-1
2026-04-13,1000000142,경기 미숫가루,37,8742840,None,1.1466144237343703E-2,None,1.52033179908946E-1
2026-04-13,1000000143,"경기참기름, 경기들기름",26,9283420,None,9.451837179352347E-3,None,1.337380345471478E-1
2026-04-13,1000000153,유밀상,55,3817000,None,9.766693998636666E-3,None,1.3473957827559696E-1
2026-04-13,1000000154,화연상,38,3530600,None,6.6205382665616E-3,None,1.2818295535585533E-1
2026-04-13,1000000156,기원상,70,4913400,None,1.3679492540126174E-2,None,2.0029014430315084E-1
2026-04-14,1000000027,마스코바도 설기,16,3347920,None,2.898394006589361E-3,None,1.3997198414551673E-1
2026-04-14,1000000028,마스코바도 딸기설기,15,3335840,None,2.7257881313934623E-3,None,7.204263353952198E-2
2026-04-14,1000000033,가래떡,47,6851500,None,1.1571129705666846E-2,None,1.5232777037974563E-1
2026-04-14,1000000035,떡국떡 500g,77,21966100,None,3.591615282805741E-2,None,2.1852177011191645E-1
2026-04-14,1000000042,약식,191,36555720,None,8.679805076690646E-2,None,3.303259601788529E-1
2026-04-14,1000000043,모듬영양찰떡,198,36480080,None,8.854236644496839E-2,None,2.9403897660387274E-1
2026-04-14,1000000044,고구마찰떡,142,27659040,None,6.046091420108204E-2,None,2.3715929721873863E-1
2026-04-14,1000000045,완두시루떡,312,100868540,Broad,2.3128975312162864E-1,None,3.029112144842546E-1
2026-04-14,1000000062,흰이티,239,44054400,Broad,1.1186720335472729E-1,None,1.5978734479691306E-1
2026-04-14,1000000063,쑥이티,298,64738180,Broad,1.6375868172194993E-1,None,2.5919061713006486E-1
2026-04-14,1000000064,2색 이티,1666,251662800,Broad,1,None,2.9020408163265304E-1
2026-04-14,1000000065,흰인절미,50,10244100,None,1.5778135812494005E-2,None,1.646088904829984E-1
2026-04-14,1000000066,쑥인절미,87,14887620,None,2.9497138894327056E-2,None,2.005649401626626E-1
2026-04-14,1000000069,설기세트,101,21063780,None,4.0890468063657405E-2,None,1.4650423993965167E-1
2026-04-14,1000000070,마스코바도 쑥설기,23,3642420,None,4.25955094530585E-3,None,1.167294327366529E-1
2026-04-14,1000000071,마스코바도 호박설기,36,5911840,None,8.542055246860423E-3,None,1.3515207694801315E-1
2026-04-14,1000000072,마스코바도 흑임자설기,13,1470500,None,1.3057864781842968E-3,None,7.649523016922209E-2
2026-04-14,1000000074,경기 콩약과(10ea),2,334000,None,0,None,0
2026-04-14,1000000083,백설기,78,19991380,None,3.3741241823014044E-2,None,2.436341245364747E-1
2026-04-14,1000000084,십리향 1단 (1호 2호 3호),148,40791100,None,8.13670912181502E-2,None,1.4479277589463335E-1
2026-04-14,1000000085,십리향 2단 (1호 2호 3호),322,71197000,Broad,1.821927334616659E-1,None,3.0956106269154887E-1
2026-04-14,1000000086,십리향 3단,201,51273020,Qualified,1.1286092708521062E-1,Deep,6.652716445650412E-1
2026-04-14,1000000087,백리향 1단 (1호 2호 3호),456,87686820,Broad,2.5262726261269E-1,None,2.988440238719769E-1
2026-04-14,1000000088,백리향 2단 (1호 2호),355,91082700,Broad,2.2785237626261834E-1,None,3.734778723971277E-1
2026-04-14,1000000089,백리향 3단,51,19509920,Qualified,2.597889401638057E-2,Deep,4.513536921442444E-1
2026-04-14,1000000090,일리향 1단 (1호 2호 3호),129,33471820,None,6.53813792696875E-2,None,1.225948747169272E-1
2026-04-14,1000000091,일리향 2단 (1호 2호 3호),182,106673480,None,1.9326747289287283E-1,None,2.6975281866316686E-1
2026-04-14,1000000092,일리향 3단,153,40275160,None,8.203621143731472E-2,None,2.2432985637057495E-1
2026-04-14,1000000093,매화 2송이 1호,710,240919140,Broad,6.441617003131089E-1,None,3.1818991267345526E-1
2026-04-14,1000000094,매화 3송이 1호,188,90257640,None,1.7003917318185138E-1,None,2.7741971268446874E-1
2026-04-14,1000000108,매화 2송이 2호,247,118742900,Broad,2.3859846423040065E-1,None,3.1153795396935985E-1
2026-04-14,1000000110,매화 3송이 2호,72,38125400,None,5.406135032156541E-2,None,1.8601777526382698E-1
2026-04-14,1000000111,매화 3송이 3호,340,149814900,Broad,3.281052755312803E-1,None,3.19037865894592E-1
2026-04-14,1000000112,매화 5송이 2호,95,53401600,None,8.17303107899036E-2,None,1.884054002065275E-1
2026-04-14,1000000113,매화 5송이 3호,104,56522200,None,8.925144630801836E-2,None,2.2068879533679284E-1
2026-04-14,1000000121,깨송편 1kg,184,25888100,None,6.831710840999465E-2,None,2.1691315999730196E-1
2026-04-14,1000000127,흑임자이티,248,41718480,Broad,1.1042068967132036E-1,None,1.782870722852415E-1
2026-04-14,1000000128,흑임자인절미,61,12027760,None,2.01733179032635E-2,None,1.4422645369930254E-1
2026-04-14,1000000142,경기 미숫가루,37,8742840,None,1.1444352252741563E-2,None,1.5504438810620863E-1
2026-04-14,1000000143,"경기참기름, 경기들기름",26,9283420,None,9.433308450255098E-3,None,1.3638688439791957E-1
2026-04-14,1000000153,유밀상,55,3817000,None,9.750315133076613E-3,None,1.374082649586104E-1
2026-04-14,1000000154,화연상,38,3530600,None,6.6090837993777254E-3,None,1.307217798818442E-1
2026-04-14,1000000156,기원상,70,4913400,None,1.3656494285057181E-2,None,2.0425714232764647E-1
2026-04-15,1000000027,마스코바도 설기,16,3347920,None,2.383110063879648E-3,None,1.213501110261308E-1
2026-04-15,1000000028,마스코바도 딸기설기,15,3335840,None,2.221352943166695E-3,None,6.200834614633972E-2
2026-04-15,1000000033,가래떡,47,6851500,None,1.0611497896201168E-2,None,1.41892082340233E-1
2026-04-15,1000000035,떡국떡 500g,77,21966100,None,3.401567502978063E-2,None,2.0706288636117082E-1
2026-04-15,1000000042,약식,189,36395720,None,8.351105563985707E-2,None,3.2207825642234716E-1
2026-04-15,1000000043,모듬영양찰떡,199,36541080,None,8.640555921929984E-2,None,2.835781298984107E-1
2026-04-15,1000000044,고구마찰떡,143,27736040,None,5.8654292822823306E-2,None,2.269830281664695E-1
2026-04-15,1000000045,완두시루떡,310,100660040,Broad,2.2595636571909433E-1,None,2.920951559850533E-1
2026-04-15,1000000062,흰이티,239,44036900,Broad,1.0911510311041397E-1,None,1.5516944483674266E-1
2026-04-15,1000000063,쑥이티,296,64547180,Broad,1.5956643044428695E-1,None,2.53855513397818E-1
2026-04-15,1000000064,2색 이티,1666,251681300,Broad,1,None,2.878893930453537E-1
2026-04-15,1000000065,흰인절미,49,10169100,None,1.4305218709502509E-2,None,1.5562847933474258E-1
2026-04-15,1000000066,쑥인절미,89,15080120,None,2.8654653077628423E-2,None,1.877746393049786E-1
2026-04-15,1000000069,설기세트,102,21286280,None,3.9563043906865214E-2,None,1.3889073197645393E-1
2026-04-15,1000000070,마스코바도 쑥설기,23,3642420,None,3.6601034209708993E-3,None,1.0453646707827743E-1
2026-04-15,1000000071,마스코바도 호박설기,37,6075340,None,8.02432633269281E-3,None,1.2247212983827517E-1
2026-04-15,1000000072,마스코바도 흑임자설기,13,1470500,None,9.821699486807331E-4,None,6.465639785552237E-2
2026-04-15,1000000074,경기 콩약과(10ea),3,497500,None,0,None,0
2026-04-15,1000000083,백설기,78,19991380,None,3.1947880013895404E-2,None,2.309454747440643E-1
2026-04-15,1000000084,십리향 1단 (1호 2호 3호),147,40786100,None,7.833787319916585E-2,None,1.4832991264092904E-1
2026-04-15,1000000085,십리향 2단 (1호 2호 3호),324,71414000,Broad,1.797705385291385E-1,None,3.050665842564929E-1
2026-04-15,1000000086,십리향 3단,199,50866020,Qualified,1.0859557083389447E-1,Deep,6.484926226359005E-1
2026-04-15,1000000087,백리향 1단 (1호 2호 3호),457,87585820,Broad,2.492900855229441E-1,None,2.88834357900877E-1
2026-04-15,1000000088,백리향 2단 (1호 2호),355,91094700,Broad,2.2402293289998165E-1,None,3.647879443514347E-1
2026-04-15,1000000089,백리향 3단,51,19509920,Qualified,2.4218857363453156E-2,Deep,4.2315460070882277E-1
2026-04-15,1000000090,일리향 1단 (1호 2호 3호),127,31302820,None,5.941025520859882E-2,None,1.0985730616477508E-1
2026-04-15,1000000091,일리향 2단 (1호 2호 3호),181,105956480,None,1.8651799247353665E-1,None,2.6180763299251303E-1
2026-04-15,1000000092,일리향 3단,151,40157160,None,7.859067549493239E-2,None,2.1820066034905042E-1
2026-04-15,1000000093,매화 2송이 1호,712,241099740,Broad,6.403358581838622E-1,None,3.1015341319701634E-1
2026-04-15,1000000094,매화 3송이 1호,186,89334840,None,1.6330323120911786E-1,None,2.7044750638167625E-1
2026-04-15,1000000108,매화 2송이 2호,246,117362300,Broad,2.3074495645549203E-1,None,2.9800252984736747E-1
2026-04-15,1000000110,매화 3송이 2호,73,38366900,None,5.18961745787624E-2,None,1.7431213037549637E-1
2026-04-15,1000000111,매화 3송이 3호,340,149970400,Broad,3.2285588519888264E-1,None,3.114329857505532E-1
2026-04-15,1000000112,매화 5송이 2호,93,51001600,None,7.446309986276156E-2,None,1.7082007383210895E-1
2026-04-15,1000000113,매화 5송이 3호,104,56522200,None,8.5649622743859E-2,None,2.1080954414298414E-1
2026-04-15,1000000121,깨송편 1kg,184,25888100,None,6.621741073762628E-2,None,2.0970967027447518E-1
2026-04-15,1000000127,흑임자이티,248,41709980,Broad,1.0777225098205781E-1,None,1.732358732046239E-1
2026-04-15,1000000128,흑임자인절미,62,12191260,None,1.9250614707928715E-2,None,1.3425126725536896E-1
2026-04-15,1000000142,경기 미숫가루,37,8742840,None,1.0402257814928342E-2,None,1.428841514779877E-1
2026-04-15,1000000143,"경기참기름, 경기들기름",26,9283420,None,8.394409003102852E-3,None,1.2319183978007998E-1
2026-04-15,1000000153,유밀상,55,3817000,None,8.940559354122362E-3,None,1.2877515376850082E-1
2026-04-15,1000000154,화연상,38,3530600,None,5.913038319024134E-3,None,1.2062508040489904E-1
2026-04-15,1000000156,기원상,71,4946400,None,1.2928493421821135E-2,None,1.9119623981577225E-1
2026-04-16,1000000027,마스코바도 설기,16,3347920,None,2.382582261594083E-3,None,1.146918369766749E-1
2026-04-16,1000000028,마스코바도 딸기설기,15,3335840,None,2.220813351325347E-3,None,5.860605373387586E-2
2026-04-16,1000000033,가래떡,47,6851500,None,1.061052248797964E-2,None,1.3410670528799618E-1
2026-04-16,1000000035,떡국떡 500g,77,21966100,None,3.400553793692774E-2,None,1.9570169821551564E-1
2026-04-16,1000000042,약식,190,36502720,None,8.392722128379651E-2,None,3.0321594866167834E-1
2026-04-16,1000000043,모듬영양찰떡,197,36361080,None,8.557973885889683E-2,None,2.7004412802472116E-1
2026-04-16,1000000044,고구마찰떡,144,28047040,None,5.934177411710721E-2,None,2.2135606388146356E-1
2026-04-16,1000000045,완두시루떡,307,95509320,Broad,2.160058766441813E-1,None,2.736592347716338E-1
2026-04-16,1000000062,흰이티,239,44036900,Broad,1.0909659966583113E-1,None,1.4665556150290304E-1
2026-04-16,1000000063,쑥이티,296,64547180,Broad,1.5953127090625238E-1,None,2.3992689344950965E-1
2026-04-16,1000000064,2색 이티,1665,251868380,Broad,1,None,2.74527027027027E-1
2026-04-16,1000000065,흰인절미,49,10169100,None,1.4302228924289848E-2,None,1.4708940955929206E-1
2026-04-16,1000000066,쑥인절미,89,15080120,None,2.8650545706756535E-2,None,1.7747176444595966E-1
2026-04-16,1000000069,설기세트,101,20395760,None,3.8165485077987255E-2,None,1.321715843527857E-1
2026-04-16,1000000070,마스코바도 쑥설기,23,3642420,None,3.6596680148156613E-3,None,9.880072905477276E-2
2026-04-16,1000000071,마스코바도 호박설기,37,6075340,None,8.02325940445786E-3,None,1.1575229252631601E-1
2026-04-16,1000000072,마스코바도 흑임자설기,13,1470500,None,9.822080963824145E-4,None,6.1108811352861336E-2
2026-04-16,1000000074,경기 콩약과(10ea),3,497500,None,0,None,0
2026-04-16,1000000083,백설기,78,19991380,None,3.1939286721391395E-2,None,2.182738896229221E-1
2026-04-16,1000000084,십리향 1단 (1호 2호 3호),149,40921600,None,7.908994910945713E-2,None,1.3882368434189918E-1
2026-04-16,1000000085,십리향 2단 (1호 2호 3호),322,71294000,Broad,1.7891912558679887E-1,None,2.8971171482145364E-1
2026-04-16,1000000086,십리향 3단,198,50736020,Qualified,1.0807070657300757E-1,Deep,6.282207391259822E-1
2026-04-16,1000000087,백리향 1단 (1호 2호 3호),457,87529820,Broad,2.4913979669006805E-1,None,2.729865082900221E-1
2026-04-16,1000000088,백리향 2단 (1호 2호),355,91094700,Broad,2.2396327632471702E-1,None,3.447726507279578E-1
2026-04-16,1000000089,백리향 3단,51,19596500,Qualified,2.4297726192771967E-2,Deep,4.2523170384381437E-1
2026-04-16,1000000090,일리향 1단 (1호 2호 3호),127,31302820,None,5.9395011861444996E-2,None,1.0382962275686666E-1
2026-04-16,1000000091,일리향 2단 (1호 2호 3호),181,105824980,None,1.8623553033812165E-1,None,2.4075505340450912E-1
2026-04-16,1000000092,일리향 3단,149,39943160,None,7.768666104452455E-2,None,2.0052309960496545E-1
2026-04-16,1000000093,매화 2송이 1호,713,241095240,Broad,6.404909045431092E-1,None,2.928038463379299E-1
2026-04-16,1000000094,매화 3송이 1호,186,89334840,None,1.6323569008189154E-1,None,2.5560851201855267E-1
2026-04-16,1000000108,매화 2송이 2호,246,117362300,Broad,2.3064993853974086E-1,None,2.816516382463893E-1
2026-04-16,1000000110,매화 3송이 2호,73,37882900,None,5.1314843966081033E-2,None,1.5207500350867484E-1
2026-04-16,1000000111,매화 3송이 3호,338,149561400,Broad,3.2122822395511874E-1,None,2.9569509539286365E-1
2026-04-16,1000000112,매화 5송이 2호,94,51416100,None,7.532576776493674E-2,None,1.7094970425823242E-1
2026-04-16,1000000113,매화 5송이 3호,104,56522200,None,8.56121052670197E-2,None,1.9924278326179626E-1
2026-04-16,1000000121,깨송편 1kg,184,25888100,None,6.621195723256602E-2,None,1.9820325760042476E-1
2026-04-16,1000000127,흑임자이티,247,41626480,Broad,1.0735106740784087E-1,None,1.6423345773531278E-1
2026-04-16,1000000128,흑임자인절미,62,12191260,None,1.924693311065645E-2,None,1.2688512872187796E-1
2026-04-16,1000000142,경기 미숫가루,36,8708840,None,1.0157772273966054E-2,None,1.3715143487676382E-1
2026-04-16,1000000143,"경기참기름, 경기들기름",26,9283420,None,8.391353584315283E-3,None,1.1643251320858795E-1
2026-04-16,1000000153,유밀상,55,3817000,None,8.942160868564265E-3,None,1.217094802614789E-1
2026-04-16,1000000154,화연상,38,3530600,None,5.913502457302412E-3,None,1.1400658755160017E-1
2026-04-16,1000000156,기원상,71,4946400,None,1.2930705893851355E-2,None,1.807056275604215E-1
2026-04-17,1000000027,마스코바도 설기,16,3347920,None,2.380756160940036E-3,None,1.1991532440795433E-1
2026-04-17,1000000028,마스코바도 딸기설기,15,3335840,None,2.21914530718848E-3,None,6.127518863610996E-2
2026-04-17,1000000033,가래떡,47,6851500,None,1.0601445105850637E-2,None,1.4021441711812932E-1
2026-04-17,1000000035,떡국떡 500g,77,21966100,None,3.398127027834306E-2,None,2.0461467221484814E-1
2026-04-17,1000000042,약식,190,36444220,None,8.377120945419075E-2,None,3.1702551644390736E-1
2026-04-17,1000000043,모듬영양찰떡,197,36361080,None,8.551113915880094E-2,None,2.823429292804271E-1
2026-04-17,1000000044,고구마찰떡,145,28572040,None,6.0298719413308E-2,None,2.3028127777611976E-1
2026-04-17,1000000045,완두시루떡,308,95921320,Broad,2.168971888866139E-1,None,2.854065326738599E-1
2026-04-17,1000000062,흰이티,240,44218900,Broad,1.0957814399186157E-1,None,1.5285096961675335E-1
2026-04-17,1000000063,쑥이티,298,64895180,Broad,1.6059487726998237E-1,None,2.4955869445738535E-1
2026-04-17,1000000064,2색 이티,1667,251937800,Broad,1,None,2.855428914217157E-1
2026-04-17,1000000065,흰인절미,48,10122100,None,1.4030424817118579E-2,None,1.5573658188020836E-1
2026-04-17,1000000066,쑥인절미,89,15080120,None,2.8627049125610402E-2,None,1.855544803168284E-1
2026-04-17,1000000069,설기세트,101,20395760,None,3.813563956943603E-2,None,1.3819116366931083E-1
2026-04-17,1000000070,마스코바도 쑥설기,23,3642420,None,3.6566054834815194E-3,None,1.033004770754083E-1
2026-04-17,1000000071,마스코바도 호박설기,37,6075340,None,8.016623546119293E-3,None,1.2102407699756794E-1
2026-04-17,1000000072,마스코바도 흑임자설기,13,1470500,None,9.812800377686432E-4,None,6.38919310277778E-2
2026-04-17,1000000074,경기 콩약과(10ea),3,497500,None,0,None,0
2026-04-17,1000000083,백설기,78,19991380,None,3.191585565055855E-2,None,2.2821488410933596E-1
2026-04-17,1000000084,십리향 1단 (1호 2호 3호),149,40921600,None,7.90328455793274E-2,None,1.45146224720002E-1
2026-04-17,1000000085,십리향 2단 (1호 2호 3호),322,70654500,Broad,1.7767167166531056E-1,None,3.0290625020388057E-1
2026-04-17,1000000086,십리향 3단,198,50753020,Qualified,1.0801751929632769E-1,Deep,6.449807643527031E-1
2026-04-17,1000000087,백리향 1단 (1호 2호 3호),457,87789820,Broad,2.4942949771632722E-1,None,2.854193163481211E-1
2026-04-17,1000000088,백리향 2단 (1호 2호),351,90029200,Broad,2.2063468690530724E-1,None,3.5520772261517614E-1
2026-04-17,1000000089,백리향 3단,50,19334500,Qualified,2.3732599030289143E-2,Deep,4.219285417150013E-1
2026-04-17,1000000090,일리향 1단 (1호 2호 3호),127,31302820,None,5.9350931128711655E-2,None,1.0855840506397434E-1
2026-04-17,1000000091,일리향 2단 (1호 2호 3호),181,105824980,None,1.8612198713834435E-1,None,2.517199226456498E-1
2026-04-17,1000000092,일리향 3단,149,39943160,None,7.763022585924095E-2,None,2.0965565792889174E-1
2026-04-17,1000000093,매화 2송이 1호,715,241404840,Broad,6.414447038093866E-1,None,3.054475824160486E-1
2026-04-17,1000000094,매화 3송이 1호,186,89553840,None,1.6346522356178483E-1,None,2.74102422882426E-1
2026-04-17,1000000108,매화 2송이 2호,246,117362300,Broad,2.3050339772696657E-1,None,2.9447908814309354E-1
2026-04-17,1000000110,매화 3송이 2호,73,37882900,None,5.128293166554521E-2,None,1.5900105762358877E-1
2026-04-17,1000000111,매화 3송이 3호,337,149360400,Broad,3.202776247885428E-1,None,3.098732018274298E-1
2026-04-17,1000000112,매화 5송이 2호,95,51828100,None,7.617271941529935E-2,None,1.7743859502390272E-1
2026-04-17,1000000113,매화 5송이 3호,102,56242200,None,8.44370914932465E-2,None,2.1115162047527974E-1
2026-04-17,1000000121,깨송편 1kg,184,25888100,None,6.61548816374042E-2,None,2.0723016180045964E-1
2026-04-17,1000000127,흑임자이티,245,41239400,Broad,1.0609358246610372E-1,None,1.6720195283608846E-1
2026-04-17,1000000128,흑임자인절미,62,12191260,None,1.9231783652267194E-2,None,1.326639434358649E-1
2026-04-17,1000000142,경기 미숫가루,36,8708840,None,1.0150238920340983E-2,None,1.4339781487333159E-1
2026-04-17,1000000143,"경기참기름, 경기들기름",26,9283420,None,8.385746418271991E-3,None,1.2173527742764062E-1
2026-04-17,1000000153,유밀상,55,3817000,None,8.932844741842067E-3,None,1.272525769383826E-1
2026-04-17,1000000154,화연상,38,3530600,None,5.907750680878873E-3,None,1.1919886620766487E-1
2026-04-17,1000000156,기원상,71,4946400,None,1.2917304950865334E-2,None,1.889356254330276E-1
2026-04-18,1000000027,마스코바도 설기,17,3457920,None,2.602149189876151E-3,None,1.1500782761547278E-1
2026-04-18,1000000028,마스코바도 딸기설기,15,3335840,None,2.22072661125578E-3,None,6.0067608117438574E-2
2026-04-18,1000000033,가래떡,47,6851500,None,1.0611362666699951E-2,None,1.3745114209087086E-1
2026-04-18,1000000035,떡국떡 500g,77,21966100,None,3.4002723803650166E-2,None,2.0058222943497608E-1
2026-04-18,1000000042,약식,190,36365220,None,8.371760449847966E-2,None,3.107777374308895E-1
2026-04-18,1000000043,모듬영양찰떡,197,36361080,None,8.558124412365992E-2,None,2.767786572059919E-1
2026-04-18,1000000044,고구마찰떡,145,28572040,None,6.034633864753185E-2,None,2.2574301047663212E-1
2026-04-18,1000000045,완두시루떡,308,95895320,Broad,2.1698329534344438E-1,None,2.797818846486167E-1
2026-04-18,1000000062,흰이티,239,44275400,Broad,1.0948485511930994E-1,None,1.50312949522266E-1
2026-04-18,1000000063,쑥이티,297,64760180,Broad,1.601876252684964E-1,None,2.4527361149215196E-1
2026-04-18,1000000064,2색 이티,1664,251982800,Broad,1,None,2.8151442307692304E-1
2026-04-18,1000000065,흰인절미,48,10122100,None,1.4041021479702027E-2,None,1.5266740385711236E-1
2026-04-18,1000000066,쑥인절미,90,15190120,None,2.9014059193868312E-2,None,1.8051496128089686E-1
2026-04-18,1000000069,설기세트,101,20395760,None,3.8165304343330805E-2,None,1.3546776190076454E-1
2026-04-18,1000000070,마스코바도 쑥설기,23,3642420,None,3.659877245882678E-3,None,1.0126468336408205E-1
2026-04-18,1000000071,마스코바도 호박설기,37,6075340,None,8.023637265913586E-3,None,1.1863899551637731E-1
2026-04-18,1000000074,경기 콩약과(10ea),3,497500,None,0,None,0
2026-04-18,1000000083,백설기,77,19856380,None,3.15237574010326E-2,None,2.2565500811434805E-1
2026-04-18,1000000084,십리향 1단 (1호 2호 3호),149,40921600,None,7.908415336069927E-2,None,1.4228575611546665E-1
2026-04-18,1000000085,십리향 2단 (1호 2호 3호),321,70541000,Broad,1.7730594305752997E-1,None,2.976514402094702E-1
2026-04-18,1000000086,십리향 3단,199,50857020,Qualified,1.0854651565563585E-1,Deep,6.36366335238421E-1
2026-04-18,1000000087,백리향 1단 (1호 2호 3호),455,87513820,Broad,2.485038201962452E-1,None,2.7738213868511025E-1
2026-04-18,1000000088,백리향 2단 (1호 2호),351,90029200,Broad,2.2078432138792561E-1,None,3.4820746793690766E-1
2026-04-18,1000000089,백리향 3단,49,19136500,Qualified,2.3261506705951566E-2,Deep,4.1877115875706206E-1
2026-04-18,1000000090,일리향 1단 (1호 2호 3호),128,31681320,None,6.018415133321831E-2,None,1.0582468416780161E-1
2026-04-18,1000000091,일리향 2단 (1호 2호 3호),181,105824980,None,1.8619799266191264E-1,None,2.4675915334384432E-1
2026-04-18,1000000092,일리향 3단,148,39907160,None,7.734203607961962E-2,None,2.0653067239955608E-1
2026-04-18,1000000093,매화 2송이 1호,717,242250340,Broad,6.443090477930735E-1,None,2.9875331266377814E-1
2026-04-18,1000000094,매화 3송이 1호,185,88699240,None,1.6186108788756395E-1,None,2.562874214007564E-1
2026-04-18,1000000108,매화 2송이 2호,245,117189300,Broad,2.2993695553342763E-1,None,2.895687172126886E-1
2026-04-18,1000000110,매화 3송이 2호,73,37882900,None,5.13052170772004E-2,None,1.55867544958705E-1
2026-04-18,1000000111,매화 3송이 3호,338,149395400,Broad,3.208852359596403E-1,None,3.0306932442442236E-1
2026-04-18,1000000112,매화 5송이 2호,96,52035400,None,7.684220613299411E-2,None,1.618979074094938E-1
2026-04-18,1000000113,매화 5송이 3호,102,56242200,None,8.447262441079666E-2,None,2.0699035081544917E-1
2026-04-18,1000000121,깨송편 1kg,184,25888100,None,6.621769073235362E-2,None,2.031461742707357E-1
2026-04-18,1000000127,흑임자이티,244,40962900,Broad,1.0546573453393789E-1,None,1.644158182016456E-1
2026-04-18,1000000128,흑임자인절미,62,12191260,None,1.9246950830977536E-2,None,1.3004946933649245E-1
2026-04-18,1000000142,경기 미숫가루,35,8573840,None,9.827090661355396E-3,None,1.4280735956123078E-1
2026-04-18,1000000143,"경기참기름, 경기들기름",26,9283420,None,8.39022366002394E-3,None,1.1933617996700802E-1
2026-04-18,1000000153,유밀상,55,3817000,None,8.944770091401405E-3,None,1.2474474732117659E-1
2026-04-18,1000000154,화연상,38,3530600,None,5.914762253137116E-3,None,1.1684975506033066E-1
2026-04-18,1000000156,기원상,71,4946400,None,1.2934400326602926E-2,None,1.8521217740072787E-1
