date,product_id,product_name_latest,convergence_gravity_score,return_gravity_score,distinct_source_product_cnt_90d,return_customer_rate_90d,return_loop_rate_90d,simple_repeat_rate_90d
2026-04-08,1000000085,십리향 2단 (1호 2호 3호),2.0871896264865933E-1,1.7362155791577022E-1,12,2.5157232704402517E-2,2.5157232704402517E-2,5.9748427672955975E-2
2026-04-08,1000000086,십리향 3단,2.120041035688012E-1,2.6661600104240146E-1,15,4.0E-2,5.0E-2,1.05E-1
2026-04-08,1000000087,백리향 1단 (1호 2호 3호),3.7994252514777876E-1,3.13884462073203E-1,19,3.67965367965368E-2,4.7619047619047616E-2,7.142857142857142E-2
2026-04-08,1000000088,백리향 2단 (1호 2호),3.636480479823111E-1,8.00782099333641E-2,18,1.1267605633802818E-2,1.1267605633802818E-2,1.1267605633802817E-1
2026-04-08,1000000089,백리향 3단,5.333693526812451E-2,1.3874137463699135E-1,7,4.0E-2,4.0E-2,8.0E-2
2026-04-08,1000000090,일리향 1단 (1호 2호 3호),1.2037458467329537E-1,0,11,0,0,2.3622047244094488E-2
2026-04-08,1000000091,일리향 2단 (1호 2호 3호),1.7936567318121766E-1,1.2929625909468784E-1,13,2.2099447513812154E-2,2.2099447513812154E-2,6.077348066298342E-2
2026-04-08,1000000092,일리향 3단,1.3417323753855392E-1,7.146125445943384E-2,12,1.282051282051282E-2,1.282051282051282E-2,5.7692307692307696E-2
2026-04-08,1000000093,매화 2송이 1호,3.376314307630122E-1,9.477654787419816E-2,17,1.1283497884344146E-2,1.1283497884344146E-2,1.1142454160789844E-1
2026-04-08,1000000094,매화 3송이 1호,2.0880940997466405E-1,1.259856036336985E-1,12,2.127659574468085E-2,2.127659574468085E-2,8.51063829787234E-2
2026-04-08,1000000095,매화 5송이 1호,0,0,1,0,0,0
2026-04-08,1000000108,매화 2송이 2호,2.1817985822366145E-1,2.064817380406836E-1,14,3.2E-2,3.2E-2,1.0E-1
2026-04-08,1000000110,매화 3송이 2호,4.587550287259204E-2,5.7500910471252144E-2,5,1.3888888888888888E-2,1.3888888888888888E-2,9.722222222222222E-2
2026-04-08,1000000111,매화 3송이 3호,2.920564891162392E-1,8.320223517555474E-2,18,1.1869436201780416E-2,1.1869436201780416E-2,1.0089020771513353E-1
2026-04-08,1000000112,매화 5송이 2호,1.079326914628985E-1,1.4787149779009362E-1,11,3.1914893617021274E-2,3.1914893617021274E-2,3.1914893617021274E-2
2026-04-08,1000000113,매화 5송이 3호,6.204458134074E-2,1.1404828897265284E-1,7,1.9801980198019802E-2,2.97029702970297E-2,7.920792079207921E-2
2026-04-08,1000000121,깨송편 1kg,1.5816883606810894E-1,2.0776222013994353E-1,11,2.1739130434782608E-2,5.434782608695652E-2,9.239130434782608E-2
2026-04-08,1000000127,흑임자이티,7.817780055543937E-2,1.9252154835207155E-1,6,2.8225806451612902E-2,3.225806451612903E-2,8.064516129032258E-3
2026-04-08,1000000128,흑임자인절미,2.883975005044625E-2,6.285646265625602E-2,3,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-08,1000000142,경기 미숫가루,1.0607724424657926E-2,0,2,0,0,0
2026-04-08,1000000143,"경기참기름, 경기들기름",9.956398160152426E-3,8.827986334248346E-2,2,4.0E-2,4.0E-2,0
2026-04-08,1000000144,경기 미숫가루 쫀드기,0,6.285646265625602E-2,0,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-08,1000000153,유밀상,4.9773290185302126E-2,0,6,0,0,5.454545454545454E-2
2026-04-08,1000000154,화연상,6.5352090716373126E-3,0,1,0,0,1.111111111111111E-1
2026-04-08,1000000156,기원상,5.795285331929347E-2,5.933156395162634E-2,6,1.4705882352941176E-2,1.4705882352941176E-2,1.4705882352941177E-1
2026-04-09,1000000027,마스코바도 설기,5.239183477099374E-2,0,7,0,0,1.25E-1
2026-04-09,1000000028,마스코바도 딸기설기,3.97906729441036E-2,2.0606591308819627E-1,6,6.666666666666667E-2,6.666666666666667E-2,6.666666666666667E-2
2026-04-09,1000000033,가래떡,9.31864853040893E-2,0,9,0,0,6.382978723404255E-2
2026-04-09,1000000035,떡국떡 500g,1.5147735248716584E-1,2.1217037031199246E-1,12,3.896103896103896E-2,3.896103896103896E-2,1.2987012987012988E-2
2026-04-09,1000000042,약식,4.6017100515937387E-1,1.5818482059916483E-1,21,2.1164021164021163E-2,2.6455026455026454E-2,1.111111111111111E-1
2026-04-09,1000000043,모듬영양찰떡,3.9285834056890306E-1,3.510078182779107E-1,19,4.081632653061224E-2,6.63265306122449E-2,6.1224489795918366E-2
2026-04-09,1000000044,고구마찰떡,2.6482538474327866E-1,3.7073898430490987E-1,17,4.964539007092199E-2,7.092198581560284E-2,2.8368794326241134E-2
2026-04-09,1000000045,완두시루떡,4.47163293544583E-1,5.317313925028938E-1,23,6.1488673139158574E-2,8.414239482200647E-2,6.796116504854369E-2
2026-04-09,1000000062,흰이티,2.490050818020299E-1,1.1949860671315794E-1,11,1.680672268907563E-2,1.680672268907563E-2,2.5210084033613446E-2
2026-04-09,1000000063,쑥이티,1.784163031657035E-1,2.754860283160367E-1,11,3.7037037037037035E-2,3.7037037037037035E-2,4.040404040404041E-2
2026-04-09,1000000064,2색 이티,1,1.732574395845816E-1,31,1.5578190533253445E-2,1.9772318753744758E-2,8.268424206111444E-2
2026-04-09,1000000065,흰인절미,4.749295667814882E-2,4.6536667064106224E-1,4,8.0E-2,1.2E-1,2.0E-2
2026-04-09,1000000066,쑥인절미,1.0185009870955736E-2,3.42350400414972E-1,1,4.6511627906976744E-2,8.139534883720931E-2,1.1627906976744186E-2
2026-04-09,1000000069,설기세트,3.527767699212159E-2,2.5003243057301333E-1,3,3.8461538461538464E-2,4.807692307692308E-2,0
2026-04-09,1000000070,마스코바도 쑥설기,1.5093807512552026E-2,1.6059534154305405E-1,2,4.3478260869565216E-2,4.3478260869565216E-2,4.3478260869565216E-2
2026-04-09,1000000071,마스코바도 호박설기,3.472134157382979E-2,3.682626012563607E-1,2,8.571428571428572E-2,8.571428571428572E-2,0
2026-04-09,1000000072,마스코바도 흑임자설기,6.801950647196693E-3,0,1,0,0,0
2026-04-09,1000000074,경기 콩약과(10ea),0,0,0,0,0,0
2026-04-09,1000000083,백설기,6.829658197748466E-2,3.5029757137586903E-1,6,6.41025641025641E-2,6.41025641025641E-2,1.282051282051282E-2
2026-04-09,1000000084,십리향 1단 (1호 2호 3호),1.7718371108505904E-1,4.3295899993864934E-2,13,6.756756756756757E-3,6.756756756756757E-3,2.702702702702703E-2
2026-04-09,1000000085,십리향 2단 (1호 2호 3호),2.275565681444694E-1,1.8919119729643655E-1,12,2.5078369905956112E-2,2.5078369905956112E-2,5.956112852664577E-2
2026-04-09,1000000086,십리향 3단,2.2704953411544684E-1,3.026642379424901E-1,14,4.0E-2,5.0E-2,1.05E-1
2026-04-09,1000000087,백리향 1단 (1호 2호 3호),4.029885495882237E-1,3.354795348454155E-1,19,3.695652173913044E-2,4.782608695652174E-2,7.173913043478261E-2
2026-04-09,1000000088,백리향 2단 (1호 2호),3.931029455404538E-1,8.659144661832731E-2,18,1.1235955056179775E-2,1.1235955056179775E-2,1.1235955056179775E-1
2026-04-09,1000000089,백리향 3단,7.387751146703048E-2,1.925655188859568E-1,7,4.0E-2,4.0E-2,8.0E-2
2026-04-09,1000000090,일리향 1단 (1호 2호 3호),1.4321931546026706E-1,0,11,0,0,2.3622047244094488E-2
2026-04-09,1000000091,일리향 2단 (1호 2호 3호),2.048569130734414E-1,1.488218530727064E-1,13,2.2222222222222223E-2,2.2222222222222223E-2,6.111111111111111E-2
2026-04-09,1000000092,일리향 3단,1.4301710246689628E-1,8.356175144234992E-2,11,1.2903225806451613E-2,1.2903225806451613E-2,5.806451612903226E-2
2026-04-09,1000000093,매화 2송이 1호,3.502322767300982E-1,9.837419225555062E-2,17,1.1267605633802818E-2,1.1267605633802818E-2,1.0985915492957747E-1
2026-04-09,1000000094,매화 3송이 1호,2.3730553236270885E-1,1.4445746915921542E-1,12,2.13903743315508E-2,2.13903743315508E-2,8.55614973262032E-2
2026-04-09,1000000095,매화 5송이 1호,4.080655630334165E-3,0,1,0,0,0
2026-04-09,1000000108,매화 2송이 2호,2.4201977858097215E-1,2.3058806409547003E-1,14,3.21285140562249E-2,3.21285140562249E-2,1.0040160642570281E-1
2026-04-09,1000000110,매화 3송이 2호,5.917386064964918E-2,7.426707892313585E-2,5,1.3888888888888888E-2,1.3888888888888888E-2,9.722222222222222E-2
2026-04-09,1000000111,매화 3송이 3호,3.171470274774407E-1,9.029273592594392E-2,18,1.1834319526627219E-2,1.1834319526627219E-2,1.0059171597633136E-1
2026-04-09,1000000112,매화 5송이 2호,1.330594660459664E-1,1.8461474573394643E-1,11,3.225806451612903E-2,3.225806451612903E-2,3.225806451612903E-2
2026-04-09,1000000113,매화 5송이 3호,7.599367841349387E-2,1.3984287012385074E-1,7,1.9801980198019802E-2,2.97029702970297E-2,7.920792079207921E-2
2026-04-09,1000000121,깨송편 1kg,1.8038189863251358E-1,2.3772603392733613E-1,11,2.1739130434782608E-2,5.434782608695652E-2,9.239130434782608E-2
2026-04-09,1000000127,흑임자이티,8.695318268518441E-2,2.144581731136131E-1,6,2.8225806451612902E-2,3.225806451612903E-2,8.064516129032258E-3
2026-04-09,1000000128,흑임자인절미,3.8118492654134854E-2,8.367958904246267E-2,3,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-09,1000000142,경기 미숫가루,1.602162412128108E-2,0,2,0,0,0
2026-04-09,1000000143,"경기참기름, 경기들기름",1.716209366536325E-2,1.5250689786931437E-1,2,4.0E-2,4.0E-2,0
2026-04-09,1000000144,경기 미숫가루 쫀드기,0,8.367958904246267E-2,0,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-09,1000000153,유밀상,8.637002308121651E-2,0,8,0,0,5.454545454545454E-2
2026-04-09,1000000154,화연상,1.003814615947611E-2,0,1,0,0,1.0526315789473684E-1
2026-04-09,1000000156,기원상,7.601415283760918E-2,7.57990958824315E-2,6,1.4285714285714285E-2,1.4285714285714285E-2,1.4285714285714285E-1
2026-04-10,1000000027,마스코바도 설기,4.5271242041943424E-2,0,7,0,0,1.25E-1
2026-04-10,1000000028,마스코바도 딸기설기,3.4176276377141865E-2,1.7962047704748435E-1,6,6.666666666666667E-2,6.666666666666667E-2,6.666666666666667E-2
2026-04-10,1000000033,가래떡,8.662177605348138E-2,0,9,0,0,6.382978723404255E-2
2026-04-10,1000000035,떡국떡 500g,1.4303640571454604E-1,2.0431123210135552E-1,12,3.896103896103896E-2,3.896103896103896E-2,1.2987012987012988E-2
2026-04-10,1000000042,약식,4.5630362611164726E-1,1.5393515974997152E-1,21,2.0833333333333332E-2,2.6041666666666668E-2,1.09375E-1
2026-04-10,1000000043,모듬영양찰떡,3.8199570098119934E-1,3.439857197822863E-1,19,4.060913705583756E-2,6.598984771573604E-2,6.598984771573604E-2
2026-04-10,1000000044,고구마찰떡,2.550624039108391E-1,3.6426797423704327E-1,17,5.0E-2,7.142857142857142E-2,2.857142857142857E-2
2026-04-10,1000000045,완두시루떡,4.37694171663226E-1,5.52472490184706E-1,23,6.472491909385113E-2,8.737864077669903E-2,6.796116504854369E-2
2026-04-10,1000000062,흰이티,2.4293356474439096E-1,1.1842456593150066E-1,11,1.680672268907563E-2,1.680672268907563E-2,2.5210084033613446E-2
2026-04-10,1000000063,쑥이티,1.7482901971518225E-1,2.7340400884105187E-1,11,3.691275167785235E-2,3.691275167785235E-2,4.0268456375838924E-2
2026-04-10,1000000064,2색 이티,1,1.8293172690763054E-1,31,1.6265060240963854E-2,2.0481927710843374E-2,8.25301204819277E-2
2026-04-10,1000000065,흰인절미,4.405166106040832E-2,4.395664471139733E-1,4,8.0E-2,1.2E-1,2.0E-2
2026-04-10,1000000066,쑥인절미,9.650610985806751E-3,3.322977080069259E-1,1,4.7058823529411764E-2,8.235294117647059E-2,1.1764705882352941E-2
2026-04-10,1000000069,설기세트,3.370941110929166E-2,2.4434001771205294E-1,3,3.8834951456310676E-2,4.854368932038835E-2,0
2026-04-10,1000000070,마스코바도 쑥설기,1.346963388117616E-2,1.4551797570071834E-1,2,4.3478260869565216E-2,4.3478260869565216E-2,4.3478260869565216E-2
2026-04-10,1000000071,마스코바도 호박설기,3.2181154390363044E-2,3.369682553601095E-1,2,8.333333333333333E-2,8.333333333333333E-2,0
2026-04-10,1000000072,마스코바도 흑임자설기,5.738471171576482E-3,0,1,0,0,0
2026-04-10,1000000074,경기 콩약과(10ea),0,0,0,0,0,0
2026-04-10,1000000083,백설기,6.458308890882401E-2,4.0862246420271103E-1,6,7.792207792207792E-2,7.792207792207792E-2,1.2987012987012988E-2
2026-04-10,1000000084,십리향 1단 (1호 2호 3호),2.117856552061382E-1,4.26863584471587E-2,16,6.802721088435374E-3,6.802721088435374E-3,2.7210884353741496E-2
2026-04-10,1000000085,십리향 2단 (1호 2호 3호),2.2448716635821767E-1,1.889553691823266E-1,12,2.5157232704402517E-2,2.5157232704402517E-2,5.660377358490566E-2
2026-04-10,1000000086,십리향 3단,2.2077161470281742E-1,2.9843823470618747E-1,14,4.0E-2,5.0E-2,1.05E-1
2026-04-10,1000000087,백리향 1단 (1호 2호 3호),3.970637269683167E-1,3.373458063676311E-1,19,3.7199124726477024E-2,4.814004376367615E-2,7.221006564551423E-2
2026-04-10,1000000088,백리향 2단 (1호 2호),3.886774707337128E-1,8.662089707452694E-2,18,1.1267605633802818E-2,1.1267605633802818E-2,1.1267605633802817E-1
2026-04-10,1000000089,백리향 3단,6.884870730460654E-2,1.824051243126012E-1,7,4.0E-2,4.0E-2,8.0E-2
2026-04-10,1000000090,일리향 1단 (1호 2호 3호),1.3768961196156027E-1,0,11,0,0,2.3622047244094488E-2
2026-04-10,1000000091,일리향 2단 (1호 2호 3호),1.992845123144249E-1,1.4541878762506114E-1,13,2.197802197802198E-2,2.197802197802198E-2,6.043956043956044E-2
2026-04-10,1000000092,일리향 3단,1.379542833790593E-1,8.24581223979178E-2,11,1.2987012987012988E-2,1.2987012987012988E-2,5.844155844155844E-2
2026-04-10,1000000093,매화 2송이 1호,3.4796063893525714E-1,1.1156172174614708E-1,17,1.267605633802817E-2,1.267605633802817E-2,1.0985915492957747E-1
2026-04-10,1000000094,매화 3송이 1호,2.308111348181859E-1,1.4188254267572917E-1,12,2.127659574468085E-2,2.127659574468085E-2,8.51063829787234E-2
2026-04-10,1000000095,매화 5송이 1호,3.0730306249242166E-3,0,1,0,0,0
2026-04-10,1000000108,매화 2송이 2호,2.356735132022341E-1,2.2871280529093443E-1,14,3.21285140562249E-2,3.21285140562249E-2,1.0040160642570281E-1
2026-04-10,1000000110,매화 3송이 2호,5.5719853017284E-2,7.204447239755334E-2,5,1.4084507042253521E-2,1.4084507042253521E-2,9.859154929577464E-2
2026-04-10,1000000111,매화 3송이 3호,3.1116894616127205E-1,9.004555676578906E-2,18,1.1834319526627219E-2,1.1834319526627219E-2,1.0059171597633136E-1
2026-04-10,1000000112,매화 5송이 2호,1.2691307257215634E-1,1.7884848635852796E-1,11,3.225806451612903E-2,3.225806451612903E-2,3.225806451612903E-2
2026-04-10,1000000113,매화 5송이 3호,7.282592090346747E-2,1.3446575110342554E-1,7,1.96078431372549E-2,2.9411764705882353E-2,7.84313725490196E-2
2026-04-10,1000000121,깨송편 1kg,1.7470388507434242E-1,2.3287737348423382E-1,11,2.1739130434782608E-2,5.434782608695652E-2,9.239130434782608E-2
2026-04-10,1000000127,흑임자이티,8.497571666843493E-2,2.118405491629147E-1,6,2.8112449799196786E-2,3.21285140562249E-2,8.032128514056224E-3
2026-04-10,1000000128,흑임자인절미,3.5830492561833564E-2,7.990954844235489E-2,3,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-10,1000000142,경기 미숫가루,1.4858396804552365E-2,0,2,0,0,0
2026-04-10,1000000143,"경기참기름, 경기들기름",1.540100349574445E-2,1.3902976765966782E-1,2,4.0E-2,4.0E-2,0
2026-04-10,1000000144,경기 미숫가루 쫀드기,0,7.990954844235489E-2,0,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-10,1000000153,유밀상,8.080720369363711E-2,0,8,0,0,5.454545454545454E-2
2026-04-10,1000000154,화연상,9.263163398726099E-3,0,1,0,0,1.0526315789473684E-1
2026-04-10,1000000156,기원상,7.182953203735426E-2,7.275209045908829E-2,6,1.4285714285714285E-2,1.4285714285714285E-2,1.4285714285714285E-1
2026-04-11,1000000027,마스코바도 설기,4.532439040460726E-2,0,7,0,0,1.25E-1
2026-04-11,1000000028,마스코바도 딸기설기,3.4197176427366124E-2,1.797062474035668E-1,6,6.666666666666667E-2,6.666666666666667E-2,6.666666666666667E-2
2026-04-11,1000000033,가래떡,8.672404433223128E-2,0,9,0,0,6.382978723404255E-2
2026-04-11,1000000035,떡국떡 500g,1.4315679350650012E-1,2.0440879250992935E-1,12,3.896103896103896E-2,3.896103896103896E-2,1.2987012987012988E-2
2026-04-11,1000000042,약식,4.568692445660739E-1,1.5400866514135225E-1,21,2.0833333333333332E-2,2.6041666666666668E-2,1.09375E-1
2026-04-11,1000000043,모듬영양찰떡,3.826792034047283E-1,3.44149975986022E-1,19,4.060913705583756E-2,6.598984771573604E-2,6.598984771573604E-2
2026-04-11,1000000044,고구마찰떡,2.5538401458497834E-1,3.644419153954976E-1,17,5.0E-2,7.142857142857142E-2,2.857142857142857E-2
2026-04-11,1000000045,완두시루떡,4.3825143090800983E-1,5.52736300653244E-1,23,6.472491909385113E-2,8.737864077669903E-2,6.796116504854369E-2
2026-04-11,1000000062,흰이티,2.435805289331956E-1,1.1809790626075406E-1,11,1.6736401673640166E-2,1.6736401673640166E-2,2.510460251046025E-2
2026-04-11,1000000063,쑥이티,1.7507997912567663E-1,2.735345616576245E-1,11,3.691275167785235E-2,3.691275167785235E-2,4.0268456375838924E-2
2026-04-11,1000000064,2색 이티,1,1.8348439073514605E-1,31,1.6314199395770394E-2,2.054380664652568E-2,8.277945619335347E-2
2026-04-11,1000000065,흰인절미,4.410418620556576E-2,4.3977634395486026E-1,4,8.0E-2,1.2E-1,2.0E-2
2026-04-11,1000000066,쑥인절미,9.65466231887633E-3,3.324563830823384E-1,1,4.7058823529411764E-2,8.235294117647059E-2,1.1764705882352941E-2
2026-04-11,1000000069,설기세트,3.358592199640885E-2,2.461806745184817E-1,3,3.92156862745098E-2,4.9019607843137254E-2,0
2026-04-11,1000000070,마스코바도 쑥설기,1.3483030651741505E-2,1.4558746181275528E-1,2,4.3478260869565216E-2,4.3478260869565216E-2,4.3478260869565216E-2
2026-04-11,1000000071,마스코바도 호박설기,3.224380960877014E-2,3.371291606629224E-1,2,8.333333333333333E-2,8.333333333333333E-2,0
2026-04-11,1000000072,마스코바도 흑임자설기,5.745622294723392E-3,0,1,0,0,0
2026-04-11,1000000074,경기 콩약과(10ea),0,0,0,0,0,0
2026-04-11,1000000083,백설기,6.490319781884248E-2,4.051543010837176E-1,6,7.692307692307693E-2,7.692307692307693E-2,1.282051282051282E-2
2026-04-11,1000000084,십리향 1단 (1호 2호 3호),2.1203845356787443E-1,4.270674155839444E-2,16,6.802721088435374E-3,6.802721088435374E-3,2.7210884353741496E-2
2026-04-11,1000000085,십리향 2단 (1호 2호 3호),2.2342120284996816E-1,1.8904559703142745E-1,12,2.5157232704402517E-2,2.5157232704402517E-2,5.660377358490566E-2
2026-04-11,1000000086,십리향 3단,2.2113988261396106E-1,2.985807415855819E-1,14,4.0E-2,5.0E-2,1.05E-1
2026-04-11,1000000087,백리향 1단 (1호 2호 3호),3.971097734431011E-1,3.3929308855612084E-1,19,3.7444933920704845E-2,4.8458149779735685E-2,7.268722466960352E-2
2026-04-11,1000000088,백리향 2단 (1호 2호),3.8898606496256866E-1,8.666225931400202E-2,18,1.1267605633802818E-2,1.1267605633802818E-2,1.1267605633802817E-1
2026-04-11,1000000089,백리향 3단,6.892607686045897E-2,1.8249222436222096E-1,7,4.0E-2,4.0E-2,8.0E-2
2026-04-11,1000000090,일리향 1단 (1호 2호 3호),1.378374015648955E-1,0,11,0,0,2.3622047244094488E-2
2026-04-11,1000000091,일리향 2단 (1호 2호 3호),1.995775787293619E-1,1.4548822637392042E-1,13,2.197802197802198E-2,2.197802197802198E-2,6.043956043956044E-2
2026-04-11,1000000092,일리향 3단,1.3809678527030456E-1,8.249749687590727E-2,11,1.2987012987012988E-2,1.2987012987012988E-2,5.844155844155844E-2
2026-04-11,1000000093,매화 2송이 1호,3.481082768681203E-1,1.1200193151534062E-1,17,1.272984441301273E-2,1.272984441301273E-2,1.1032531824611033E-1
2026-04-11,1000000094,매화 3송이 1호,2.311121218958778E-1,1.419502928365528E-1,12,2.127659574468085E-2,2.127659574468085E-2,8.51063829787234E-2
2026-04-11,1000000095,매화 5송이 1호,3.0758873517848064E-3,0,1,0,0,0
2026-04-11,1000000108,매화 2송이 2호,2.3590998541037833E-1,2.2882201766511845E-1,14,3.21285140562249E-2,3.21285140562249E-2,1.0040160642570281E-1
2026-04-11,1000000110,매화 3송이 2호,5.5781558389996634E-2,7.207887426616477E-2,5,1.4084507042253521E-2,1.4084507042253521E-2,9.859154929577464E-2
2026-04-11,1000000111,매화 3송이 3호,3.11755505801762E-1,8.987877257583882E-2,18,1.1799410029498525E-2,1.1799410029498525E-2,1.0029498525073746E-1
2026-04-11,1000000112,매화 5송이 2호,1.2704858889130408E-1,1.789338880822731E-1,11,3.225806451612903E-2,3.225806451612903E-2,3.225806451612903E-2
2026-04-11,1000000113,매화 5송이 3호,7.288455002448088E-2,1.345299596811034E-1,7,1.96078431372549E-2,2.9411764705882353E-2,7.84313725490196E-2
2026-04-11,1000000121,깨송편 1kg,1.748929162109857E-1,2.3298857447632343E-1,11,2.1739130434782608E-2,5.434782608695652E-2,9.239130434782608E-2
2026-04-11,1000000127,흑임자이티,8.468932510319198E-2,2.1194170488654415E-1,6,2.8112449799196786E-2,3.21285140562249E-2,8.032128514056224E-3
2026-04-11,1000000128,흑임자인절미,3.587907074140447E-2,7.994770595388671E-2,3,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-11,1000000142,경기 미숫가루,1.4871125625365307E-2,0,2,0,0,0
2026-04-11,1000000143,"경기참기름, 경기들기름",1.5422455905254843E-2,1.3909615559535446E-1,2,4.0E-2,4.0E-2,0
2026-04-11,1000000144,경기 미숫가루 쫀드기,0,7.994770595388671E-2,0,1.639344262295082E-2,1.639344262295082E-2,0
2026-04-11,1000000153,유밀상,8.089269990272618E-2,0,8,0,0,5.454545454545454E-2
2026-04-11,1000000154,화연상,9.300900661315581E-3,0,1,0,0,1.0526315789473684E-1
2026-04-11,1000000156,기원상,7.191977132164484E-2,7.278683022154184E-2,6,1.4285714285714285E-2,1.4285714285714285E-2,1.4285714285714285E-1
2026-04-12,1000000027,마스코바도 설기,4.531778300945136E-2,0,7,0,0,1.25E-1
2026-04-12,1000000028,마스코바도 딸기설기,3.41936034866143E-2,1.796890660753364E-1,6,6.666666666666667E-2,6.666666666666667E-2,6.666666666666667E-2
2026-04-12,1000000033,가래떡,8.683265284244497E-2,0,9,0,0,6.382978723404255E-2
2026-04-12,1000000035,떡국떡 500g,1.5327960177643254E-1,2.043892494244327E-1,13,3.896103896103896E-2,3.896103896103896E-2,1.2987012987012988E-2
2026-04-12,1000000042,약식,4.552289629971192E-1,1.5399394070375286E-1,21,2.0833333333333332E-2,2.6041666666666668E-2,1.09375E-1
2026-04-12,1000000043,모듬영양찰떡,3.8223340097718317E-1,3.42790796689154E-1,19,4.040404040404041E-2,6.565656565656566E-2,6.565656565656566E-2
2026-04-12,1000000044,고구마찰떡,2.5560419736544765E-1,3.6248677079295777E-1,17,4.964539007092199E-2,7.092198581560284E-2,2.8368794326241134E-2
2026-04-12,1000000045,완두시루떡,4.377902231101373E-1,5.54091606212588E-1,23,6.493506493506493E-2,8.766233766233766E-2,6.818181818181818E-2
2026-04-12,1000000062,흰이티,2.4357232773337895E-1,1.1808661517365997E-1,11,1.6736401673640166E-2,1.6736401673640166E-2,2.510460251046025E-2
2026-04-12,1000000063,쑥이티,1.7490585416256527E-1,2.735084096058506E-1,11,3.691275167785235E-2,3.691275167785235E-2,4.0268456375838924E-2
2026-04-12,1000000064,2색 이티,1,1.8337359098228664E-1,31,1.6304347826086956E-2,2.0531400966183576E-2,8.272946859903382E-2
2026-04-12,1000000065,흰인절미,4.406325471781836E-2,4.3973429788343754E-1,4,8.0E-2,1.2E-1,2.0E-2
2026-04-12,1000000066,쑥인절미,9.684208720948339E-3,3.296911126425455E-1,1,4.6511627906976744E-2,8.139534883720931E-2,1.1627906976744186E-2
2026-04-12,1000000069,설기세트,3.358499064241985E-2,2.4615713771308964E-1,3,3.92156862745098E-2,4.9019607843137254E-2,0
2026-04-12,1000000070,마스코바도 쑥설기,1.347129247044253E-2,1.455735425083139E-1,2,4.3478260869565216E-2,4.3478260869565216E-2,4.3478260869565216E-2
2026-04-12,1000000071,마스코바도 호박설기,3.22479713734681E-2,3.370969284681653E-1,2,8.333333333333333E-2,8.333333333333333E-2,0
2026-04-12,1000000072,마스코바도 흑임자설기,5.745748720287789E-3,0,1,0,0,0
2026-04-12,1000000074,경기 콩약과(10ea),0,0,0,0,0,0
2026-04-12,1000000083,백설기,6.488878437303575E-2,3.3759630429285925E-1,6,6.41025641025641E-2,6.41025641025641E-2,1.282051282051282E-2
2026-04-12,1000000084,십리향 1단 (1호 2호 3호),2.1234731221440717E-1,4.2487388691111266E-2,16,6.756756756756757E-3,6.756756756756757E-3,2.702702702702703E-2
2026-04-12,1000000085,십리향 2단 (1호 2호 3호),2.234158087674558E-1,1.8902752278804397E-1,12,2.5157232704402517E-2,2.5157232704402517E-2,5.660377358490566E-2
2026-04-12,1000000086,십리향 3단,2.213930711839095E-1,2.9855219492235474E-1,14,4.0E-2,5.0E-2,1.1E-1
2026-04-12,1000000087,백리향 1단 (1호 2호 3호),4.1744104793055914E-1,3.3986059609649805E-1,20,3.7527593818984545E-2,4.856512141280353E-2,7.28476821192053E-2
2026-04-12,1000000088,백리향 2단 (1호 2호),3.581307222832746E-1,8.684758123246945E-2,17,1.1299435028248588E-2,1.1299435028248588E-2,1.1016949152542373E-1
2026-04-12,1000000089,백리향 3단,6.844944065203909E-2,1.848973232454943E-1,7,4.081632653061224E-2,4.081632653061224E-2,8.163265306122448E-2
2026-04-12,1000000090,일리향 1단 (1호 2호 3호),1.3818421919615714E-1,0,11,0,0,2.34375E-2
2026-04-12,1000000091,일리향 2단 (1호 2호 3호),1.9911174759886022E-1,1.454743165571661E-1,13,2.197802197802198E-2,2.197802197802198E-2,6.043956043956044E-2
2026-04-12,1000000092,일리향 3단,1.3782445983774883E-1,8.289252648532108E-2,11,1.3071895424836602E-2,1.3071895424836602E-2,5.8823529411764705E-2
2026-04-12,1000000093,매화 2송이 1호,3.4801778073186473E-1,1.1199122325129524E-1,17,1.272984441301273E-2,1.272984441301273E-2,1.1032531824611033E-1
2026-04-12,1000000094,매화 3송이 1호,1.5581792099929848E-1,1.0645254095551727E-1,11,1.5957446808510637E-2,1.5957446808510637E-2,9.042553191489362E-2
2026-04-12,1000000108,매화 2송이 2호,2.3586572692792798E-1,2.288001404836145E-1,14,3.21285140562249E-2,3.21285140562249E-2,1.0040160642570281E-1
2026-04-12,1000000110,매화 3송이 2호,5.5743926921876054E-2,7.207198295985164E-2,5,1.4084507042253521E-2,1.4084507042253521E-2,9.859154929577464E-2
2026-04-12,1000000111,매화 3송이 3호,3.1198121262625456E-1,8.966148780803457E-2,18,1.1764705882352941E-2,1.1764705882352941E-2,1.0E-1
2026-04-12,1000000112,매화 5송이 2호,8.485067620379305E-2,1.789167805976581E-1,7,3.225806451612903E-2,3.225806451612903E-2,3.225806451612903E-2
