order_id,order_at,purchase_amount,utm_source,utm_medium,utm_campaign,session_count,valid_session_count,created_date,mx_channel_id,mx_platform
2603311010013327,2026-03-31 01:10:01.000 UTC,481500.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311010529178,2026-03-31 01:10:52.000 UTC,165500.000000,,,,0,0,2026-03-31,567375433033637313,GODOMALL5
2603311033335319,2026-03-31 01:33:33.000 UTC,98000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311055011950,2026-03-31 01:55:01.000 UTC,91000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311056379101,2026-03-31 01:56:37.000 UTC,237000.000000,naver,organic,(organic),67,60,2026-03-31,567375433033637313,GODOMALL5
2603311116038242,2026-03-31 02:16:03.000 UTC,243000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311224566164,2026-03-31 03:24:56.000 UTC,100000.000000,,,,0,0,2026-03-31,567375433033637313,GODOMALL5
2603311236338355,2026-03-31 03:36:33.000 UTC,151000.000000,(direct),(none),(direct),302,156,2026-03-31,567375433033637313,GODOMALL5
2603311320363926,2026-03-31 04:20:36.000 UTC,141000.000000,(direct),(none),(not set),302,156,2026-03-31,567375433033637313,GODOMALL5
2603311337397497,2026-03-31 04:37:39.000 UTC,58000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311349420398,2026-03-31 04:49:42.000 UTC,81000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311355307010,2026-03-31 04:55:30.000 UTC,100500.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311407124911,2026-03-31 05:07:12.000 UTC,76000.000000,(direct),(none),(direct),302,156,2026-03-31,567375433033637313,GODOMALL5
2603311408565222,2026-03-31 05:08:56.000 UTC,265000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311448377743,2026-03-31 05:48:37.000 UTC,187000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311512542684,2026-03-31 06:12:54.000 UTC,60000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311603333597,2026-03-31 07:03:33.000 UTC,133000.000000,(direct),(none),(not set),302,156,2026-03-31,567375433033637313,GODOMALL5
2603311659563208,2026-03-31 07:59:56.000 UTC,43000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311709320989,2026-03-31 08:09:32.000 UTC,85000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311711434210,2026-03-31 08:11:43.000 UTC,21500.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311720052041,2026-03-31 08:20:05.000 UTC,85500.000000,(direct),(none),(not set),302,156,2026-03-31,567375433033637313,GODOMALL5
2603311723322532,2026-03-31 08:23:32.000 UTC,83500.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311834273066,2026-03-31 09:34:27.000 UTC,64000.000000,place.naver.com,referral,(referral),7,7,2026-03-31,567375433033637313,GODOMALL5
2603311851577667,2026-03-31 09:51:57.000 UTC,58000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311900207448,2026-03-31 10:00:20.000 UTC,198000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603311903489089,2026-03-31 10:03:49.000 UTC,57000.000000,,,,0,0,2026-03-31,567375433033637313,GODOMALL5
2603312022276950,2026-03-31 11:22:27.000 UTC,124000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603312155175671,2026-03-31 12:55:17.000 UTC,45000.000000,(direct),(none),(not set),302,156,2026-03-31,567375433033637313,GODOMALL5
2603312157570532,2026-03-31 12:57:57.000 UTC,152500.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603312308470313,2026-03-31 14:08:47.000 UTC,22000.000000,naver,brandsearch,naver_bs,677,628,2026-03-31,567375433033637313,GODOMALL5
2603312356112004,2026-03-31 14:56:11.000 UTC,119000.000000,,,,0,0,2026-03-31,567375433033637313,GODOMALL5
2604010002308801,2026-03-31 15:02:30.000 UTC,99000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604010020202982,2026-03-31 15:20:20.000 UTC,66000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604010516322983,2026-03-31 20:16:32.000 UTC,176000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604010727145785,2026-03-31 22:27:14.000 UTC,126600.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604010858098576,2026-03-31 23:58:09.000 UTC,227000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604010941194639,2026-04-01 00:41:19.000 UTC,248000.000000,(direct),(none),(not set),274,161,2026-04-01,567375433033637313,GODOMALL5
2604010947126010,2026-04-01 00:47:12.000 UTC,248000.000000,(direct),(none),(not set),274,161,2026-04-01,567375433033637313,GODOMALL5
2604010957110371,2026-04-01 00:57:11.000 UTC,71000.000000,(direct),(none),(not set),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011012109442,2026-04-01 01:12:11.000 UTC,349000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011020413203,2026-04-01 01:20:41.000 UTC,135000.000000,(direct),(none),(direct),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011030519234,2026-04-01 01:30:51.000 UTC,55000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604011034331326,2026-04-01 01:34:33.000 UTC,240000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011036451607,2026-04-01 01:36:45.000 UTC,21500.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011046298458,2026-04-01 01:46:29.000 UTC,89920.000000,(direct),(none),(not set),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011049224999,2026-04-01 01:49:22.000 UTC,201000.000000,(direct),(none),(direct),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011049453590,2026-04-01 01:49:45.000 UTC,120000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011100143331,2026-04-01 02:00:14.000 UTC,213000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604011116194453,2026-04-01 02:16:19.000 UTC,166600.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011136133905,2026-04-01 02:36:13.000 UTC,76500.000000,naver,organic,(organic),76,66,2026-04-01,567375433033637313,GODOMALL5
2604011143009006,2026-04-01 02:43:00.000 UTC,194000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604011144499417,2026-04-01 02:44:50.000 UTC,160800.000000,google,organic,(organic),45,40,2026-04-01,567375433033637313,GODOMALL5
2604011153378198,2026-04-01 02:53:37.000 UTC,46000.000000,google,organic,(organic),45,40,2026-04-01,567375433033637313,GODOMALL5
2604011221227339,2026-04-01 03:21:22.000 UTC,163000.000000,(direct),(none),(direct),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011233197211,2026-04-01 03:33:19.000 UTC,1083000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011333503394,2026-04-01 04:33:50.000 UTC,73000.000000,(direct),(none),(not set),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011425163735,2026-04-01 05:25:16.000 UTC,167000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011443170588,2026-04-01 05:43:17.000 UTC,135000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011456072530,2026-04-01 05:56:07.000 UTC,110000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011505230871,2026-04-01 06:05:23.000 UTC,60800.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011546204372,2026-04-01 06:46:20.000 UTC,335000.000000,(direct),(none),(direct),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011555356634,2026-04-01 06:55:35.000 UTC,93500.000000,naver,organic,(organic),76,66,2026-04-01,567375433033637313,GODOMALL5
2604011627320195,2026-04-01 07:27:32.000 UTC,90000.000000,(direct),(none),(not set),274,161,2026-04-01,567375433033637313,GODOMALL5
2604011653594936,2026-04-01 07:53:59.000 UTC,41000.000000,google,organic,(organic),45,40,2026-04-01,567375433033637313,GODOMALL5
2604011703173797,2026-04-01 08:03:17.000 UTC,535920.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011704158188,2026-04-01 08:04:15.000 UTC,61000.000000,google,organic,(organic),45,40,2026-04-01,567375433033637313,GODOMALL5
2604011724377839,2026-04-01 08:24:37.000 UTC,140000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604011742335290,2026-04-01 08:42:33.000 UTC,463000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011816002751,2026-04-01 09:16:00.000 UTC,90000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011821499722,2026-04-01 09:21:50.000 UTC,90000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011824366123,2026-04-01 09:24:36.000 UTC,90000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011831328684,2026-04-01 09:31:32.000 UTC,90000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011835340285,2026-04-01 09:35:34.000 UTC,90000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011839225486,2026-04-01 09:39:22.000 UTC,90000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604011902288618,2026-04-01 10:02:28.000 UTC,195000.000000,,,,0,0,2026-04-01,567375433033637313,GODOMALL5
2604012116519459,2026-04-01 12:16:52.000 UTC,171000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604012131088650,2026-04-01 12:31:08.000 UTC,140000.000000,(direct),(none),(direct),274,161,2026-04-01,567375433033637313,GODOMALL5
2604012214160401,2026-04-01 13:14:16.000 UTC,335000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604012231551492,2026-04-01 13:31:55.000 UTC,199000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604012308130753,2026-04-01 14:08:13.000 UTC,110000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604012308182534,2026-04-01 14:08:18.000 UTC,118000.000000,naver,brandsearch,naver_bs,656,601,2026-04-01,567375433033637313,GODOMALL5
2604020001167795,2026-04-01 15:01:16.000 UTC,95000.000000,,,,0,0,2026-04-02,567375433033637313,GODOMALL5
2604020006346542,2026-04-01 15:06:34.000 UTC,54000.000000,,,,0,0,2026-04-02,567375433033637313,GODOMALL5
2604020812039653,2026-04-01 23:12:04.000 UTC,149000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604020942377275,2026-04-02 00:42:37.000 UTC,118000.000000,pcmap.place.naver.com,referral,(referral),12,12,2026-04-02,567375433033637313,GODOMALL5
2604021018560416,2026-04-02 01:18:56.000 UTC,44500.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021031523237,2026-04-02 01:31:52.000 UTC,136000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021045221228,2026-04-02 01:45:22.000 UTC,184000.000000,,,,0,0,2026-04-02,567375433033637313,GODOMALL5
2604021128212949,2026-04-02 02:28:21.000 UTC,75000.000000,(direct),(none),(not set),272,156,2026-04-02,567375433033637313,GODOMALL5
2604021225556400,2026-04-02 03:25:55.000 UTC,28500.000000,(direct),(none),(direct),272,156,2026-04-02,567375433033637313,GODOMALL5
2604021242166261,2026-04-02 03:42:16.000 UTC,41000.000000,(direct),(none),(direct),272,156,2026-04-02,567375433033637313,GODOMALL5
2604021309307332,2026-04-02 04:09:30.000 UTC,20000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021316417403,2026-04-02 04:16:41.000 UTC,105000.000000,(direct),(none),(not set),272,156,2026-04-02,567375433033637313,GODOMALL5
2604021349461565,2026-04-02 04:49:46.000 UTC,128000.000000,(direct),(none),(direct),272,156,2026-04-02,567375433033637313,GODOMALL5
2604021421595016,2026-04-02 05:21:59.000 UTC,171000.000000,(direct),(none),(direct),272,156,2026-04-02,567375433033637313,GODOMALL5
2604021510196077,2026-04-02 06:10:19.000 UTC,300000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021548271858,2026-04-02 06:48:27.000 UTC,636000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021555303319,2026-04-02 06:55:30.000 UTC,100000.000000,,,,0,0,2026-04-02,567375433033637313,GODOMALL5
2604021611000282,2026-04-02 07:11:00.000 UTC,51000.000000,,,,0,0,2026-04-02,567375433033637313,GODOMALL5
2604021622584723,2026-04-02 07:22:58.000 UTC,59000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021630516184,2026-04-02 07:30:51.000 UTC,88000.000000,pcmap.place.naver.com,referral,(referral),12,12,2026-04-02,567375433033637313,GODOMALL5
2604021700249965,2026-04-02 08:00:25.000 UTC,144000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021728437906,2026-04-02 08:28:43.000 UTC,140000.000000,google,organic,(organic),33,28,2026-04-02,567375433033637313,GODOMALL5
2604021735120887,2026-04-02 08:35:12.000 UTC,147000.000000,google,organic,(organic),33,28,2026-04-02,567375433033637313,GODOMALL5
2604021752437168,2026-04-02 08:52:43.000 UTC,107500.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021819070549,2026-04-02 09:19:07.000 UTC,84500.000000,google,organic,(organic),33,28,2026-04-02,567375433033637313,GODOMALL5
2604021919558830,2026-04-02 10:19:55.000 UTC,106500.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604021940395871,2026-04-02 10:40:39.000 UTC,74500.000000,(direct),(none),(not set),272,156,2026-04-02,567375433033637313,GODOMALL5
2604022149198952,2026-04-02 12:49:19.000 UTC,79000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604022237450423,2026-04-02 13:37:45.000 UTC,55000.000000,naver,brandsearch,naver_bs,563,530,2026-04-02,567375433033637313,GODOMALL5
2604030432393353,2026-04-02 19:32:39.000 UTC,288000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604030529298634,2026-04-02 20:29:29.000 UTC,204000.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604030723119162,2026-04-02 22:23:11.000 UTC,74500.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604030812425263,2026-04-02 23:12:42.000 UTC,199500.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604030822221674,2026-04-02 23:22:22.000 UTC,60800.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604030852291335,2026-04-02 23:52:29.000 UTC,156000.000000,(direct),(none),(direct),297,169,2026-04-03,567375433033637313,GODOMALL5
2604030908288636,2026-04-03 00:08:28.000 UTC,65500.000000,(direct),(none),(direct),297,169,2026-04-03,567375433033637313,GODOMALL5
2604031000009957,2026-04-03 01:00:01.000 UTC,74000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031002276518,2026-04-03 01:02:27.000 UTC,247000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031002400419,2026-04-03 01:02:40.000 UTC,50000.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604031013130860,2026-04-03 01:13:13.000 UTC,90000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031033564841,2026-04-03 01:33:56.000 UTC,58000.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604031035001912,2026-04-03 01:35:00.000 UTC,119000.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604031046276843,2026-04-03 01:46:27.000 UTC,31000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031056057094,2026-04-03 01:56:05.000 UTC,130000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031123260845,2026-04-03 02:23:26.000 UTC,48000.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604031124136356,2026-04-03 02:24:13.000 UTC,118000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031142199237,2026-04-03 02:42:20.000 UTC,80000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031145296138,2026-04-03 02:45:29.000 UTC,232000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031215528419,2026-04-03 03:15:52.000 UTC,258000.000000,google,organic,(organic),38,32,2026-04-03,567375433033637313,GODOMALL5
2604031222598300,2026-04-03 03:22:59.000 UTC,78000.000000,(direct),(none),(not set),297,169,2026-04-03,567375433033637313,GODOMALL5
2604031223166431,2026-04-03 03:23:16.000 UTC,201000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031228132962,2026-04-03 03:28:13.000 UTC,191000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031247419913,2026-04-03 03:47:42.000 UTC,91000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031252036274,2026-04-03 03:52:03.000 UTC,75500.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031253367335,2026-04-03 03:53:36.000 UTC,205000.000000,(direct),(none),(direct),297,169,2026-04-03,567375433033637313,GODOMALL5
2604031258531926,2026-04-03 03:58:53.000 UTC,102000.000000,naver,organic,(organic),76,68,2026-04-03,567375433033637313,GODOMALL5
2604031429056337,2026-04-03 05:29:05.000 UTC,118000.000000,naver,organic,(organic),76,68,2026-04-03,567375433033637313,GODOMALL5
2604031444519888,2026-04-03 05:44:52.000 UTC,382000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031505351129,2026-04-03 06:05:35.000 UTC,243000.000000,(direct),(none),(not set),297,169,2026-04-03,567375433033637313,GODOMALL5
2604031507447060,2026-04-03 06:07:44.000 UTC,498000.000000,(direct),(none),(not set),297,169,2026-04-03,567375433033637313,GODOMALL5
2604031512321133,2026-04-03 06:12:32.000 UTC,430000.000000,(direct),(none),(not set),297,169,2026-04-03,567375433033637313,GODOMALL5
2604031558543004,2026-04-03 06:58:54.000 UTC,138000.000000,pcmap.place.naver.com,referral,(referral),11,11,2026-04-03,567375433033637313,GODOMALL5
2604031606120415,2026-04-03 07:06:12.000 UTC,179000.000000,pcmap.place.naver.com,referral,(referral),11,11,2026-04-03,567375433033637313,GODOMALL5
2604031644229536,2026-04-03 07:44:23.000 UTC,101000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031657168607,2026-04-03 07:57:16.000 UTC,405000.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604031701314608,2026-04-03 08:01:31.000 UTC,33000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031726569170,2026-04-03 08:26:56.000 UTC,58500.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031731573851,2026-04-03 08:31:57.000 UTC,206000.000000,(direct),(none),(direct),297,169,2026-04-03,567375433033637313,GODOMALL5
2604031752307172,2026-04-03 08:52:30.000 UTC,120000.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031755216733,2026-04-03 08:55:21.000 UTC,104500.000000,naver,brandsearch,naver_bs,551,510,2026-04-03,567375433033637313,GODOMALL5
2604031857420914,2026-04-03 09:57:42.000 UTC,66500.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604032158487875,2026-04-03 12:58:48.000 UTC,117000.000000,,,,0,0,2026-04-03,567375433033637313,GODOMALL5
2604040845324223,2026-04-03 23:45:32.000 UTC,104000.000000,blog.naver.com,referral,(referral),8,5,2026-04-04,567375433033637313,GODOMALL5
2604040905454954,2026-04-04 00:05:45.000 UTC,118000.000000,naver,brandsearch,naver_bs,450,409,2026-04-04,567375433033637313,GODOMALL5
2604041051474976,2026-04-04 01:51:47.000 UTC,122000.000000,place.naver.com,referral,(referral),19,16,2026-04-04,567375433033637313,GODOMALL5
2604041346252297,2026-04-04 04:46:25.000 UTC,29800.000000,,,,0,0,2026-04-04,567375433033637313,GODOMALL5
2604041418394818,2026-04-04 05:18:39.000 UTC,59000.000000,ig,social,(not set),11,8,2026-04-04,567375433033637313,GODOMALL5
2604041427315899,2026-04-04 05:27:31.000 UTC,44000.000000,,,,0,0,2026-04-04,567375433033637313,GODOMALL5
2604041621211752,2026-04-04 07:21:21.000 UTC,69000.000000,naver,brandsearch,naver_bs,450,409,2026-04-04,567375433033637313,GODOMALL5
2604041659415433,2026-04-04 07:59:41.000 UTC,44000.000000,(direct),(none),(direct),196,110,2026-04-04,567375433033637313,GODOMALL5
2604041748073145,2026-04-04 08:48:07.000 UTC,313000.000000,(direct),(none),(direct),196,110,2026-04-04,567375433033637313,GODOMALL5
2604041834508776,2026-04-04 09:34:50.000 UTC,128000.000000,,,,0,0,2026-04-04,567375433033637313,GODOMALL5
2604041845471928,2026-04-04 09:45:47.000 UTC,128000.000000,naver,organic,(organic),52,47,2026-04-04,567375433033637313,GODOMALL5
2604041915465169,2026-04-04 10:15:46.000 UTC,71500.000000,(direct),(none),(direct),196,110,2026-04-04,567375433033637313,GODOMALL5
2604042004164190,2026-04-04 11:04:16.000 UTC,357500.000000,naver,brandsearch,naver_bs,450,409,2026-04-04,567375433033637313,GODOMALL5
2604042059593421,2026-04-04 11:59:59.000 UTC,120000.000000,naver,brandsearch,naver_bs,450,409,2026-04-04,567375433033637313,GODOMALL5
2604042211413572,2026-04-04 13:11:41.000 UTC,116000.000000,,,,0,0,2026-04-04,567375433033637313,GODOMALL5
2604042330122343,2026-04-04 14:30:12.000 UTC,141000.000000,naver,brandsearch,naver_bs,450,409,2026-04-04,567375433033637313,GODOMALL5
2604050015563771,2026-04-04 15:15:56.000 UTC,310500.000000,,,,0,0,2026-04-05,567375433033637313,GODOMALL5
2604050908171492,2026-04-05 00:08:17.000 UTC,69500.000000,(direct),(none),(not set),256,154,2026-04-05,567375433033637313,GODOMALL5
2604051031117843,2026-04-05 01:31:11.000 UTC,543000.000000,(direct),(none),(not set),256,154,2026-04-05,567375433033637313,GODOMALL5
2604051108466934,2026-04-05 02:08:46.000 UTC,98000.000000,(direct),(none),(not set),256,154,2026-04-05,567375433033637313,GODOMALL5
2604051402343697,2026-04-05 05:02:34.000 UTC,138000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604051422224808,2026-04-05 05:22:22.000 UTC,87000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604051523141989,2026-04-05 06:23:14.000 UTC,196000.000000,google,organic,(organic),17,14,2026-04-05,567375433033637313,GODOMALL5
2604051539408480,2026-04-05 06:39:40.000 UTC,47000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604051642348231,2026-04-05 07:42:34.000 UTC,26500.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604051738280873,2026-04-05 08:38:28.000 UTC,380000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604051906564816,2026-04-05 10:06:56.000 UTC,121000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604051914557057,2026-04-05 10:14:55.000 UTC,119000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604051929390258,2026-04-05 10:29:39.000 UTC,24500.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604052018553099,2026-04-05 11:18:55.000 UTC,95000.000000,,,,0,0,2026-04-05,567375433033637313,GODOMALL5
2604052025469370,2026-04-05 11:25:47.000 UTC,73000.000000,(direct),(none),(not set),256,154,2026-04-05,567375433033637313,GODOMALL5
2604052110085011,2026-04-05 12:10:08.000 UTC,72000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604052217405612,2026-04-05 13:17:40.000 UTC,33000.000000,naver,brandsearch,naver_bs,475,439,2026-04-05,567375433033637313,GODOMALL5
2604052254382853,2026-04-05 13:54:38.000 UTC,231000.000000,(direct),(none),(direct),256,154,2026-04-05,567375433033637313,GODOMALL5
2604052314578256,2026-04-05 14:14:57.000 UTC,146000.000000,(direct),(none),(not set),256,154,2026-04-05,567375433033637313,GODOMALL5
2604060340572043,2026-04-05 18:40:57.000 UTC,526500.000000,place.naver.com,referral,(referral),3,3,2026-04-06,567375433033637313,GODOMALL5
2604060727560714,2026-04-05 22:27:56.000 UTC,278000.000000,naver,brandsearch,naver_bs,656,616,2026-04-06,567375433033637313,GODOMALL5
2604060741075835,2026-04-05 22:41:07.000 UTC,30000.000000,(direct),(none),(not set),291,166,2026-04-06,567375433033637313,GODOMALL5
2604060746355886,2026-04-05 22:46:35.000 UTC,155000.000000,naver,brandsearch,naver_bs,656,616,2026-04-06,567375433033637313,GODOMALL5
2604060834283937,2026-04-05 23:34:28.000 UTC,19000.000000,naver,brandsearch,naver_bs,656,616,2026-04-06,567375433033637313,GODOMALL5
2604060925279648,2026-04-06 00:25:28.000 UTC,136000.000000,,,,0,0,2026-04-06,567375433033637313,GODOMALL5
2604061006138049,2026-04-06 01:06:13.000 UTC,390000.000000,naver,brandsearch,naver_bs,656,616,2026-04-06,567375433033637313,GODOMALL5
2604061025269961,2026-04-06 01:25:27.000 UTC,152000.000000,naver,brandsearch,naver_bs,656,616,2026-04-06,567375433033637313,GODOMALL5
2604061033226102,2026-04-06 01:33:22.000 UTC,120500.000000,,,,0,0,2026-04-06,567375433033637313,GODOMALL5
2604061039454113,2026-04-06 01:39:45.000 UTC,83000.000000,,,,0,0,2026-04-06,567375433033637313,GODOMALL5
2604061044217054,2026-04-06 01:44:21.000 UTC,86000.000000,naver,brandsearch,naver_bs,656,616,2026-04-06,567375433033637313,GODOMALL5
