as_of_date,revenue_today,revenue_prev_day,revenue_7d,revenue_7d_prev,revenue_30d,revenue_30d_prev,revenue_90d,revenue_90d_prev
2026-04-17,2714300,2697500,21632800,34582300,158531220,174996100,639492700,555341180
