as_of_date,window_key,window_days,period_label,product_id,product_name,product_image_url,revenue_segment,role_taxonomy,priority_level,brand_score_status
2026-04-18,30d,30,최근 30일,1000000153,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000153/image/list/1000000153_list_092.jpg,감소,재구매확장기여,즉시 확인,limited
2026-04-18,1d,1,하루 기준,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,유지,반복구매기여,정상 유지,limited
2026-04-18,7d,7,최근 7일,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,유지,재구매확장기여,정상 유지,limited
2026-04-18,30d,30,최근 30일,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,증가,재구매확장기여,정상 유지,limited
2026-04-18,1d,1,하루 기준,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,유지,동시구매기여,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,감소,동시구매기여,즉시 확인,unavailable
2026-04-18,30d,30,최근 30일,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,유지,동시구매기여,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000035,떡국떡 500g,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000035/image/list/1000000035_list_093.jpg,유지,재구매확장기여,정상 유지,limited
2026-04-18,7d,7,최근 7일,1000000035,떡국떡 500g,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000035/image/list/1000000035_list_093.jpg,유지,재구매확장기여,정상 유지,limited
2026-04-18,30d,30,최근 30일,1000000035,떡국떡 500g,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000035/image/list/1000000035_list_093.jpg,감소,재구매확장기여,즉시 확인,limited
2026-04-18,1d,1,하루 기준,1000000155,만복상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000155/image/list/1000000155_list_016.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000155,만복상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000155/image/list/1000000155_list_016.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000155,만복상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000155/image/list/1000000155_list_016.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000161,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000161/image/list/1000000086_list_048.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000161,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000161/image/list/1000000086_list_048.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000161,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000161/image/list/1000000086_list_048.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000072,마스코바도 흑임자설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000072,마스코바도 흑임자설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,유지,재구매확장기여,정상 유지,limited
2026-04-18,30d,30,최근 30일,1000000072,마스코바도 흑임자설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,감소,재구매확장기여,즉시 확인,limited
2026-04-18,1d,1,하루 기준,1000000144,경기 미숫가루 쫀드기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000144/image/list/1000000144_list_070.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000144,경기 미숫가루 쫀드기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000144/image/list/1000000144_list_070.jpg,유지,재구매확장기여,정상 유지,limited
2026-04-18,30d,30,최근 30일,1000000144,경기 미숫가루 쫀드기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000144/image/list/1000000144_list_070.jpg,감소,반복구매기여,즉시 확인,limited
2026-04-18,1d,1,하루 기준,1000000041,콩영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000041/image/list/1000000041_list_042.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000041,콩영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000041/image/list/1000000041_list_042.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000041,콩영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000041/image/list/1000000041_list_042.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000152,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000152/image/list/1000000152_list_099.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000152,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000152/image/list/1000000152_list_099.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000152,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000152/image/list/1000000152_list_099.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000120,깨송편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000120/image/list/1000000120_list_068.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000120,깨송편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000120/image/list/1000000120_list_068.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000120,깨송편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000120/image/list/1000000120_list_068.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000164,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000164/image/list/1000000089_list_027.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000164,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000164/image/list/1000000089_list_027.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000164,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000164/image/list/1000000089_list_027.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000169,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000169/image/list/1000000169_list_079.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000169,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000169/image/list/1000000169_list_079.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000169,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000169/image/list/1000000169_list_079.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000095,매화 5송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000095,매화 5송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000095,매화 5송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,감소,재구매확장기여,즉시 확인,limited
2026-04-18,1d,1,하루 기준,1000000162,백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000162/image/list/1000000087_list_067.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000162,백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000162/image/list/1000000087_list_067.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000162,백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000162/image/list/1000000087_list_067.jpg,감소,관측 없음,즉시 확인,unavailable
2026-04-18,1d,1,하루 기준,1000000165,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000165/image/list/1000000152_list_099.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000165,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000165/image/list/1000000152_list_099.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000165,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000165/image/list/1000000152_list_099.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000167,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000167/image/list/1000000154_list_031.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000167,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000167/image/list/1000000154_list_031.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000167,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000167/image/list/1000000154_list_031.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000166,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000166/image/list/1000000153_list_092.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000166,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000166/image/list/1000000153_list_092.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000166,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000166/image/list/1000000153_list_092.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000175,설 십리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000175/image/list/1000000175_list_064.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000175,설 십리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000175/image/list/1000000175_list_064.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000175,설 십리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000175/image/list/1000000175_list_064.jpg,감소,관측 없음,즉시 확인,unavailable
2026-04-18,1d,1,하루 기준,1000000176,설 십리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000176/image/list/1000000176_list_096.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000176,설 십리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000176/image/list/1000000176_list_096.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000176,설 십리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000176/image/list/1000000176_list_096.jpg,감소,관측 없음,즉시 확인,unavailable
2026-04-18,1d,1,하루 기준,1000000177,설 백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000177/image/list/1000000177_list_062.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000177,설 백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000177/image/list/1000000177_list_062.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000177,설 백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000177/image/list/1000000177_list_062.jpg,감소,관측 없음,즉시 확인,unavailable
2026-04-18,1d,1,하루 기준,1000000178,설 백리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000178/image/list/1000000178_list_054.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000178,설 백리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000178/image/list/1000000178_list_054.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000178,설 백리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000178/image/list/1000000178_list_054.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000179,설 백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000179/image/list/1000000179_list_07.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000179,설 백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000179/image/list/1000000179_list_07.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000179,설 백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000179/image/list/1000000179_list_07.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,1d,1,하루 기준,1000000075,2색절편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000075/image/list/1000000075_list_092.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,7d,7,최근 7일,1000000075,2색절편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000075/image/list/1000000075_list_092.jpg,유지,관측 없음,정상 유지,unavailable
2026-04-18,30d,30,최근 30일,1000000075,2색절편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000075/image/list/1000000075_list_092.jpg,감소,관측 없음,즉시 확인,unavailable
