as_of_date,window_key,window_days,period_label,product_id,product_name,product_image_url,role_taxonomy,role_score,role_evidence_status,role_window_state,role_reason,entry_score,expansion_score,repeat_score,basket_score,primary_axis_label,primary_axis_value,entry_support_count,expansion_support_count,repeat_support_count,basket_support_count,transition_customer_cnt,transition_support_rate,return_loop_cnt,basket_pair_cnt,history_ready
2026-04-18,1d,1,하루 기준,1000000070,마스코바도 쑥설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000070/image/list/1000000070_list_027.jpg,반복구매기여,0.1291641369439822,available,available,하루 기준 주요 신호 0.13,0.003659877245882678,0.10126468336408205,0.1291641369439822,0.03863432165318958,반복구매기여,0.1291641369439822,23,4,2,34,4,0.043478260869565216,2,34,true
2026-04-18,1d,1,하루 기준,1000000071,마스코바도 호박설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000071/image/list/1000000071_list_020.jpg,반복구매기여,0.30265049876626865,available,available,하루 기준 주요 신호 0.30,0.008023637265913586,0.11863899551637731,0.30265049876626865,0.07097933513027853,반복구매기여,0.30265049876626865,37,6,3,44,6,0.02702702702702703,3,44,true
2026-04-18,1d,1,하루 기준,1000000072,,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,관측 없음,0,unavailable,available,하루 기준 역할 관측이 없습니다.,0,0,0,0,,,0,0,0,0,0,0,0,0,true
2026-04-18,1d,1,하루 기준,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,동시구매기여,0.008086253369272238,available,available,하루 기준 주요 신호 0.01,0,0,0,0.008086253369272238,동시구매기여,0.008086253369272238,3,0,0,16,0,0,0,16,true
2026-04-18,1d,1,하루 기준,1000000083,백설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000083/image/list/1000000083_list_054.jpg,반복구매기여,0.319805850502194,available,available,하루 기준 주요 신호 0.32,0.0315237574010326,0.22565500811434805,0.319805850502194,0.12578616352201258,반복구매기여,0.319805850502194,77,36,6,60,36,0.05194805194805195,6,60,true
2026-04-18,1d,1,하루 기준,1000000084,십리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000084/image/list/1000000084_list_028.jpg,재구매확장기여,0.14228575611546665,available,available,하루 기준 주요 신호 0.14,0.07908415336069927,0.14228575611546665,0.04033042973794406,0.09164420485175202,재구매확장기여,0.14228575611546665,149,36,5,50,36,0.026845637583892617,5,50,true
2026-04-18,1d,1,하루 기준,1000000085,십리향 2단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000085/image/list/1000000085_list_069.jpg,재구매확장기여,0.2976514402094702,available,available,하루 기준 주요 신호 0.30,0.17730594305752997,0.2976514402094702,0.15866281461059184,0.12488769092542677,재구매확장기여,0.2976514402094702,321,134,37,60,134,0.056074766355140186,37,60,true
2026-04-18,1d,1,하루 기준,1000000086,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000086/image/list/1000000086_list_048.jpg,재구매확장기여,0.636366335238421,available,available,하루 기준 주요 신호 0.64,0.10854651565563585,0.636366335238421,0.27379006433121983,0.06558849955076371,재구매확장기여,0.636366335238421,199,118,43,48,118,0.10552763819095477,43,48,true
2026-04-18,1d,1,하루 기준,1000000087,백리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000087/image/list/1000000087_list_067.jpg,반복구매기여,0.31065694974688807,available,available,하루 기준 주요 신호 0.31,0.2485038201962452,0.27738213868511025,0.31065694974688807,0.13836477987421383,반복구매기여,0.31065694974688807,455,164,66,70,164,0.06593406593406594,66,70,true
2026-04-18,1d,1,하루 기준,1000000088,백리향 2단 (1호 2호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000088/image/list/1000000088_list_033.jpg,재구매확장기여,0.34820746793690766,available,available,하루 기준 주요 신호 0.35,0.22078432138792561,0.34820746793690766,0.10541310541310542,0.10332434860736747,재구매확장기여,0.34820746793690766,351,168,56,54,168,0.10256410256410256,56,54,true
2026-04-18,1d,1,하루 기준,1000000089,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000089/image/list/1000000089_list_027.jpg,재구매확장기여,0.41877115875706206,available,available,하루 기준 주요 신호 0.42,0.023261506705951566,0.41877115875706206,0.17092700357431104,0.015274034141958671,재구매확장기여,0.41877115875706206,49,30,6,22,30,0.08163265306122448,6,22,true
2026-04-18,1d,1,하루 기준,1000000090,일리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000090/image/list/1000000090_list_073.jpg,동시구매기여,0.11141060197663971,available,available,하루 기준 주요 신호 0.11,0.06018415133321831,0.10582468416780161,0.0234375,0.11141060197663971,동시구매기여,0.11141060197663971,128,24,3,50,24,0.0234375,3,50,true
2026-04-18,1d,1,하루 기준,1000000091,일리향 2단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000091/image/list/1000000091_list_092.jpg,재구매확장기여,0.24675915334384432,available,available,하루 기준 주요 신호 0.25,0.18619799266191264,0.24675915334384432,0.1398861413513857,0.12039532794249776,재구매확장기여,0.24675915334384432,181,72,17,48,72,0.055248618784530384,17,48,true
2026-04-18,1d,1,하루 기준,1000000092,일리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000092/image/list/1000000092_list_029.jpg,재구매확장기여,0.20653067239955608,available,available,하루 기준 주요 신호 0.21,0.07734203607961962,0.20653067239955608,0.08105599387737682,0.06828391734052111,재구매확장기여,0.20653067239955608,148,52,14,42,52,0.05405405405405406,14,42,true
2026-04-18,1d,1,하루 기준,1000000093,매화 2송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000093/image/list/1000000093_list_057.jpg,첫구매기여,0.6443090477930735,available,available,하루 기준 주요 신호 0.64,0.6443090477930735,0.29875331266377814,0.1087866108786611,0.13836477987421383,첫구매기여,0.6443090477930735,717,254,103,56,254,0.10739191073919108,103,56,true
2026-04-18,1d,1,하루 기준,1000000094,매화 3송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000094/image/list/1000000094_list_039.jpg,재구매확장기여,0.2562874214007564,available,available,하루 기준 주요 신호 0.26,0.16186108788756395,0.2562874214007564,0.10323070142350553,0.055705300988319856,재구매확장기여,0.2562874214007564,185,76,20,52,76,0.08648648648648649,20,52,true
2026-04-18,1d,1,하루 기준,1000000095,,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,관측 없음,0,unavailable,available,하루 기준 역할 관측이 없습니다.,0,0,0,0,,,0,0,0,0,0,0,0,0,true
2026-04-18,1d,1,하루 기준,1000000108,매화 2송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000108/image/list/1000000108_list_020.jpg,재구매확장기여,0.2895687172126886,available,available,하루 기준 주요 신호 0.29,0.22993695553342763,0.2895687172126886,0.22300247763780415,0.06019766397124888,재구매확장기여,0.2895687172126886,245,106,46,40,106,0.09795918367346938,46,40,true
2026-04-18,1d,1,하루 기준,1000000110,매화 3송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000110/image/list/1000000110_list_026.jpg,재구매확장기여,0.155867544958705,available,available,하루 기준 주요 신호 0.16,0.0513052170772004,0.155867544958705,0.0821917808219178,0.03773584905660377,재구매확장기여,0.155867544958705,73,24,10,44,24,0.0821917808219178,10,44,true
2026-04-18,1d,1,하루 기준,1000000111,매화 3송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000111/image/list/1000000111_list_056.jpg,첫구매기여,0.3208852359596403,available,available,하루 기준 주요 신호 0.32,0.3208852359596403,0.30306932442442236,0.09763313609467456,0.0880503144654088,첫구매기여,0.3208852359596403,338,142,39,48,142,0.09763313609467456,39,48,true
2026-04-18,1d,1,하루 기준,1000000112,매화 5송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000112/image/list/1000000112_list_032.jpg,반복구매기여,0.1652019463362182,available,available,하루 기준 주요 신호 0.17,0.07684220613299411,0.1618979074094938,0.1652019463362182,0.04582210242587601,반복구매기여,0.1652019463362182,96,30,10,52,30,0.03125,10,52,true
2026-04-18,1d,1,하루 기준,1000000113,매화 5송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000113/image/list/1000000113_list_070.jpg,재구매확장기여,0.20699035081544917,available,available,하루 기준 주요 신호 0.21,0.08447262441079666,0.20699035081544917,0.1267287862135403,0.0440251572327044,재구매확장기여,0.20699035081544917,102,40,14,46,40,0.0784313725490196,14,46,true
2026-04-18,1d,1,하루 기준,1000000121,깨송편 1kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000121/image/list/1000000121_list_089.jpg,반복구매기여,0.2211114821994402,available,available,하루 기준 주요 신호 0.22,0.06621769073235362,0.2031461742707357,0.2211114821994402,0.18508535489667566,반복구매기여,0.2211114821994402,184,60,36,58,60,0.09239130434782608,36,58,true
2026-04-18,1d,1,하루 기준,1000000127,흑임자이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000127/image/list/1000000127_list_053.jpg,동시구매기여,0.41868823000898475,available,available,하루 기준 주요 신호 0.42,0.10546573453393789,0.1644158182016456,0.20691786644424787,0.41868823000898475,동시구매기여,0.41868823000898475,244,60,16,62,60,0.05737704918032787,16,62,true
2026-04-18,1d,1,하루 기준,1000000128,흑임자인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000128/image/list/1000000128_list_033.jpg,재구매확장기여,0.13004946933649245,available,available,하루 기준 주요 신호 0.13,0.019246950830977536,0.13004946933649245,0.07372418896626555,0.12219227313566937,재구매확장기여,0.13004946933649245,62,18,1,62,18,0.016129032258064516,1,62,true
2026-04-18,1d,1,하루 기준,1000000142,경기 미숫가루,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000142/image/list/1000000142_list_011.jpg,재구매확장기여,0.14280735956123078,available,available,하루 기준 주요 신호 0.14,0.009827090661355396,0.14280735956123078,0,0.055705300988319856,재구매확장기여,0.14280735956123078,35,7,0,46,7,0.05714285714285714,0,46,true
2026-04-18,1d,1,하루 기준,1000000143,"경기참기름, 경기들기름",https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000143/image/list/1000000143_list_079.jpg,반복구매기여,0.12177161221123269,available,available,하루 기준 주요 신호 0.12,0.00839022366002394,0.11933617996700802,0.12177161221123269,0.0431266846361186,반복구매기여,0.12177161221123269,26,5,1,36,5,0.07692307692307693,1,36,true
2026-04-18,1d,1,하루 기준,1000000144,,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000144/image/list/1000000144_list_070.jpg,관측 없음,0,unavailable,available,하루 기준 역할 관측이 없습니다.,0,0,0,0,,,0,0,0,0,0,0,0,0,true
2026-04-18,1d,1,하루 기준,1000000153,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000153/image/list/1000000153_list_092.jpg,재구매확장기여,0.12474474732117659,available,available,하루 기준 주요 신호 0.12,0.008944770091401405,0.12474474732117659,0.05454545454545454,0.019766397124887692,재구매확장기여,0.12474474732117659,55,8,5,4,8,0.05454545454545454,5,4,true
2026-04-18,1d,1,하루 기준,1000000154,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000154/image/list/1000000154_list_031.jpg,재구매확장기여,0.11684975506033066,available,available,하루 기준 주요 신호 0.12,0.005914762253137116,0.11684975506033066,0.10526315789473684,0.004492362982929021,재구매확장기여,0.11684975506033066,38,6,5,4,6,0.10526315789473684,5,4,true
2026-04-18,1d,1,하루 기준,1000000156,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000156/image/list/1000000156_list_085.jpg,재구매확장기여,0.18521217740072787,available,available,하루 기준 주요 신호 0.19,0.012934400326602926,0.18521217740072787,0.14084507042253522,0.017070979335130278,재구매확장기여,0.18521217740072787,71,14,20,4,14,0.14084507042253522,20,4,true
2026-04-18,7d,7,최근 7일,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,재구매확장기여,0.12611451827909131,available,available,최근 7일 주요 신호 0.13,0.002638728497094009,0.12611451827909131,0.12394957983193278,0.04058710912571793,재구매확장기여,0.12611451827909131,113,28,14,282,28,0.125,14,282,true
2026-04-18,7d,7,최근 7일,1000000028,마스코바도 딸기설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000028/image/list/1000000028_list_04.jpg,반복구매기여,0.16542660897748077,available,available,최근 7일 주요 신호 0.17,0.002440736534033329,0.06484666744323454,0.16542660897748077,0.02488832163369496,반복구매기여,0.16542660897748077,105,14,21,222,14,0.06666666666666667,21,222,true
2026-04-18,7d,7,최근 7일,1000000033,가래떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000033/image/list/1000000033_list_090.jpg,재구매확장기여,0.14312214802292103,available,available,최근 7일 주요 신호 0.14,0.011036526610273299,0.14312214802292103,0.06382978723404255,0.0654754307594129,재구매확장기여,0.14312214802292103,329,56,21,296,56,0.06382978723404255,21,296,true
2026-04-18,7d,7,최근 7일,1000000035,떡국떡 500g,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000035/image/list/1000000035_list_093.jpg,재구매확장기여,0.20727333469062095,available,available,최근 7일 주요 신호 0.21,0.034870776931578154,0.20727333469062095,0.19831869046603826,0.1484365028717294,재구매확장기여,0.20727333469062095,539,224,28,394,224,0.025974025974025976,28,394,true
2026-04-18,7d,7,최근 7일,1000000042,약식,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000042/image/list/1000000042_list_03.jpg,동시구매기여,0.4253988513082323,available,available,최근 7일 주요 신호 0.43,0.08528626860103858,0.31749485567957986,0.15182535423469537,0.4253988513082323,동시구매기여,0.4253988513082323,1334,658,210,490,658,0.1111111111111111,210,490,true
2026-04-18,7d,7,최근 7일,1000000043,모듬영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000043/image/list/1000000043_list_012.jpg,동시구매기여,0.4858966177409062,available,available,최근 7일 주요 신호 0.49,0.08707639085999773,0.282555476713689,0.33605301250249175,0.4858966177409062,동시구매기여,0.4858966177409062,1384,602,182,504,602,0.06598984771573604,182,504,true
2026-04-18,7d,7,최근 7일,1000000044,고구마찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000044/image/list/1000000044_list_088.jpg,동시구매기여,0.3668155711550734,available,available,최근 7일 주요 신호 0.37,0.06002424217281751,0.22905035108228974,0.3501849805817377,0.3668155711550734,동시구매기여,0.3668155711550734,1002,384,106,420,384,0.04964539007092199,106,420,true
2026-04-18,7d,7,최근 7일,1000000045,완두시루떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000045/image/list/1000000045_list_095.jpg,동시구매기여,0.6259093809827696,available,available,최근 7일 주요 신호 0.63,0.22403706186884076,0.28963153804052827,0.5237790708278406,0.6259093809827696,동시구매기여,0.6259093809827696,2162,868,340,526,868,0.06472491909385113,340,526,true
2026-04-18,7d,7,최근 7일,1000000062,흰이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000062/image/list/1000000062_list_062.jpg,동시구매기여,0.3409061901723038,available,available,최근 7일 주요 신호 0.34,0.11042168303479465,0.152017548987923,0.1161726102680243,0.3409061901723038,동시구매기여,0.3409061901723038,1673,374,89,504,374,0.029411764705882353,89,504,true
2026-04-18,7d,7,최근 7일,1000000063,쑥이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000063/image/list/1000000063_list_055.jpg,동시구매기여,0.4035737077217613,available,available,최근 7일 주요 신호 0.40,0.1617220852748297,0.24947685787330035,0.27007427433684744,0.4035737077217613,동시구매기여,0.4035737077217613,2081,726,168,532,726,0.04054054054054054,168,532,true
2026-04-18,7d,7,최근 7일,1000000064,2색 이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000064/image/list/1000000064_list_053.jpg,첫구매기여,1,available,available,최근 7일 주요 신호 1.00,1,0.2830673941394109,0.18057702873695175,1,첫구매기여,1,11648,3322,1485,546,3322,0.08413461538461539,1485,546,true
2026-04-18,7d,7,최근 7일,1000000065,흰인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000065/image/list/1000000065_list_019.jpg,반복구매기여,0.4266550638200215,available,available,최근 7일 주요 신호 0.43,0.014880257018892252,0.15649243383077227,0.4266550638200215,0.1156349712827058,반복구매기여,0.4266550638200215,344,63,49,352,63,0.041666666666666664,49,352,true
2026-04-18,7d,7,최근 7일,1000000066,쑥인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000066/image/list/1000000066_list_042.jpg,반복구매기여,0.3146262960748957,available,available,최근 7일 주요 신호 0.31,0.02898832882115668,0.18572622041566506,0.3146262960748957,0.16975111678366306,반복구매기여,0.3146262960748957,616,220,63,364,220,0.03488372093023256,63,364,true
2026-04-18,7d,7,최근 7일,1000000069,설기세트,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000069/image/list/1000000069_list_033.jpg,반복구매기여,0.2083834639731463,available,available,최근 7일 주요 신호 0.21,0.039682731894112824,0.13910961339881878,0.2083834639731463,0.18749202297383535,반복구매기여,0.2083834639731463,710,182,32,388,182,0.019801980198019802,32,388,true
2026-04-18,7d,7,최근 7일,1000000070,마스코바도 쑥설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000070/image/list/1000000070_list_027.jpg,반복구매기여,0.13691879486282738,available,available,최근 7일 주요 신호 0.14,0.0039220855585540325,0.10733611863658477,0.13691879486282738,0.04071474154435226,반복구매기여,0.13691879486282738,161,28,14,250,28,0.043478260869565216,14,250,true
2026-04-18,7d,7,최근 7일,1000000071,마스코바도 호박설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000071/image/list/1000000071_list_020.jpg,반복구매기여,0.3191061166105768,available,available,최근 7일 주요 신호 0.32,0.008256247311488742,0.12507750208225393,0.3191061166105768,0.07058072750478622,반복구매기여,0.3191061166105768,256,42,21,314,42,0.027777777777777776,21,314,true
2026-04-18,7d,7,최근 7일,1000000072,마스코바도 흑임자설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,재구매확장기여,0.06912123233862104,available,available,최근 7일 주요 신호 0.07,0.0011458302606615568,0.06912123233862104,0,0.018379068283343968,재구매확장기여,0.06912123233862104,78,12,0,156,12,0.07692307692307693,0,156,true
2026-04-18,7d,7,최근 7일,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,동시구매기여,0.006509253350350989,available,available,최근 7일 주요 신호 0.01,0,0,0,0.006509253350350989,동시구매기여,0.006509253350350989,18,0,0,94,0,0,0,94,true
2026-04-18,7d,7,최근 7일,1000000083,백설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000083/image/list/1000000083_list_054.jpg,반복구매기여,0.3280306863319984,available,available,최근 7일 주요 신호 0.33,0.03269578484663087,0.23141837829031367,0.3280306863319984,0.12890874282067646,반복구매기여,0.3280306863319984,545,252,42,444,252,0.05194805194805195,42,444,true
2026-04-18,7d,7,최근 7일,1000000084,십리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000084/image/list/1000000084_list_028.jpg,재구매확장기여,0.14294374522469452,available,available,최근 7일 주요 신호 0.14,0.08005726330461527,0.14294374522469452,0.04153895323063839,0.09138481174218252,재구매확장기여,0.14294374522469452,1038,246,35,350,246,0.027210884353741496,35,350,true
2026-04-18,7d,7,최근 7일,1000000085,십리향 2단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000085/image/list/1000000085_list_069.jpg,재구매확장기여,0.30030683371632133,available,available,최근 7일 주요 신호 0.30,0.17981922076637452,0.30030683371632133,0.17195445826681086,0.12316528398213146,재구매확장기여,0.30030683371632133,2248,928,259,422,928,0.056074766355140186,259,422,true
2026-04-18,7d,7,최근 7일,1000000086,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000086/image/list/1000000086_list_048.jpg,재구매확장기여,0.6465401295459482,available,available,최근 7일 주요 신호 0.65,0.11030705699898748,0.6465401295459482,0.28590883021915614,0.0658583280153159,재구매확장기여,0.6465401295459482,1396,824,304,338,824,0.10606060606060606,304,338,true
