as_of_date,window_key,window_days,period_label,product_id,product_name,product_image_url,role_taxonomy,role_score,role_evidence_status,role_window_state,role_reason,entry_score,expansion_score,repeat_score,basket_score,primary_axis_label,primary_axis_value,entry_support_count,expansion_support_count,repeat_support_count,basket_support_count,transition_customer_cnt,transition_support_rate,return_loop_cnt,basket_pair_cnt,history_ready
2026-04-18,7d,7,최근 7일,1000000087,백리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000087/image/list/1000000087_list_067.jpg,반복구매기여,0.3241039450489323,available,available,최근 7일 주요 신호 0.32,0.2505882855061744,0.28564606304109647,0.3241039450489323,0.13503509891512444,반복구매기여,0.3241039450489323,3189,1162,477,492,1162,0.0684326710816777,477,492,true
2026-04-18,7d,7,최근 7일,1000000088,백리향 2단 (1호 2호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000088/image/list/1000000088_list_033.jpg,재구매확장기여,0.35895058609830965,available,available,최근 7일 주요 신호 0.36,0.22493394729440386,0.35895058609830965,0.10863318886713492,0.10542437779195915,재구매확장기여,0.35895058609830965,2476,1196,402,380,1196,0.10734463276836158,402,380,true
2026-04-18,7d,7,최근 7일,1000000089,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000089/image/list/1000000089_list_027.jpg,재구매확장기여,0.43348262742795657,available,available,최근 7일 주요 신호 0.43,0.02458725330608132,0.43348262742795657,0.17533275244216373,0.016975111678366305,재구매확장기여,0.43348262742795657,351,212,42,172,212,0.08163265306122448,42,172,true
2026-04-18,7d,7,최근 7일,1000000090,일리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000090/image/list/1000000090_list_073.jpg,재구매확장기여,0.1128781199285306,available,available,최근 7일 주요 신호 0.11,0.062052915116825924,0.1128781199285306,0.023490636526538832,0.11052967453733248,재구매확장기여,0.1128781199285306,894,174,21,348,174,0.023622047244094488,21,348,true
2026-04-18,7d,7,최근 7일,1000000091,일리향 2단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000091/image/list/1000000091_list_092.jpg,재구매확장기여,0.2563899457290909,available,available,최근 7일 주요 신호 0.26,0.18936578449126099,0.2563899457290909,0.14306605101995756,0.1202297383535418,재구매확장기여,0.2563899457290909,1270,512,123,338,512,0.06077348066298342,123,338,true
2026-04-18,7d,7,최근 7일,1000000092,일리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000092/image/list/1000000092_list_029.jpg,재구매확장기여,0.21356442184328212,available,available,최근 7일 주요 신호 0.21,0.07973382668762254,0.21356442184328212,0.08201325019889952,0.06879387364390555,재구매확장기여,0.21356442184328212,1056,372,98,294,372,0.05405405405405406,98,294,true
2026-04-18,7d,7,최근 7일,1000000093,매화 2송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000093/image/list/1000000093_list_057.jpg,첫구매기여,0.6430909001088458,available,available,최근 7일 주요 신호 0.64,0.6430909001088458,0.3063460356382537,0.11064478368559293,0.13746011486917678,첫구매기여,0.6430909001088458,4984,1784,721,394,1784,0.10891089108910891,721,394,true
2026-04-18,7d,7,최근 7일,1000000094,매화 3송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000094/image/list/1000000094_list_039.jpg,재구매확장기여,0.26768519819405073,available,available,최근 7일 주요 신호 0.27,0.16626244292415132,0.26768519819405073,0.1050738741961235,0.05552010210593491,재구매확장기여,0.26768519819405073,1306,546,147,366,546,0.0967741935483871,147,366,true
2026-04-18,7d,7,최근 7일,1000000095,,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,관측 없음,0,unavailable,available,최근 7일 역할 관측이 없습니다.,0,0,0,0,,,0,0,0,0,0,0,0,0,true
2026-04-18,7d,7,최근 7일,1000000108,매화 2송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000108/image/list/1000000108_list_020.jpg,재구매확장기여,0.2966521690785394,available,available,최근 7일 주요 신호 0.30,0.23470671279086416,0.2966521690785394,0.22664517257590786,0.06037013401403957,재구매확장기여,0.2966521690785394,1728,748,322,282,748,0.09795918367346938,322,282,true
2026-04-18,7d,7,최근 7일,1000000110,매화 3송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000110/image/list/1000000110_list_026.jpg,재구매확장기여,0.17029674145830384,available,available,최근 7일 주요 신호 0.17,0.05234019960473297,0.17029674145830384,0.09098158203406129,0.03714103382259094,재구매확장기여,0.17029674145830384,506,176,74,308,176,0.09859154929577464,74,308,true
2026-04-18,7d,7,최근 7일,1000000111,매화 3송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000111/image/list/1000000111_list_056.jpg,첫구매기여,0.3246744710426248,available,available,최근 7일 주요 신호 0.32,0.3246744710426248,0.308395541259582,0.0998735799694485,0.08755583918315252,첫구매기여,0.3246744710426248,2373,994,279,338,994,0.10089020771513353,279,338,true
2026-04-18,7d,7,최근 7일,1000000112,매화 5송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000112/image/list/1000000112_list_032.jpg,재구매확장기여,0.1770886936243683,available,available,최근 7일 주요 신호 0.18,0.07807392406608603,0.1770886936243683,0.17248080910066826,0.043522654754307596,재구매확장기여,0.1770886936243683,660,220,70,356,220,0.03225806451612903,70,356,true
2026-04-18,7d,7,최근 7일,1000000113,매화 5송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000113/image/list/1000000113_list_070.jpg,재구매확장기여,0.21128655711459735,available,available,최근 7일 주요 신호 0.21,0.08688889735617186,0.21128655711459735,0.12961276618204726,0.04377791959157626,재구매확장기여,0.21128655711459735,723,280,98,322,280,0.0784313725490196,98,322,true
2026-04-18,7d,7,최근 7일,1000000121,깨송편 1kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000121/image/list/1000000121_list_089.jpg,반복구매기여,0.22743215505620418,available,available,최근 7일 주요 신호 0.23,0.06719814276229898,0.20807259170889705,0.22743215505620418,0.184301212507977,반복구매기여,0.22743215505620418,1288,420,252,408,420,0.09239130434782608,252,408,true
2026-04-18,7d,7,최근 7일,1000000127,흑임자이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000127/image/list/1000000127_list_053.jpg,동시구매기여,0.42373962986598596,available,available,최근 7일 주요 신호 0.42,0.10837197532838017,0.1705224687581435,0.20976802632273234,0.42373962986598596,동시구매기여,0.42373962986598596,1728,430,112,442,430,0.05737704918032787,112,442,true
2026-04-18,7d,7,최근 7일,1000000128,흑임자인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000128/image/list/1000000128_list_033.jpg,재구매확장기여,0.13545773857324764,available,available,최근 7일 주요 신호 0.14,0.019669403369952283,0.13545773857324764,0.0768010403607945,0.1206126356094448,재구매확장기여,0.13545773857324764,431,117,7,430,117,0.01639344262295082,7,430,true
2026-04-18,7d,7,최근 7일,1000000142,경기 미숫가루,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000142/image/list/1000000142_list_011.jpg,재구매확장기여,0.14606064220400145,available,available,최근 7일 주요 신호 0.15,0.010711241079018012,0.14606064220400145,0,0.059604339502233566,재구매확장기여,0.14606064220400145,255,49,0,336,49,0.05714285714285714,0,336,true
2026-04-18,7d,7,최근 7일,1000000143,"경기참기름, 경기들기름",https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000143/image/list/1000000143_list_079.jpg,반복구매기여,0.1285808162112306,available,available,최근 7일 주요 신호 0.13,0.008850297607717479,0.12599771103043658,0.1285808162112306,0.043139757498404596,반복구매기여,0.1285808162112306,182,35,7,254,35,0.07692307692307693,7,254,true
2026-04-18,7d,7,최근 7일,1000000144,경기 미숫가루 쫀드기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000144/image/list/1000000144_list_070.jpg,재구매확장기여,0.10787976935464967,available,available,최근 7일 주요 신호 0.11,0.025365426312218938,0.10787976935464967,0.07994006232548143,0.01097638800255265,재구매확장기여,0.10787976935464967,61,14,1,60,14,0.03278688524590164,1,60,true
2026-04-18,7d,7,최근 7일,1000000153,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000153/image/list/1000000153_list_092.jpg,재구매확장기여,0.12953933013607694,available,available,최근 7일 주요 신호 0.13,0.009299853181862232,0.12953933013607694,0.05454545454545455,0.0196553924696873,재구매확장기여,0.12953933013607694,385,56,35,28,56,0.05454545454545454,35,28,true
2026-04-18,7d,7,최근 7일,1000000154,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000154/image/list/1000000154_list_031.jpg,재구매확장기여,0.12218573458804964,available,available,최근 7일 주요 신호 0.12,0.006219497081978912,0.12218573458804964,0.10526315789473684,0.004467134652201659,재구매확장기여,0.12218573458804964,266,42,35,28,42,0.10526315789473684,35,28,true
2026-04-18,7d,7,최근 7일,1000000156,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000156/image/list/1000000156_list_085.jpg,재구매확장기여,0.19042857395968946,available,available,최근 7일 주요 신호 0.19,0.013203589799227963,0.19042857395968946,0.14170738718022421,0.016975111678366305,재구매확장기여,0.19042857395968946,494,97,140,28,97,0.14285714285714285,140,28,true
2026-04-18,30d,30,최근 30일,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,재구매확장기여,0.12397356351597492,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.0022230768199975573,0.12397356351597492,0.11733193277310924,0.03992317190286734,재구매확장기여,0.12397356351597492,221,52,26,534,52,0.13333333333333333,26,534,false
2026-04-18,30d,30,최근 30일,1000000028,마스코바도 딸기설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000028/image/list/1000000028_list_04.jpg,반복구매기여,0.1411206630383141,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.0020346537477141328,0.05160793224534608,0.1411206630383141,0.02407737686925504,반복구매기여,0.1411206630383141,205,26,39,414,26,0.07142857142857142,39,414,false
2026-04-18,30d,30,최근 30일,1000000033,가래떡(40개) 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000033/image/list/1000000033_list_090.jpg,재구매확장기여,0.12187586403698651,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.010217010827015389,0.12187586403698651,0.05956786044667634,0.06605844423103306,재구매확장기여,0.12187586403698651,654,104,39,560,104,0.06521739130434782,39,560,false
2026-04-18,30d,30,최근 30일,1000000035,떡국떡 500g,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000035/image/list/1000000035_list_093.jpg,재구매확장기여,0.18388476213533972,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.03344253463698231,0.18388476213533972,0.1791208997459568,0.1485114556180546,재구매확장기여,0.18388476213533972,1078,416,52,742,416,0.025974025974025976,52,742,false
2026-04-18,30d,30,최근 30일,1000000042,약식,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000042/image/list/1000000042_list_03.jpg,동시구매기여,0.4242008505967897,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.08341879976990285,0.38533914612717635,0.13899065302925964,0.4242008505967897,동시구매기여,0.4242008505967897,2660,1234,393,908,1234,0.11702127659574468,393,908,false
2026-04-18,30d,30,최근 30일,1000000043,모듬영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000043/image/list/1000000043_list_012.jpg,동시구매기여,0.4827136781451502,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.08458779421656035,0.2518496755944145,0.31548259481358093,0.4827136781451502,동시구매기여,0.4827136781451502,2750,1102,337,942,1102,0.06598984771573604,337,942,false
2026-04-18,30d,30,최근 30일,1000000044,고구마찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000044/image/list/1000000044_list_088.jpg,동시구매기여,0.36657977774729045,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.058012788487090385,0.2058774923519473,0.32640266188032413,0.36657977774729045,동시구매기여,0.36657977774729045,1989,720,192,780,720,0.05,192,780,false
2026-04-18,30d,30,최근 30일,1000000045,완두시루떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000045/image/list/1000000045_list_095.jpg,동시구매기여,0.6277953079983537,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.22354111655738157,0.261760267762152,0.4838353538381416,0.6277953079983537,동시구매기여,0.6277953079983537,4333,1628,635,994,1628,0.06472491909385113,635,994,false
2026-04-18,30d,30,최근 30일,1000000062,흰이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000062/image/list/1000000062_list_062.jpg,동시구매기여,0.33879818905199616,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.10836758957516257,0.11334289512938192,0.10636483623177402,0.33879818905199616,동시구매기여,0.33879818905199616,3345,690,160,942,690,0.029411764705882353,160,942,false
2026-04-18,30d,30,최근 30일,1000000063,쑥이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000063/image/list/1000000063_list_055.jpg,동시구매기여,0.40519961585951436,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.15951118573490947,0.21818860524390332,0.24588765840166474,0.40519961585951436,동시구매기여,0.40519961585951436,4162,1358,309,1000,1358,0.04054054054054054,309,1000,false
2026-04-18,30d,30,최근 30일,1000000064,2색 이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000064/image/list/1000000064_list_053.jpg,첫구매기여,1,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,1,0.23030639063939512,0.1660525831017476,1,첫구매기여,1,23282,6124,2737,1018,6124,0.08413461538461539,2737,1018,false
2026-04-18,30d,30,최근 30일,1000000065,흰인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000065/image/list/1000000065_list_019.jpg,반복구매기여,0.38125067400555135,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.014080096228603841,0.1335580273991204,0.38125067400555135,0.1164768829743449,반복구매기여,0.38125067400555135,694,117,91,664,117,0.041666666666666664,91,664,false
2026-04-18,30d,30,최근 30일,1000000066,쑥인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000066/image/list/1000000066_list_042.jpg,반복구매기여,0.28772428278823536,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.02735224295132969,0.15453098601732768,0.28772428278823536,0.16970777884483468,반복구매기여,0.28772428278823536,1216,396,117,688,396,0.03529411764705882,117,688,false
2026-04-18,30d,30,최근 30일,1000000069,설기세트,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000069/image/list/1000000069_list_033.jpg,반복구매기여,0.20114725137736408,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.038763516222079075,0.10878532838258605,0.20114725137736408,0.19049252297983263,반복구매기여,0.20114725137736408,1432,338,62,736,338,0.019801980198019802,62,736,false
2026-04-18,30d,30,최근 30일,1000000070,마스코바도 쑥설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000070/image/list/1000000070_list_027.jpg,반복구매기여,0.11992756397879746,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.0034619006878529876,0.08991273033821191,0.11992756397879746,0.0401289614487584,반복구매기여,0.11992756397879746,321,52,26,466,52,0.045454545454545456,26,466,false
2026-04-18,30d,30,최근 30일,1000000071,마스코바도 호박설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000071/image/list/1000000071_list_020.jpg,반복구매기여,0.2857535088416966,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.007403796759231223,0.10620559296662302,0.2857535088416966,0.06935107696529016,반복구매기여,0.2857535088416966,503,78,39,578,78,0.02857142857142857,39,578,false
2026-04-18,30d,30,최근 30일,1000000072,마스코바도 흑임자설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,재구매확장기여,0.054026996186468085,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.0009152303486878861,0.054026996186468085,0,0.0197557964055426,재구매확장기여,0.054026996186468085,169,24,0,312,24,0.07692307692307693,0,312,false
2026-04-18,30d,30,최근 30일,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,동시구매기여,0.004390176979009466,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0,0,0,0.004390176979009466,동시구매기여,0.004390176979009466,23,0,0,120,0,0,0,120,false
2026-04-18,30d,30,최근 30일,1000000083,백설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000083/image/list/1000000083_list_054.jpg,반복구매기여,0.3060840669460214,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.031485102203838065,0.2005739667475271,0.3060840669460214,0.1275895184524626,반복구매기여,0.3060840669460214,1090,456,80,836,456,0.05194805194805195,80,836,false
2026-04-18,30d,30,최근 30일,1000000084,십리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000084/image/list/1000000084_list_028.jpg,재구매확장기여,0.10765800402458604,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.07732413176806066,0.10765800402458604,0.037904719506102115,0.09034161064617917,재구매확장기여,0.10765800402458604,2070,450,65,642,450,0.027210884353741496,65,642,false
2026-04-18,30d,30,최근 30일,1000000085,십리향 2단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000085/image/list/1000000085_list_069.jpg,재구매확장기여,0.268630169299771,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.17664900705800987,0.268630169299771,0.16376538057594306,0.12271916586637399,재구매확장기여,0.268630169299771,4470,1708,485,802,1708,0.056074766355140186,485,802,false
2026-04-18,30d,30,최근 30일,1000000086,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000086/image/list/1000000086_list_048.jpg,재구매확장기여,0.616113171117478,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.10825139131738096,0.616113171117478,0.262269581797015,0.06660721635340924,재구매확장기여,0.616113171117478,2794,1514,561,638,1514,0.10606060606060606,561,638,false
2026-04-18,30d,30,최근 30일,1000000087,백리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000087/image/list/1000000087_list_067.jpg,반복구매기여,0.30152030743413505,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.2509427405131351,0.24827063883966433,0.30152030743413505,0.1365070654410756,반복구매기여,0.30152030743413505,6406,2152,893,924,2152,0.06911447084233262,893,924,false
2026-04-18,30d,30,최근 30일,1000000088,백리향 2단 (1호 2호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000088/image/list/1000000088_list_033.jpg,재구매확장기여,0.33414683306960086,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.22314237876264492,0.33414683306960086,0.10265231868715845,0.10769652901632597,재구매확장기여,0.33414683306960086,4954,2230,756,716,2230,0.11079545454545454,756,716,false
2026-04-18,30d,30,최근 30일,1000000089,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000089/image/list/1000000089_list_027.jpg,재구매확장기여,0.4146425489145598,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.02366329463162425,0.4146425489145598,0.1572254833412658,0.019412813829057483,재구매확장기여,0.4146425489145598,702,404,78,352,404,0.08163265306122448,78,352,false
2026-04-18,30d,30,최근 30일,1000000090,일리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000090/image/list/1000000090_list_073.jpg,동시구매기여,0.11071477568939497,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.06104815301225207,0.08243286737456501,0.02181693340993378,0.11071477568939497,동시구매기여,0.11071477568939497,1788,330,39,660,330,0.023622047244094488,39,660,false
2026-04-18,30d,30,최근 30일,1000000091,일리향 2단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000091/image/list/1000000091_list_092.jpg,재구매확장기여,0.2302404664795253,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.1859425907804703,0.2302404664795253,0.13072782472440864,0.12148442859102758,재구매확장기여,0.2302404664795253,2534,956,231,630,956,0.06111111111111111,231,630,false
2026-04-18,30d,30,최근 30일,1000000092,일리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000092/image/list/1000000092_list_029.jpg,재구매확장기여,0.18669745973950608,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.07902976938010939,0.18669745973950608,0.0740761611987262,0.0706544107559336,재구매확장기여,0.18669745973950608,2141,702,182,546,702,0.05405405405405406,182,546,false
2026-04-18,30d,30,최근 30일,1000000093,매화 2송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000093/image/list/1000000093_list_057.jpg,첫구매기여,0.6384657954564894,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.6384657954564894,0.2705596372096963,0.10300387908148113,0.1368500480175607,첫구매기여,0.6384657954564894,9927,3324,1337,734,3324,0.11048158640226628,1337,734,false
2026-04-18,30d,30,최근 30일,1000000094,매화 3송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000094/image/list/1000000094_list_039.jpg,재구매확장기여,0.23888250429345095,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.16590587781273486,0.23888250429345095,0.1100048917908473,0.05631773905885581,재구매확장기여,0.23888250429345095,2627,1014,273,702,1014,0.0967741935483871,273,702,false
2026-04-18,30d,30,최근 30일,1000000095,매화 5송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,재구매확장기여,0.01977160574608237,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.001067194163236375,0.01977160574608237,0,0.0020578954589106874,재구매확장기여,0.01977160574608237,49,6,0,48,6,0.14285714285714285,0,48,false
2026-04-18,30d,30,최근 30일,1000000108,매화 2송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000108/image/list/1000000108_list_020.jpg,재구매확장기여,0.26621967837025035,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.2327555175821984,0.26621967837025035,0.20694683969197308,0.06050212649197421,재구매확장기여,0.26621967837025035,3467,1386,596,534,1386,0.09795918367346938,596,534,false
2026-04-18,30d,30,최근 30일,1000000110,매화 3송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000110/image/list/1000000110_list_026.jpg,재구매확장기여,0.14750136476761347,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.04966195372588789,0.14750136476761347,0.08654265777312273,0.03669913568390726,재구매확장기여,0.14750136476761347,1005,330,139,572,330,0.09859154929577464,139,572,false
2026-04-18,30d,30,최근 30일,1000000111,매화 3송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000111/image/list/1000000111_list_056.jpg,첫구매기여,0.32072152271225757,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.32072152271225757,0.28040692290940306,0.09311174061502019,0.08759775003429826,첫구매기여,0.32072152271225757,4735,1850,519,638,1850,0.10119047619047619,519,638,false
2026-04-18,30d,30,최근 30일,1000000112,매화 5송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000112/image/list/1000000112_list_032.jpg,반복구매기여,0.1568164042957197,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.07577092412037353,0.15323274876110263,0.1568164042957197,0.04314720812182741,반복구매기여,0.1568164042957197,1312,412,130,668,412,0.03225806451612903,130,668,false
2026-04-18,30d,30,최근 30일,1000000113,매화 5송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000113/image/list/1000000113_list_070.jpg,재구매확장기여,0.18714587734163007,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.08380603090506811,0.18714587734163007,0.11835835888229333,0.0434215941830155,재구매확장기여,0.18714587734163007,1435,520,182,598,520,0.07920792079207921,182,598,false
2026-04-18,30d,30,최근 30일,1000000121,깨송편 1kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000121/image/list/1000000121_list_089.jpg,반복구매기여,0.20856354753678488,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.06555714982379972,0.1770713986999067,0.20856354753678488,0.18459322266428865,반복구매기여,0.20856354753678488,2574,780,468,768,780,0.09289617486338798,468,768,false
2026-04-18,30d,30,최근 30일,1000000127,흑임자이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000127/image/list/1000000127_list_053.jpg,동시구매기여,0.42564137741802716,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.10680636799143396,0.130402167795368,0.1918600299951906,0.42564137741802716,동시구매기여,0.42564137741802716,3460,790,208,826,790,0.05737704918032787,208,826,false
2026-04-18,30d,30,최근 30일,1000000128,흑임자인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000128/image/list/1000000128_list_033.jpg,동시구매기여,0.12121004252983948,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.018527072201711587,0.11146834311547561,0.0692697979183418,0.12121004252983948,동시구매기여,0.12121004252983948,858,171,13,802,171,0.01639344262295082,13,802,false
2026-04-18,30d,30,최근 30일,1000000142,경기 미숫가루,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000142/image/list/1000000142_list_011.jpg,재구매확장기여,0.12540466247160006,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.009816611010527122,0.12540466247160006,0,0.061119495129647414,재구매확장기여,0.12540466247160006,505,91,0,628,91,0.05714285714285714,0,628,false
2026-04-18,30d,30,최근 30일,1000000143,"경기참기름, 경기들기름",https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000143/image/list/1000000143_list_079.jpg,반복구매기여,0.11397339490824233,limited,history_insufficient,최근 30일 역할 관측은 참고용입니다.,0.007899688705439768,0.10901787902797469,0.11397339490824233,0.04335299766771848,반복구매기여,0.11397339490824233,357,65,13,482,65,0.08,13,482,false
